<number of tasks>
297
<cycle time>
1422
<order strength>
0.000
<z_alpha>
1.280
<task times>
1 270 10109.4631
2 270 15617.7998
3 130 73.2904
4 148 1448.2928
5 190 4914.8554
6 293 6097.9311
7 348 21994.2812
8 182 1606.0795
9 490 13375.3630
10 212 5390.6186
11 248 12837.1268
12 248 6949.3449
13 248 11088.6165
14 248 4968.4968
15 248 13739.7842
16 268 17192.3950
17 268 17429.2332
18 268 920.5843
19 288 2512.5371
20 248 11648.3109
21 268 14259.5328
22 60 464.7877
23 268 5365.2592
24 240 12361.4954
25 240 3245.4862
26 171 2619.0735
27 490 29551.5375
28 182 4448.1960
29 170 993.4609
30 306 18500.1646
31 108 177.2942
32 248 7755.8361
33 190 7458.6742
34 240 5688.9586
35 339 24388.6521
36 288 19766.2136
37 248 10162.0135
38 455 12007.6325
39 268 17013.9826
40 270 1893.7393
41 180 3381.2717
42 121 2387.9552
43 270 8730.1585
44 440 35981.0939
45 249 118.1557
46 194 8630.1149
47 162 2814.2197
48 130 2176.1142
49 388 13804.4861
50 90 1376.7472
51 212 9138.9512
52 246 452.1069
53 188 6142.9532
54 270 8191.1822
55 160 1814.9870
56 79 1066.0573
57 466 19917.1687
58 240 771.7515
59 137 3038.2226
60 184 3635.1399
61 110 951.1577
62 275 12650.8247
63 149 3680.4718
64 280 10152.4065
65 119 112.1659
66 184 1117.7465
67 140 171.1396
68 150 4471.0353
69 190 3336.0035
70 150 4350.1551
71 150 3915.9934
72 284 7439.9584
73 192 6749.2629
74 347 17417.1129
75 232 12248.2735
76 140 2149.2627
77 608 66281.8333
78 80 1558.2333
79 40 371.7195
80 130 3733.1921
81 110 2593.2007
82 350 25341.8546
83 140 2583.3429
84 240 4152.7473
85 240 3663.7036
86 90 1822.4789
87 54 163.8182
88 294 8480.6218
89 203 8224.1017
90 150 5308.1672
91 270 1385.6348
92 155 4090.8889
93 190 4031.3288
94 78 436.2242
95 140 2827.3359
96 241 1746.8700
97 430 43043.5429
98 90 335.4446
99 110 1577.8951
100 9 10.1159
101 430 38782.8493
102 130 1360.5972
103 289 9486.0994
104 110 2080.8685
105 160 3447.0770
106 442 4653.7871
107 159 3559.1623
108 250 1694.8219
109 190 4933.7107
110 184 1905.9974
111 690 82602.6979
112 72 413.5570
113 190 6886.9924
114 190 7829.4242
115 90 933.3018
116 889 5173.2291
117 170 3932.4070
118 155 5160.1054
119 190 58.0727
120 130 1521.2899
121 390 25462.1451
122 301 15699.7995
123 54 373.9461
124 227 2009.3517
125 142 187.6641
126 184 7632.8844
127 741 101759.1471
128 868 48579.6878
129 230 12545.7730
130 121 3429.2859
131 320 7402.0793
132 126 1272.2269
133 440 18018.3552
134 127 2024.2391
135 134 584.2113
136 150 447.0910
137 140 3542.8673
138 110 2050.1336
139 320 14606.9223
140 250 10634.3275
141 232 6948.2833
142 188 1525.3783
143 250 5288.2574
144 377 11886.2534
145 90 1763.1398
146 140 2526.3244
147 90 1394.9322
148 90 1881.5130
149 70 597.2908
150 90 869.0503
151 110 413.6139
152 150 2667.0995
153 101 917.3876
154 377 13233.4654
155 118 1884.3567
156 290 4616.6796
157 209 3252.6814
158 150 3499.7270
159 150 754.3258
160 79 202.4746
161 150 917.5863
162 91 84.7456
163 59 1.7015
164 218 8865.9705
165 351 625.8808
166 873 19516.7723
167 130 4050.3947
168 68 982.8446
169 126 50.0874
170 120 1679.5827
171 227 8558.4479
172 198 2542.8997
173 132 3013.1030
174 121 1203.1997
175 150 348.8544
176 100 593.6311
177 38 33.0639
178 70 1041.0786
179 355 18475.0809
180 284 13503.8946
181 122 529.3254
182 75 222.8662
183 160 1724.9875
184 140 722.1735
185 520 22212.9681
186 99 320.9611
187 182 1908.2472
188 80 480.0190
189 514 14901.1112
190 96 1570.0861
191 50 223.5520
192 272 4237.6304
193 226 11650.3644
194 194 2863.6404
195 164 1896.1875
196 96 1793.5739
197 107 2255.1968
198 108 1138.6032
199 167 1037.2984
200 98 944.7991
201 82 100.9656
202 482 18108.8261
203 72 745.8831
204 50 338.9903
205 130 1011.0984
206 230 8859.4169
207 50 443.4580
208 240 6378.0555
209 190 194.4419
210 190 6218.9277
211 240 13710.0204
212 74 207.8177
213 139 2922.1047
214 339 19122.9480
215 260 916.4397
216 132 1427.3086
217 550 4141.9038
218 420 42657.0537
219 152 3181.1627
220 12 1.1741
221 90 1428.8314
222 5 3.0150
223 128 2800.3460
224 100 1010.9727
225 120 1345.0105
226 100 2147.8411
227 320 24956.2876
228 835 66450.5854
229 740 35113.7269
230 223 11604.0236
231 100 1770.5502
232 390 26754.9226
233 140 3154.1234
234 304 3979.3138
235 120 3547.8267
236 403 25109.8293
237 21 41.5598
238 246 13036.9129
239 160 4241.6399
240 1019 19102.7347
241 34 180.2816
242 120 2658.4260
243 68 536.3674
244 910 5795.8356
245 302 11741.2181
246 778 105919.6749
247 101 2130.8646
248 1310 1713.7719
249 20 11.7032
250 278 5863.7699
251 81 1441.8432
252 290 3305.3597
253 100 296.2562
254 372 30377.4671
255 72 445.2128
256 28 100.4088
257 90 415.1061
258 250 10746.5719
259 144 1828.3128
260 303 288.7980
261 220 4889.0500
262 58 810.0494
263 224 4672.9822
264 211 803.6984
265 99 157.0100
266 44 215.9007
267 120 1789.6086
268 70 61.8436
269 421 19969.9460
270 231 7071.2188
271 214 10684.3163
272 196 306.5320
273 280 18552.4928
274 398 13967.0493
275 72 751.1958
276 280 12281.2429
277 356 3519.2818
278 193 1853.7387
279 140 3704.7958
280 130 2851.8109
281 300 2072.3658
282 456 10989.2006
283 7 6.6796
284 170 4072.6054
285 252 9638.9152
286 210 1513.0221
287 308 21973.3165
288 308 7771.1209
289 121 878.0890
290 52 218.0722
291 426 22898.9246
292 104 530.7360
293 1386 147.5430
294 527 40971.9511
295 968 8608.8098
296 1047 31817.7744
297 538 5455.6107
<precedence relations>
1,2
2,3
3,4
4,5
4,22
4,26
4,27
4,40
4,48
4,56
4,83
4,86
4,94
4,105
4,109
4,111
4,134
4,221
4,247
4,259
5,6
6,7
6,8
6,9
6,10
7,11
7,12
7,13
7,14
7,15
7,20
8,11
8,12
8,13
8,14
8,15
8,20
9,11
9,12
9,13
9,14
9,15
9,20
10,11
10,12
10,13
10,14
10,15
10,20
11,16
12,17
13,18
14,19
15,21
16,23
17,23
18,23
19,23
20,23
21,23
22,24
22,25
23,28
24,29
25,29
26,30
27,31
28,32
28,37
29,33
29,44
29,121
30,34
30,297
31,34
31,82
31,172
31,179
32,36
33,38
34,35
35,42
36,39
37,39
38,41
39,43
40,44
40,84
40,97
41,45
42,46
43,47
44,49
45,50
46,51
46,138
47,52
48,52
49,53
50,54
51,55
51,81
52,57
53,58
54,58
54,296
55,59
56,60
56,61
57,62
57,63
57,71
57,76
58,64
59,64
59,99
59,100
60,68
61,65
62,66
63,67
64,72
65,69
66,69
67,70
68,73
69,74
70,75
71,77
72,78
73,84
73,97
74,84
74,97
75,84
75,97
76,84
76,97
77,84
77,97
78,79
78,80
78,125
78,192
79,85
80,85
81,87
82,88
82,89
83,90
84,91
85,92
86,93
87,99
87,100
88,99
88,100
89,99
89,100
90,95
91,96
92,98
93,98
94,101
95,101
96,101
97,101
98,102
99,103
100,104
101,106
102,107
103,108
104,108
105,110
106,112
107,113
108,114
108,115
108,292
109,119
109,120
110,119
110,120
110,162
111,116
112,117
113,118
114,119
115,120
116,122
117,123
117,124
117,257
118,126
119,127
120,127
120,150
121,128
122,129
123,130
123,145
123,146
123,147
123,148
123,149
124,130
125,130
126,130
127,130
127,157
128,130
129,130
129,141
130,131
130,144
131,132
131,133
132,135
133,135
133,170
134,136
135,137
136,139
137,140
138,140
138,191
139,142
139,253
140,143
140,200
141,151
142,152
143,153
143,169
144,154
145,155
146,156
147,158
148,159
149,160
150,161
151,163
152,164
153,165
154,166
155,166
156,166
157,166
158,166
159,166
160,166
161,166
162,167
163,166
164,167
165,168
165,176
166,170
167,171
168,173
169,174
