<number of tasks>
1000
<cycle time>
1000
<order strength>
0.198
<z_alpha>
1.960
<task times>
1 703 2498.9355
2 628 6168.5106
3 525 4961.8434
4 658 6940.8598
5 276 2426.9572
6 539 165.3069
7 758 4059.9572
8 641 18739.6800
9 600 14860.4299
10 268 4114.1045
11 318 2392.8991
12 466 7244.2578
13 553 2172.7469
14 436 6131.5742
15 500 2990.9940
16 319 483.5109
17 646 1161.5631
18 280 3312.8707
19 535 9670.0651
20 591 19821.2608
21 532 10883.6389
22 560 6871.9992
23 460 2523.8737
24 565 12827.6852
25 833 4229.9556
26 703 17521.7801
27 541 1929.7542
28 539 5051.7820
29 505 7096.3265
30 782 10371.8393
31 401 1874.2820
32 475 3158.7900
33 370 654.9149
34 445 5073.2714
35 316 3249.9699
36 518 354.1277
37 624 16197.6645
38 628 18704.0770
39 576 1449.6933
40 369 1112.5433
41 552 11666.5695
42 445 11490.4439
43 530 14673.0725
44 522 15537.9557
45 388 5530.3027
46 315 1981.1587
47 630 18253.6091
48 527 10058.2703
49 647 12368.4278
50 424 10786.2011
51 383 5021.8301
52 656 783.6708
53 458 4075.9566
54 613 19128.3393
55 492 3061.8380
56 317 4188.4575
57 611 7227.9710
58 332 5196.8868
59 436 10074.2728
60 332 3597.1554
61 550 1920.7919
62 325 4049.3129
63 445 668.7726
64 653 12880.0863
65 565 1641.6426
66 557 10376.7165
67 483 6971.6167
68 589 12003.8377
69 374 1634.4605
70 531 5253.2431
71 500 9936.7520
72 514 2076.9505
73 546 15250.5097
74 376 5445.9078
75 527 6903.8052
76 488 2979.9944
77 551 3677.7331
78 441 4088.0842
79 364 2586.5607
80 375 135.5358
81 330 2510.1077
82 510 9805.4087
83 915 1488.2774
84 476 10347.6596
85 633 10418.0000
86 342 485.3028
87 357 7435.1245
88 539 11502.8355
89 251 2628.9301
90 531 6102.8773
91 484 6129.8666
92 462 12072.2157
93 527 15997.1529
94 646 23101.5964
95 497 2000.4429
96 502 10929.6035
97 327 2552.8825
98 293 4840.5212
99 336 3285.0297
100 673 14046.3136
101 324 4083.6342
102 401 7719.0011
103 465 13152.4405
104 565 4218.0657
105 488 702.6913
106 280 3183.0303
107 359 2383.7836
108 436 8428.7709
109 384 7636.0941
110 690 5716.1473
111 534 5858.6616
112 484 6342.9914
113 841 5963.0477
114 175 563.7464
115 369 1616.0087
116 604 13074.5198
117 689 959.2506
118 387 6057.3916
119 283 101.0005
120 524 8457.7392
121 455 10553.9249
122 611 3835.6185
123 474 5066.6706
124 258 3099.4544
125 543 12445.5207
126 553 18505.4733
127 552 15263.8052
128 188 2205.4937
129 585 5095.9490
130 355 6469.8710
131 292 1215.7529
132 541 15666.6612
133 694 1478.5057
134 571 4095.6022
135 387 788.5869
136 451 11365.8105
137 465 4972.5046
138 750 5515.8554
139 460 3823.6197
140 382 8246.9851
141 318 1993.8796
142 685 20091.2642
143 494 2437.7714
144 560 12951.1059
145 323 5094.4872
146 691 17913.3084
147 466 2657.9435
148 605 18167.3160
149 456 6181.5004
150 748 6217.0060
151 556 9815.1734
152 776 8162.8476
153 659 15974.5243
154 630 708.2057
155 410 8277.4414
156 617 12152.2390
157 376 3012.7108
158 455 12554.1678
159 579 17271.9018
160 563 14177.3094
161 457 7925.1615
162 469 11600.7621
163 605 13220.6194
164 773 13015.3552
165 529 7508.9671
166 373 3412.9804
167 509 242.1923
168 572 19768.9673
169 588 20488.7131
170 454 3040.1605
171 484 2596.6185
172 548 5647.8805
173 468 12801.9305
174 458 7212.6664
175 666 24838.8088
176 323 4596.9501
177 333 153.1433
178 438 7686.9640
179 544 10943.5554
180 539 10246.8775
181 410 5598.5915
182 510 4363.5516
183 563 10722.2778
184 419 4428.2909
185 680 24119.7183
186 581 17541.4805
187 455 5321.7348
188 505 1435.0096
189 500 9287.5968
190 696 11303.1275
191 431 1339.1682
192 727 15986.4626
193 721 1431.0075
194 462 6074.7801
195 657 22507.1449
196 568 11556.0089
197 316 2972.7505
198 554 18304.8293
199 581 1032.2744
200 487 6268.2720
201 633 19612.0202
202 522 13998.2419
203 587 17577.5953
204 439 3240.4552
205 697 18635.2713
206 428 8594.7796
207 393 6621.1110
208 505 2066.0721
209 502 1949.4588
210 467 4096.5305
211 575 1586.0262
212 438 2957.8700
213 488 7279.4803
214 570 6044.8123
215 853 4910.1211
216 576 9441.5423
217 436 1075.7793
218 528 10485.8170
219 504 9055.9882
220 712 3054.3719
221 416 5650.6741
222 246 3195.2393
223 387 9110.6778
224 576 3526.4055
225 720 893.0740
226 594 6385.8311
227 401 8444.4782
228 583 11164.8329
229 369 3164.1391
230 308 3344.8815
231 621 4376.2685
232 492 21.0373
233 491 4196.1845
234 575 13055.5226
235 505 8464.6204
236 622 15050.0920
237 665 26300.9468
238 590 19000.8610
239 638 3410.4042
240 467 12139.0439
241 326 5084.8277
242 575 10242.7664
243 652 14043.2805
244 655 570.8553
245 482 5027.4788
246 461 9472.2097
247 558 12366.5025
248 418 3611.2720
249 519 6381.8344
250 570 19872.9826
251 469 9188.7903
252 596 2287.1535
253 425 5373.2209
254 560 18031.4371
255 556 16938.6178
256 295 2934.5778
257 365 106.3502
258 721 18261.1379
259 673 1100.7150
260 574 14835.5107
261 282 553.1567
262 585 15163.7924
263 487 10607.1201
264 499 6807.2609
265 466 12178.5834
266 462 3893.2070
267 351 6837.1009
268 452 2373.5046
269 546 5974.2448
270 526 14771.5793
271 385 4950.2490
272 534 8517.5628
273 587 10993.4959
274 474 11983.6364
275 479 11754.1843
276 640 9085.7301
277 467 9371.6909
278 610 3341.1596
279 537 10004.2053
280 669 7491.1143
281 425 8270.1415
282 553 652.2127
283 397 1560.6718
284 504 2462.6599
285 547 10055.9946
286 631 10523.0713
287 591 6385.6171
288 504 7196.5942
289 645 7449.8660
290 271 4315.4841
291 582 1854.8110
292 384 345.9220
293 503 1961.2952
294 537 15384.1081
295 375 3611.4882
296 431 10353.2411
297 425 8747.8163
298 703 4925.3468
299 575 5323.5544
300 368 2844.9900
301 510 7950.5275
302 439 4851.5341
303 591 21018.3894
304 778 3873.8074
305 653 24103.6201
306 353 6190.9050
307 401 8075.1416
308 493 8795.3734
309 633 64.8061
310 417 1694.1538
311 322 1989.3127
312 531 16650.8619
313 501 5272.5475
314 106 259.5042
315 429 11001.3024
316 331 629.6134
317 527 8365.0099
318 438 9713.4128
319 764 5633.9734
320 431 1075.1851
321 519 10367.5147
322 537 5245.2831
323 466 2130.4203
324 491 11711.0459
325 502 1869.9663
326 376 5484.0953
327 546 12202.8804
328 403 6501.2986
329 583 17817.2041
330 299 1840.0503
331 279 4419.8871
332 243 3221.7564
333 486 12164.6293
334 396 3421.9081
335 374 3938.0097
336 595 2241.5202
337 743 15078.3153
338 666 27545.7236
339 386 2793.4878
340 620 15427.6731
341 452 7607.3985
342 260 2205.3028
343 555 7217.6085
344 472 7589.8440
345 443 2655.0005
346 359 7105.1808
347 564 5542.6395
348 578 1742.1520
349 515 11163.9617
350 369 1267.3294
351 533 10509.4826
352 520 4452.3275
353 512 3013.8605
354 316 4416.2567
355 700 21506.9403
356 457 1113.5607
357 521 3576.1457
358 452 6896.5229
359 643 13553.8448
360 320 661.8958
361 544 15807.8168
362 628 6074.4329
363 551 2004.1639
364 460 11875.9826
365 576 17046.7432
366 384 7410.3333
367 421 3492.0823
368 519 14186.8162
369 332 6808.6904
370 298 4068.3068
371 635 9868.0549
372 520 13719.6188
373 576 20529.5781
374 414 8885.9954
375 554 3460.7338
376 388 5878.6685
377 573 8626.1316
378 451 8429.5719
379 649 22917.2413
