<number of tasks>
1000
<cycle time>
1000
<order strength>
0.195
<z_alpha>
1.645
<task times>
1 515 34747.4954
2 430 23198.5724
3 583 38742.4577
4 515 29103.8565
5 744 6398.3099
6 601 10231.7937
7 509 14961.3788
8 556 26384.1155
9 425 28369.0390
10 548 32681.8346
11 527 10500.2463
12 506 40179.9551
13 94 2155.4614
14 514 25175.8757
15 285 9368.0198
16 586 9511.1694
17 652 25107.8767
18 424 43252.7298
19 447 44785.3259
20 524 2786.9761
21 377 26104.2893
22 458 24460.0182
23 656 3998.9081
24 446 23411.0972
25 625 7302.0311
26 383 35850.5733
27 432 16969.9179
28 697 618.1906
29 552 49504.9452
30 532 10271.7189
31 652 2560.0778
32 464 50853.9665
33 408 38808.7780
34 315 16562.7996
35 574 33546.3145
36 514 58107.7399
37 721 669.3449
38 442 44269.2239
39 407 23239.6291
40 555 9058.6617
41 462 50067.5822
42 539 23249.2942
43 711 8464.7133
44 299 14369.8524
45 645 28210.9245
46 489 46806.2909
47 607 6413.0775
48 440 3446.0481
49 540 25976.4860
50 496 55425.6907
51 218 5090.4473
52 491 13832.4464
53 508 46018.2993
54 512 31450.9167
55 459 28790.4955
56 556 11172.7343
57 500 49475.6697
58 607 6116.7247
59 591 32748.2433
60 650 31662.4487
61 524 1983.8862
62 367 2014.4529
63 627 20011.4320
64 694 11245.4583
65 482 37554.3845
66 452 39506.6245
67 420 25969.2540
68 583 34195.5598
69 438 30375.0512
70 613 19242.8930
71 596 36226.3856
72 528 41686.9860
73 466 33623.8751
74 411 39281.4418
75 302 3482.1353
76 513 53145.5515
77 696 15066.9231
78 488 45400.0678
79 794 3039.8923
80 632 30848.9881
81 510 36417.3001
82 424 9177.4223
83 326 1928.7774
84 378 470.7331
85 327 10706.3123
86 504 32470.8057
87 568 12359.2210
88 500 6254.4321
89 211 4112.3294
90 466 35333.4122
91 371 5358.4966
92 455 10084.2693
93 590 24960.3339
94 431 4595.3173
95 405 3192.0064
96 299 2250.9563
97 299 6125.4751
98 588 22027.4414
99 597 29809.8726
100 581 6079.6369
101 440 20732.2211
102 503 35993.7551
103 224 9761.2360
104 548 20356.8965
105 556 36865.6063
106 465 12492.0101
107 610 38298.8360
108 557 24226.5624
109 575 6487.1010
110 719 4881.0688
111 449 35101.9259
112 406 39326.7925
113 665 10992.0023
114 631 15897.5093
115 513 24443.9884
116 535 29857.8277
117 605 22535.1438
118 527 1543.4730
119 489 23977.3351
120 550 16416.1948
121 523 43634.3509
122 312 19245.0593
123 250 10112.7624
124 427 40583.7854
125 471 45167.4365
126 557 35092.3143
127 351 24325.0618
128 454 23991.9420
129 465 23628.4212
130 402 21373.6712
131 565 47938.0443
132 656 4359.8772
133 368 28181.4476
134 388 22825.8174
135 503 42714.7862
136 369 11912.3738
137 519 38015.6738
138 421 14564.5238
139 377 31586.0667
140 576 41318.3883
141 546 31413.7886
142 609 14174.6804
143 636 4186.1798
144 530 19020.1047
145 772 208.7532
146 564 25150.4966
147 639 13337.8450
148 662 16333.7832
149 477 54286.6963
150 595 23323.6467
151 313 13966.7002
152 592 14492.8647
153 676 8228.7727
154 552 20044.2651
155 594 26264.3280
156 706 11413.7714
157 582 19639.4586
158 536 33256.3975
159 494 46030.9849
160 615 2576.9254
161 427 43902.2699
162 682 2415.3244
163 630 3490.7247
164 705 9740.0318
165 533 1396.4604
166 404 7397.7355
167 537 23219.9582
168 697 2628.4926
169 479 3175.8987
170 569 16332.2945
171 254 1929.3264
172 193 5158.1318
173 339 22531.9827
174 413 30520.2986
175 661 8280.8472
176 395 29432.5513
177 641 2086.1300
178 479 38981.9427
179 389 8799.6581
180 334 2342.5834
181 483 18631.0897
182 523 11971.9647
183 351 20689.4905
184 451 48694.0844
185 374 31035.6912
186 307 4166.1694
187 271 5809.6221
188 639 21377.0366
189 683 18374.7839
190 482 44398.3339
191 383 29723.6230
192 502 35415.9446
193 422 7158.4593
194 517 6328.2885
195 222 7889.9099
196 482 33833.9939
197 532 28208.9983
198 595 12131.5951
199 406 29882.6994
200 569 33405.4240
201 342 27451.9602
202 490 9685.8979
203 518 55455.3679
204 447 36363.9392
205 341 11979.0339
206 412 26097.9209
207 375 32990.1362
208 482 3515.3500
209 411 25699.3040
210 610 15104.4964
211 400 30563.9339
212 368 12784.2453
213 353 1496.8542
214 394 23329.8941
215 479 47220.8775
216 301 3242.4013
217 789 5319.1863
218 520 2150.4075
219 542 48266.3530
220 592 18672.2502
221 423 17522.5107
222 615 15112.8981
223 461 14462.4613
224 268 4723.6256
225 158 1843.2176
226 625 28946.0832
227 602 9397.8032
228 541 30133.2016
229 379 2862.2977
230 595 8647.8333
231 293 12649.7660
232 391 32963.2553
233 494 55497.2968
234 507 43842.7126
235 460 25139.9860
236 605 26091.5572
237 492 28376.2498
238 536 37838.7202
239 518 2644.5630
240 274 16780.5524
241 396 3601.8156
242 589 13038.1209
243 520 17728.9654
244 298 7585.1015
245 269 17157.0856
246 667 8276.4489
247 445 36891.5985
248 653 27281.2932
249 409 2963.3092
250 575 12755.3468
251 540 36121.3936
252 220 10052.9921
253 481 10872.9950
254 262 4522.3121
255 354 7315.4774
256 509 51041.6541
257 387 6158.0074
258 754 8986.9617
259 530 715.8514
260 529 9418.5014
261 409 33986.7516
262 430 43.0124
263 513 17011.2646
264 368 1906.2102
265 513 29387.5487
266 544 22826.0572
267 461 15598.1262
268 544 8800.6983
269 617 36640.7433
270 420 29077.2382
271 541 32399.7289
272 505 17175.4503
273 422 22955.6367
274 356 11024.3481
275 595 15683.4410
276 674 1183.7018
277 670 25630.3122
278 256 2999.3396
279 410 1894.9787
280 269 12967.7748
281 509 57117.2948
282 451 43301.8517
283 271 3896.8613
284 273 17290.9049
285 336 19576.7344
286 245 8143.9366
287 567 43335.1452
288 658 20172.2395
289 721 17590.1552
290 599 10270.7476
291 327 25195.4134
292 299 12537.4759
293 518 28028.8633
294 527 21063.6079
295 535 30049.1427
296 463 5562.9998
297 607 13093.8155
298 817 2889.9761
299 537 9258.0341
300 532 51121.9696
301 464 8201.8376
302 674 26078.3041
303 614 35748.1957
304 483 14751.9203
305 602 5254.6399
306 317 18475.3213
307 726 16703.2546
308 537 20515.2949
309 481 35123.3270
310 411 40512.0839
311 655 3455.6311
312 477 23256.3918
313 319 20805.8160
314 336 15947.5287
315 308 3940.6995
316 616 7615.4502
317 507 52261.6676
318 389 18994.6856
319 572 6482.0624
320 570 20812.9939
321 545 39337.4431
322 492 1025.4109
323 566 20351.0096
324 568 3331.2431
325 466 14112.5249
326 560 45496.9907
327 544 51319.3379
328 547 17165.4120
329 458 10268.1826
330 453 5602.7020
331 716 14074.6091
332 441 17765.7220
333 632 29316.5124
334 548 46904.6644
335 360 11911.1337
336 419 7723.3300
337 425 21980.3768
338 440 16240.9640
339 633 27980.6131
340 389 30393.4219
341 589 23982.8443
342 497 28579.3934
343 459 7252.1725
344 457 44264.9830
345 118 1145.3666
346 638 19916.3702
347 410 26155.2422
348 292 15323.7802
349 564 24949.5991
350 667 17339.3018
351 603 3508.2645
352 422 24045.4016
353 688 2180.4626
354 358 17816.9325
355 532 14458.8555
356 703 10443.8154
357 662 27686.4098
358 736 15961.5360
359 534 39542.1078
360 334 26.0181
361 565 47692.1258
362 602 33131.2015
363 629 4969.8759
364 459 1150.4311
365 423 32976.3947
366 407 782.2549
367 375 5959.3144
368 561 14541.2779
369 729 13572.8435
370 406 29726.3019
371 695 4206.9946
372 399 23503.4772
373 464 42533.7769
374 375 19985.3090
375 488 5920.4214
376 619 18905.2633
377 512 16725.9504
