<number of tasks>
1000
<cycle time>
1000
<order strength>
0.196
<z_alpha>
1.645
<task times>
1 158 4307.0061
2 223 11431.3076
3 124 3163.9890
4 109 2719.1710
5 92 594.4943
6 104 2562.1080
7 381 6392.8739
8 131 4216.4708
9 155 1021.4108
10 82 1470.5828
11 39 96.7654
12 201 819.2294
13 212 2151.3229
14 257 9773.3618
15 114 1953.6011
16 341 26274.9212
17 224 2095.7582
18 90 1891.3427
19 27 58.9119
20 183 1453.5376
21 281 18309.1131
22 181 7777.1775
23 241 5425.8688
24 65 693.9680
25 74 236.9336
26 135 4104.6709
27 81 1133.5244
28 131 2888.4259
29 74 33.2808
30 20 28.0708
31 124 1682.1722
32 179 212.7441
33 112 2225.6174
34 107 1958.4769
35 206 6462.2291
36 86 948.6237
37 27 127.8950
38 211 3935.5505
39 214 4465.5878
40 78 788.2027
41 166 3910.0257
42 85 579.0574
43 311 11273.6173
44 26 23.7468
45 209 2449.3791
46 63 634.0518
47 180 4572.3420
48 81 679.8093
49 62 238.1451
50 103 1092.0115
51 24 4.3496
52 142 1848.6123
53 156 896.2315
54 81 640.1898
55 81 57.4198
56 281 6206.1742
57 95 963.7876
58 82 593.4593
59 104 468.5963
60 34 110.7406
61 137 3350.3467
62 317 4959.0532
63 136 2232.6586
64 44 162.1595
65 161 1336.7518
66 82 1680.5656
67 175 3699.5516
68 167 1765.2576
69 88 1729.6649
70 114 367.7640
71 76 1396.6601
72 130 3553.6965
73 137 4340.2704
74 245 5508.6415
75 64 953.9720
76 82 1534.3655
77 154 42.5897
78 154 1104.4005
79 137 607.7625
80 105 2015.2410
81 172 5304.6229
82 74 288.7052
83 91 776.9198
84 89 29.0220
85 134 1725.1465
86 153 5097.4311
87 47 509.2605
88 83 1221.3995
89 34 54.9717
90 335 8320.6540
91 302 4685.9586
92 75 668.1483
93 65 298.4043
94 104 736.3507
95 275 16597.8936
96 110 2658.2677
97 177 5708.8305
98 158 600.3556
99 253 14705.3604
100 203 2223.2126
101 381 6418.8829
102 42 280.0539
103 211 7871.9138
104 91 551.9561
105 93 25.9785
106 102 1285.6287
107 141 4032.3999
108 249 11576.6169
109 322 21613.1010
110 28 53.9698
111 69 155.2265
112 317 11562.1616
113 88 521.4110
114 75 1074.3613
115 126 1455.2325
116 109 2743.3238
117 298 6317.4249
118 137 3337.2831
119 115 2194.7563
120 109 1591.0040
121 252 6961.8236
122 70 738.1226
123 67 839.8371
124 57 218.2124
125 99 2026.0420
126 63 153.7645
127 58 714.1344
128 70 310.2630
129 294 7573.6739
130 254 16064.8225
131 177 2437.8191
132 212 8747.7718
133 182 3020.8520
134 158 2925.8804
135 301 5966.4143
136 268 13051.9872
137 29 79.8072
138 92 142.1684
139 170 7115.0900
140 21 88.2347
141 238 8756.9839
142 160 1671.6714
143 140 3000.4969
144 120 1821.6263
145 35 106.0972
146 108 568.6330
147 37 93.1712
148 239 10162.1859
149 318 5636.8182
150 257 11247.5474
151 360 9197.2010
152 158 165.7402
153 28 105.1693
154 211 6544.0352
155 213 7269.5842
156 133 3734.5004
157 85 1173.3059
158 28 76.9798
159 59 189.0368
160 92 1934.4160
161 268 9852.7041
162 172 3089.4939
163 276 12128.2407
164 85 609.5560
165 200 8289.5164
166 77 38.1485
167 233 5859.7931
168 88 1226.5688
169 70 698.4725
170 56 172.1601
171 80 462.0577
172 29 90.8815
173 63 641.2820
174 121 3127.7077
175 59 65.0700
176 178 7014.0147
177 140 4175.8397
178 84 455.3366
179 39 226.1760
180 74 1236.2342
181 191 162.0555
182 347 12683.2110
183 40 222.2775
184 67 243.8946
185 299 18549.5978
186 129 183.7515
187 42 51.1128
188 252 8166.9720
189 131 2667.8754
190 113 2945.7323
191 84 537.2091
192 186 6626.2312
193 274 15876.0419
194 110 1220.9190
195 116 2251.6568
196 168 4896.2414
197 31 93.6114
198 98 587.3270
199 235 4367.6424
200 31 31.6813
201 86 430.1891
202 271 2790.6734
203 125 2269.3586
204 24 12.3963
205 92 872.3469
206 75 268.8736
207 347 7034.3170
208 265 5685.7145
209 166 218.3537
210 353 9690.7175
211 137 4227.5949
212 261 13124.0208
213 66 1.3749
214 30 84.4054
215 227 5963.4819
216 192 7907.4172
217 34 47.1987
218 94 1601.7422
219 120 2380.9915
220 115 1171.2193
221 155 4867.4165
222 229 8657.1937
223 97 2159.8314
224 264 10785.6598
225 218 2891.3020
226 392 36157.8091
227 29 140.6459
228 234 5128.5941
229 199 9788.1611
230 197 8303.7431
231 138 2021.9910
232 92 122.7666
233 53 267.4218
234 144 2972.2099
235 274 7613.8125
236 94 911.6196
237 73 90.2212
238 295 20880.7021
239 158 803.2654
240 87 1279.6182
241 84 883.2090
242 131 688.7249
243 217 9445.5657
244 300 7352.5672
245 52 194.7343
246 124 2359.2806
247 199 5859.1040
248 221 11956.8638
249 213 7861.9666
250 82 184.5831
251 82 824.2008
252 277 10878.5129
253 171 3220.3997
254 194 4783.6601
255 207 6130.5369
256 156 4026.9838
257 28 111.2866
258 93 1753.4596
259 286 9533.4156
260 76 579.8512
261 185 7531.0862
262 30 66.5670
263 33 251.1181
264 181 4100.0998
265 198 5088.9183
266 71 604.2711
267 55 8.3847
268 126 443.5188
269 93 73.3221
270 93 106.4560
271 144 2.5014
272 146 4933.2151
273 137 3113.2179
274 341 7804.2022
275 253 9793.0854
276 172 6235.4186
277 28 194.3059
278 242 158.3981
279 62 534.3412
280 89 651.0792
281 158 2961.3740
282 121 1914.5240
283 78 1006.0120
284 162 4212.5487
285 219 1768.0979
286 237 2776.7762
287 121 2890.0499
288 163 246.4643
289 187 2661.9864
290 37 311.9820
291 302 21537.3948
292 214 2180.3252
293 66 13.0894
294 25 84.3117
295 273 15031.7037
296 140 994.0612
297 111 932.6452
298 159 1656.1715
299 240 1979.6446
300 45 147.4882
301 134 2704.5426
302 125 3838.6287
303 39 322.1795
304 53 599.2037
305 198 9789.2305
306 307 387.1575
307 267 9303.7323
308 29 57.1109
309 74 301.5578
310 266 7064.5055
311 44 244.2185
312 26 144.6854
313 31 143.0117
314 206 8560.2774
315 186 1641.7715
316 171 3298.6334
317 177 7148.9837
318 218 11027.3488
319 93 1445.2673
320 51 376.3973
321 276 1219.2058
322 306 18636.9076
323 65 665.7603
324 29 54.3511
325 130 844.5685
326 72 1268.4255
327 332 8456.3848
328 147 1548.7294
329 210 9795.9748
330 61 97.0828
331 187 5490.0807
332 59 365.4606
333 104 2575.3188
334 148 3974.9529
335 70 785.6267
336 143 4916.8031
337 150 1122.0465
338 61 489.1815
339 32 140.6072
340 275 5834.0885
341 63 911.2471
342 161 553.8029
343 47 454.6343
344 134 2212.2397
345 117 3339.2231
346 291 19953.4428
347 25 50.6016
348 189 8832.9236
349 206 2896.4066
350 87 239.1725
351 76 671.7114
352 205 9469.1507
353 91 1079.2714
354 225 527.8659
355 156 1736.9581
356 81 569.0297
357 126 1636.3477
358 130 3179.7542
359 164 646.1692
360 184 8153.4499
361 106 1272.1178
362 77 763.2581
363 213 5632.5022
364 156 1814.1730
365 157 27.9524
366 23 67.1220
367 241 335.1829
368 172 4226.4296
369 198 6597.8174
370 88 136.7502
371 184 3357.7919
372 174 94.0811
373 172 3621.4563
374 301 15804.7207
375 120 22.5294
376 207 3417.2790
377 201 6117.5227
378 176 770.8652
379 187 7635.4567
380 92 1670.6641
381 177 4333.5500
382 22 24.7671
383 117 1153.5238
384 81 1260.5079
385 173 1421.6908
386 29 83.7481
387 28 187.5820
388 125 522.9120
389 40 363.7007
390 156 2415.6597
391 460 22471.4091
392 87 406.8286
