<number of tasks>
148
<cycle time>
470
<order strength>
0.000
<z_alpha>
1.960
<task times>
1 16 2.8435
2 30 26.4403
3 7 2.9441
4 47 86.6682
5 29 27.1606
6 8 2.8551
7 39 25.7816
8 37 37.2391
9 32 14.8787
10 29 25.8217
11 17 5.4207
12 11 5.7545
13 32 58.5608
14 15 12.8824
15 53 32.9470
16 53 23.5443
17 8 0.8253
18 24 10.8583
19 24 30.4970
20 8 0.1803
21 7 2.0911
22 8 0.6321
23 14 8.7197
24 13 5.8290
25 10 1.2582
26 25 27.0179
27 11 4.0081
28 25 38.5238
29 11 3.7465
30 29 12.2612
31 25 18.7037
32 10 0.8517
33 14 6.8593
34 41 40.2288
35 42 95.5941
36 47 44.1962
37 7 0.2080
38 80 97.0468
39 7 1.7602
40 41 32.5626
41 47 101.5783
42 16 7.7300
43 32 24.2833
44 66 199.8830
45 80 296.7055
46 7 2.7604
47 41 9.4849
48 13 7.3490
49 47 120.8922
50 33 54.3481
51 34 8.1854
52 11 0.2552
53 118 497.2990
54 25 27.6231
55 7 1.0799
56 28 21.4589
57 12 4.4645
58 52 4.5995
59 14 1.7315
60 3 0.1791
61 3 0.0435
62 8 2.2508
63 16 3.1086
64 33 18.6610
65 8 3.6660
66 18 17.7679
67 10 5.1910
68 14 6.6848
69 28 6.2431
70 11 7.0118
71 118 41.2993
72 25 14.9032
73 40 99.4391
74 40 31.7875
75 101 77.7386
76 5 0.4463
77 28 14.2817
78 8 0.8243
79 281 3187.8596
80 7 2.5004
81 26 7.3353
82 10 2.9691
83 21 1.0991
84 26 18.3742
85 20 20.6604
86 21 20.9417
87 47 13.1176
88 23 0.3163
89 13 8.8550
90 19 0.5201
91 115 45.8220
92 35 21.6154
93 26 24.7035
94 46 90.7386
95 20 19.4757
96 31 35.1280
97 19 11.1483
98 34 56.8375
99 51 59.5595
100 39 89.6872
101 30 24.2052
102 26 26.1831
103 13 2.6225
104 45 40.6877
105 58 68.1105
106 28 0.1996
107 8 1.1292
108 383 1964.4453
109 40 19.8590
110 34 39.6206
111 23 32.4798
112 162 366.7417
113 11 0.7430
114 19 11.9034
115 14 3.4568
116 31 37.2632
117 32 48.6261
118 26 11.1733
119 55 114.6725
120 31 35.8880
121 32 36.1205
122 26 1.9308
123 19 3.8773
124 14 0.4553
125 19 12.7828
126 48 13.8822
127 55 56.7203
128 8 2.0966
129 11 3.1078
130 27 13.8146
131 18 15.5985
132 36 36.9720
133 23 22.8924
134 20 0.6633
135 46 122.6562
136 64 105.7686
137 22 18.3731
138 15 10.7927
139 34 63.0196
140 22 16.7742
141 151 1049.0155
142 148 678.8378
143 64 50.7490
144 170 1034.1588
145 137 916.7508
146 64 161.8898
147 78 89.2450
148 78 53.8317
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
