<number of tasks>
1000
<cycle time>
1000
<order strength>
0.195
<z_alpha>
1.960
<task times>
1 396 36515.2937
2 645 9115.0242
3 478 9684.4050
4 603 11008.2979
5 518 17463.9090
6 518 51665.9331
7 666 16684.8577
8 466 14928.6885
9 410 11782.7759
10 544 18951.5485
11 455 24501.8319
12 738 1846.5047
13 362 3207.5738
14 404 28755.0283
15 687 6895.8001
16 623 23945.5635
17 486 17371.5045
18 495 2845.6924
19 506 11334.1955
20 444 44813.3478
21 617 34724.0747
22 727 9541.2765
23 513 35577.9958
24 539 52208.2577
25 528 34679.6152
26 445 35311.1646
27 442 40854.9731
28 546 14057.6853
29 378 34812.8843
30 441 26480.2027
31 596 18523.1659
32 318 18418.5895
33 633 14259.1827
34 431 29211.0989
35 507 56562.7303
36 592 34588.9368
37 630 22583.4636
38 487 39299.5077
39 467 38521.8875
40 583 14037.9938
41 459 16908.1711
42 611 14584.7388
43 507 44718.3457
44 671 6343.4241
45 696 17679.2396
46 456 9604.3261
47 404 23453.2823
48 532 26642.7241
49 743 6950.7885
50 800 2917.6158
51 526 12295.2664
52 656 24421.6305
53 396 15367.8047
54 216 6925.6549
55 577 45700.2634
56 326 21124.5482
57 580 44440.2125
58 554 30797.9350
59 636 12918.4743
60 499 60532.4403
61 511 45848.7709
62 473 15482.8163
63 617 14921.9062
64 552 38526.3602
65 480 4722.2936
66 520 45808.9574
67 631 16551.9735
68 330 23648.0119
69 479 27065.0733
70 656 2255.8726
71 450 48950.2636
72 459 7638.0457
73 534 50925.1928
74 377 32899.3446
75 458 45972.5295
76 445 31129.4468
77 502 41568.5153
78 446 46225.2011
79 597 7994.7068
80 490 19205.0905
81 285 5666.3035
82 486 2089.2305
83 564 14431.7655
84 547 16110.3136
85 504 33701.5294
86 465 37240.3020
87 539 39477.1970
88 402 38711.5054
89 576 28854.7416
90 454 43620.4911
91 425 27525.3086
92 616 30031.3838
93 579 21128.5595
94 608 3690.0664
95 620 16415.0299
96 432 45149.9025
97 421 23429.9404
98 331 21426.7126
99 448 2521.3552
100 435 6976.4008
101 403 31391.7130
102 742 9339.1597
103 404 25401.1705
104 521 27236.0188
105 478 44272.0625
106 281 18346.6591
107 350 26422.8819
108 461 16123.2061
109 571 9896.9652
110 678 5852.6107
111 455 32174.6514
112 436 5316.8259
113 687 25328.8538
114 605 14600.0357
115 633 34606.2121
116 554 13591.8434
117 644 14869.1402
118 500 22775.5444
119 348 3629.6296
120 631 29467.6788
121 305 3959.3802
122 639 18188.8832
123 439 2381.2872
124 491 36151.2248
125 425 3576.0540
126 686 18152.0018
127 328 24870.0686
128 544 52420.8996
129 627 12970.0885
130 535 1655.4236
131 446 21282.3166
132 614 4875.4829
133 497 10203.9943
134 696 23152.3702
135 426 19298.0482
136 754 2370.5245
137 542 32738.7950
138 483 54784.5703
139 655 18442.5080
140 472 52138.0757
141 730 7837.1119
142 521 1486.6791
143 264 11195.8337
144 546 38962.5701
145 505 25053.2708
146 472 38232.4219
147 551 36842.6991
148 573 23723.5251
149 590 17043.7512
150 625 20073.1761
151 613 21797.9031
152 377 12091.2054
153 498 44295.2299
154 430 17017.7562
155 536 45297.0930
156 564 48741.5966
157 459 36211.1222
158 278 2807.3299
159 509 51302.4454
160 417 28739.6648
161 570 39294.0597
162 435 14663.4978
163 406 14973.2937
164 393 14296.1756
165 579 19309.7218
166 317 3830.6115
167 578 28441.5716
168 407 22890.9527
169 601 20085.7793
170 671 10290.1860
171 461 19892.8367
172 588 21024.4283
173 561 49887.4937
174 528 9615.8230
175 532 26511.4266
176 686 15751.5027
177 681 24778.3486
178 532 16875.3355
179 554 3563.0454
180 408 36110.4907
181 540 21874.1042
182 525 34862.6404
183 524 24005.0723
184 657 22535.8589
185 510 42451.1987
186 500 15346.5165
187 481 57417.2122
188 351 19546.1834
189 520 36607.8828
190 315 7520.2170
191 501 48849.7064
192 476 53961.3727
193 416 25384.0263
194 294 15932.1831
195 659 14990.6382
196 585 39095.0353
197 339 15081.7460
198 388 13608.9312
199 456 19114.2203
200 637 4724.8363
201 400 13142.7077
202 275 11101.3683
203 558 12776.8467
204 490 37479.5000
205 558 42282.3784
206 495 3306.4056
207 311 14127.1288
208 655 27821.9469
209 480 40072.9172
210 403 38773.7715
211 458 50340.5761
212 490 22653.2193
213 371 23356.3008
214 498 14588.1676
215 207 9626.7129
216 596 220.3685
217 431 35122.4761
218 533 21039.5811
219 726 11594.6566
220 572 7483.4261
221 483 9801.2497
222 548 10016.8161
223 332 10800.0240
224 585 14618.6881
225 584 2925.3253
226 498 55899.0827
227 306 12941.6428
228 401 11542.2118
229 590 24622.0674
230 603 240.6863
231 605 12308.7108
232 641 3004.4179
233 670 10633.9551
234 371 8820.0455
235 768 5701.6333
236 386 5051.3270
237 657 8355.5180
238 551 3051.0093
239 596 33844.4164
240 580 1491.8623
241 588 36772.4207
242 398 13970.6149
243 380 3151.8171
244 578 14045.7768
245 628 24113.2478
246 533 43593.2336
247 569 37696.8860
248 355 17406.5669
249 479 28734.1908
250 673 7034.0449
251 381 25757.9395
252 514 7452.7399
253 479 31547.0732
254 569 36193.6807
255 205 5482.2966
256 444 9944.2567
257 407 8917.4856
258 464 16971.3633
259 593 21611.9201
260 471 50652.5014
261 489 48177.2354
262 352 9539.4742
263 507 58575.8260
264 683 12670.5180
265 542 52295.0375
266 440 28374.0565
267 425 8869.9486
268 385 11060.7223
269 349 12461.8291
270 629 19087.6179
271 325 20998.4328
272 542 50891.2373
273 427 22437.4297
274 338 8232.1127
275 690 9318.4852
276 574 20733.6300
277 512 35821.1909
278 667 26507.6190
279 487 35361.1551
280 461 26992.8369
281 628 30184.0466
282 403 33379.2149
283 400 19700.9875
284 382 10970.1641
285 569 16186.9376
286 314 23531.1429
287 250 3106.5539
288 661 20197.0865
289 444 45753.2519
290 510 43358.5296
291 562 27054.1606
292 499 58801.5137
293 571 32704.0011
294 512 19660.6524
295 457 18911.2830
296 630 12268.2944
297 404 27761.7414
298 452 37057.6405
299 197 656.6627
300 429 5932.9073
301 455 47679.1168
302 710 2747.8335
303 378 22609.3626
304 578 344.3148
305 327 2846.3597
306 559 11128.5314
307 583 6258.5013
308 482 23031.8449
309 331 13545.2242
310 468 27013.6041
311 532 27283.5864
312 562 48658.9532
313 646 1773.6722
314 489 43825.1368
315 464 48083.8188
316 588 40409.1612
317 567 14936.4524
318 510 15098.4220
319 346 20413.9862
320 578 20379.1588
321 466 16557.2761
322 237 2100.1764
323 306 11947.9025
324 537 34676.9258
325 522 2029.2871
326 468 31925.1625
327 668 14525.6400
328 431 5821.8733
329 489 52076.9928
330 559 5770.5021
331 535 47264.7891
332 473 55111.9932
333 464 46280.2261
334 631 6082.2189
335 529 51871.5637
336 588 30370.5244
337 348 26712.2183
338 494 3698.8979
339 679 17270.3904
340 406 17647.9415
341 644 17600.4977
342 354 26080.6554
343 608 14697.2420
344 450 46924.2137
345 467 20798.9465
346 565 208.3421
347 420 1879.0743
348 623 30242.3917
349 322 25286.5691
350 310 10640.3335
351 533 33821.5767
352 543 26080.1772
353 691 16020.0920
354 509 23315.1569
355 503 36288.1286
356 540 3755.9358
357 640 15716.0970
358 283 3544.2640
359 556 49282.9213
360 523 1920.9525
361 391 34850.5584
362 490 31586.0847
363 425 1694.8621
364 529 3692.1464
365 411 25345.5285
366 468 33388.9054
367 687 8365.8918
368 528 17127.9401
369 800 5383.1233
370 622 15706.5105
371 491 7880.0059
372 481 13511.9081
373 493 11974.0605
374 261 12474.1569
375 472 21651.8223
376 438 10355.8988
