<number of tasks>
148
<cycle time>
125
<order strength>
0.000
<z_alpha>
1.280
<task times>
1 16 10.1790
2 30 7.4569
3 7 2.8493
4 47 114.5771
5 29 46.9026
6 8 1.0605
7 39 1.2259
8 37 53.6517
9 32 7.0928
10 29 38.7915
11 17 7.3074
12 11 5.3974
13 32 11.1515
14 15 10.7483
15 53 46.6802
16 53 164.5718
17 8 3.7878
18 24 33.9559
19 24 12.2619
20 8 0.5620
21 7 1.4224
22 8 0.3559
23 14 0.4312
24 13 3.2544
25 10 0.5832
26 25 17.0387
27 11 7.3213
28 25 12.6821
29 11 2.0206
30 29 22.9969
31 25 13.3262
32 10 1.4135
33 14 3.0719
34 41 22.0415
35 42 20.0309
36 47 19.3672
37 7 0.0804
38 80 272.8885
39 7 0.2909
40 41 91.5864
41 47 68.8389
42 16 8.1398
43 32 30.9239
44 66 86.0498
45 80 222.0839
46 7 2.2436
47 41 100.3062
48 13 4.7712
49 47 16.0496
50 33 22.4915
51 34 9.0784
52 11 7.5195
53 18 3.8565
54 25 32.9286
55 7 0.9228
56 28 43.2939
57 12 3.9059
58 52 139.5690
59 14 12.1117
60 3 0.2354
61 3 0.3981
62 8 1.8321
63 16 14.4517
64 33 8.9633
65 8 0.9482
66 18 12.8677
67 10 1.3679
68 14 3.2715
69 28 14.9422
70 11 0.3323
71 18 13.9514
72 25 11.8556
73 40 32.8621
74 40 6.2756
75 1 0.0102
76 5 1.3344
77 28 20.9591
78 8 3.8535
79 81 407.1043
80 7 0.6339
81 26 8.3948
82 10 5.7380
83 21 0.7581
84 26 22.4161
85 20 3.9781
86 21 12.2077
87 47 104.2529
88 23 3.1382
89 13 5.8236
90 19 12.5983
91 15 4.9296
92 35 29.5377
93 26 40.0351
94 46 77.5258
95 20 13.8658
96 31 1.6725
97 19 11.5185
98 34 9.4920
99 51 49.7127
100 39 3.3293
101 30 40.1081
102 26 2.5860
103 13 3.1981
104 45 10.2246
105 58 17.8350
106 28 48.0931
107 8 2.9062
108 83 425.0054
109 40 61.6270
110 34 22.7408
111 23 12.1965
112 62 38.7694
113 11 2.0602
114 19 15.4059
115 14 12.0685
116 31 37.7445
117 32 47.1919
118 26 4.4123
119 55 169.0413
120 31 35.1083
121 32 39.8370
122 26 10.0521
123 19 2.9984
124 14 1.5278
125 19 21.2883
126 48 59.5043
127 55 171.9604
128 8 3.9573
129 11 0.6836
130 27 1.0404
131 18 3.0494
132 36 65.9814
133 23 1.9384
134 20 11.7001
135 46 92.0832
136 64 195.2352
137 22 6.8063
138 15 5.3263
139 34 72.0272
140 22 25.5505
141 51 60.3130
142 48 136.2318
143 64 93.5150
144 70 69.6446
145 37 9.0625
146 64 95.7907
147 78 209.4271
148 78 214.7880
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
