<number of tasks>
297
<cycle time>
2580
<order strength>
0.000
<z_alpha>
1.960
<task times>
1 270 2371.1813
2 270 780.5356
3 130 320.9311
4 148 1087.3236
5 190 1138.9885
6 293 2351.2362
7 348 6102.1428
8 182 910.6948
9 490 8356.4420
10 212 1556.5576
11 248 1679.5679
12 248 2290.2542
13 248 1531.2527
14 248 2032.0487
15 248 1857.3853
16 268 3558.8598
17 268 2416.7305
18 268 2345.7767
19 288 4653.1801
20 248 152.2950
21 268 3110.5183
22 60 212.4849
23 268 2319.2977
24 240 2212.5789
25 240 1292.2536
26 171 397.6765
27 490 4785.8994
28 182 84.4181
29 170 1346.4675
30 306 1194.7630
31 108 319.7914
32 248 1302.2501
33 190 1288.8867
34 240 1546.7923
35 339 5019.8430
36 288 4784.8510
37 248 949.3612
38 455 1210.2317
39 268 1589.5195
40 270 140.0273
41 180 692.7036
42 121 603.7819
43 270 2761.2087
44 440 6506.0658
45 249 2026.5947
46 194 2012.6661
47 162 402.4483
48 130 854.2939
49 388 6736.8048
50 90 89.4717
51 212 1939.7522
52 246 1472.6511
53 188 665.0816
54 270 2281.1310
55 160 1166.7810
56 79 50.7456
57 466 7929.3052
58 240 267.6946
59 137 405.5461
60 184 428.2645
61 110 649.1685
62 275 1843.9014
63 149 604.9888
64 280 3236.1617
65 119 74.9034
66 184 626.0641
67 140 1127.9773
68 150 1345.6060
69 190 537.0010
70 150 76.2915
71 150 1401.8628
72 284 4877.2518
73 192 1039.1490
74 347 7505.1317
75 232 1396.2424
76 140 1073.3221
77 608 5439.8499
78 80 275.5628
79 40 19.4067
80 130 962.9873
81 110 211.6669
82 350 7597.1343
83 140 904.8520
84 240 2920.3430
85 240 1905.0326
86 90 493.7076
87 54 140.6910
88 294 3491.0438
89 203 866.3781
90 150 168.7627
91 270 2766.6374
92 155 1242.8937
93 190 2254.1964
94 78 242.4437
95 140 889.0514
96 241 2752.8612
97 430 4754.7977
98 90 389.5026
99 110 663.3378
100 9 4.7905
101 430 3917.0754
102 130 404.1633
103 289 3706.6804
104 110 15.4145
105 160 1102.2005
106 442 4646.1353
107 159 77.7485
108 250 3652.9651
109 190 1433.0070
110 184 684.7412
111 690 10621.1401
112 72 196.5497
113 190 0.4772
114 190 1414.8742
115 90 474.7492
116 889 29815.9841
117 170 729.5103
118 155 914.4827
119 190 1052.0392
120 130 364.0265
121 390 296.1426
122 301 1982.9442
123 54 112.1740
124 227 1151.0855
125 142 1188.8801
126 184 928.6656
127 741 2747.0699
128 868 12882.3518
129 230 1164.5601
130 121 213.8249
131 320 5810.9297
132 126 578.1027
133 440 8429.2047
134 127 722.0327
135 134 43.2229
136 150 507.2990
137 140 338.4693
138 110 302.7464
139 320 2986.0732
140 250 3209.7151
141 232 1404.8643
142 188 976.6847
143 250 2486.9289
144 377 3175.8533
145 90 478.5217
146 140 378.4600
147 90 246.5065
148 90 501.0594
149 70 254.3610
150 90 216.6546
151 110 352.8509
152 150 179.9529
153 101 30.3482
154 377 8331.4811
155 118 263.6718
156 290 4840.3581
157 209 2185.4092
158 150 389.6763
159 150 907.9028
160 79 111.3996
161 150 380.5659
162 91 511.0236
163 59 73.9599
164 218 2908.7784
165 351 7010.4032
166 873 46502.9692
167 130 583.5963
168 68 139.9026
169 126 11.8903
170 120 794.2579
171 227 557.2369
172 198 675.2575
173 132 68.0689
174 121 700.8565
175 150 182.0989
176 100 197.5592
177 38 67.8638
178 70 14.7157
179 355 5869.2294
180 284 2879.7374
181 122 686.3327
182 75 130.5783
183 160 770.8854
184 140 260.8890
185 520 4140.6962
186 99 432.2934
187 182 880.1522
188 80 184.8836
189 514 2094.0942
190 96 21.7069
191 50 16.7555
192 272 2169.8012
193 226 402.1191
194 194 1151.1744
195 164 600.0029
196 96 488.6804
197 107 145.2297
198 108 379.7165
199 167 1448.2680
200 98 313.5795
201 82 124.7163
202 482 5616.2901
203 72 202.7859
204 50 153.7736
205 130 315.1774
206 230 577.8880
207 50 73.6965
208 240 1035.6668
209 190 1830.5454
210 190 387.7938
211 240 1403.8211
212 74 222.1531
213 139 1005.9880
214 339 1749.1714
215 260 2035.3292
216 132 877.8144
217 550 2512.0045
218 420 6169.2228
219 152 178.4870
220 12 5.3886
221 90 97.4079
222 5 0.2777
223 128 366.7335
224 100 482.4978
225 120 642.4574
226 100 353.2102
227 320 5622.2862
228 835 26165.3189
229 740 29288.1748
230 223 1335.3268
231 100 227.6387
232 390 3308.3972
233 140 279.6721
234 304 5741.2395
235 120 392.8453
236 403 376.2166
237 21 4.2730
238 246 1592.3713
239 160 656.5120
240 1019 7743.2567
241 34 7.5591
242 120 408.0855
243 68 162.3092
244 910 46982.8091
245 302 4402.4250
246 778 21861.7526
247 101 423.5157
248 1310 67642.3081
249 20 7.1407
250 278 451.0417
251 81 139.1227
252 290 3865.5509
253 100 504.1903
254 372 7772.9141
255 72 242.4672
256 28 8.1518
257 90 394.5492
258 250 486.0387
259 144 778.5530
260 303 4781.5082
261 220 1907.2437
262 58 191.8468
263 224 1173.5692
264 211 1009.4842
265 99 546.8696
266 44 110.0737
267 120 260.6316
268 70 80.0096
269 421 1082.7199
270 231 1495.5251
271 214 1631.9436
272 196 470.6846
273 280 734.1110
274 398 3025.9470
275 72 273.4811
276 280 803.4308
277 356 6130.0415
278 193 1372.4895
279 140 357.0515
280 130 990.8190
281 300 784.3081
282 456 314.0144
283 7 1.2251
284 170 1202.5978
285 252 2562.5879
286 210 1511.8187
287 308 2990.5730
288 308 4584.6397
289 121 771.9647
290 52 9.6134
291 426 1124.8915
292 104 14.6186
293 1386 73883.1834
294 527 7177.1235
295 968 1216.8502
296 1047 18353.3297
297 538 3616.6771
<precedence relations>
1,2
2,3
3,4
4,5
4,22
4,26
4,27
4,40
4,48
4,56
4,83
4,86
4,94
4,105
4,109
4,111
4,134
4,221
4,247
4,259
5,6
6,7
6,8
6,9
6,10
7,11
7,12
7,13
7,14
7,15
7,20
8,11
8,12
8,13
8,14
8,15
8,20
9,11
9,12
9,13
9,14
9,15
9,20
10,11
10,12
10,13
10,14
10,15
10,20
11,16
12,17
13,18
14,19
15,21
16,23
17,23
18,23
19,23
20,23
21,23
22,24
22,25
23,28
24,29
25,29
26,30
27,31
28,32
28,37
29,33
29,44
29,121
30,34
30,297
31,34
31,82
31,172
31,179
32,36
33,38
34,35
35,42
36,39
37,39
38,41
39,43
40,44
40,84
40,97
41,45
42,46
43,47
44,49
45,50
46,51
46,138
47,52
48,52
49,53
50,54
51,55
51,81
52,57
53,58
54,58
54,296
55,59
56,60
56,61
57,62
57,63
57,71
57,76
58,64
59,64
59,99
59,100
60,68
61,65
62,66
63,67
64,72
65,69
66,69
67,70
68,73
69,74
70,75
71,77
72,78
73,84
73,97
74,84
74,97
75,84
75,97
76,84
76,97
77,84
77,97
78,79
78,80
78,125
78,192
79,85
80,85
81,87
82,88
82,89
83,90
84,91
85,92
86,93
87,99
87,100
88,99
88,100
89,99
89,100
90,95
91,96
92,98
93,98
94,101
95,101
96,101
97,101
98,102
99,103
100,104
101,106
102,107
103,108
104,108
105,110
106,112
107,113
108,114
108,115
108,292
109,119
109,120
110,119
110,120
110,162
111,116
112,117
113,118
114,119
115,120
116,122
117,123
117,124
117,257
118,126
119,127
120,127
120,150
121,128
122,129
123,130
123,145
123,146
123,147
123,148
123,149
124,130
125,130
126,130
127,130
127,157
128,130
129,130
129,141
130,131
130,144
131,132
131,133
132,135
133,135
133,170
134,136
135,137
136,139
137,140
138,140
138,191
139,142
139,253
140,143
140,200
141,151
142,152
143,153
143,169
144,154
145,155
146,156
147,158
148,159
149,160
150,161
151,163
152,164
153,165
154,166
155,166
156,166
157,166
158,166
159,166
160,166
161,166
162,167
163,166
164,167
165,168
165,176
166,170
167,171
168,173
169,174
170,174
171,174
172,175
173,177
174,178
174,287
174,288
175,180
176,181
177,181
178,181
179,181
180,181
180,252
181,182
181,183
181,184
181,185
181,186
181,187
181,188
