<number of tasks>
297
<cycle time>
1548
<order strength>
0.000
<z_alpha>
1.645
<task times>
1 270 8484.5515
2 270 7893.4555
3 130 3378.4182
4 148 5387.1450
5 190 7282.8261
6 293 9793.3925
7 348 4721.4899
8 182 2062.3447
9 490 2265.9071
10 212 2862.7001
11 248 8299.1647
12 248 15145.6310
13 248 11207.9571
14 248 3771.0861
15 248 3468.0510
16 268 10547.0980
17 268 11347.3416
18 268 12217.5622
19 288 3862.6629
20 248 574.5027
21 268 8722.0800
22 60 334.5324
23 268 13882.2229
24 240 4069.6982
25 240 7895.4244
26 171 5458.5683
27 490 27498.4418
28 182 2188.4968
29 170 6687.4269
30 306 1487.6401
31 108 42.2550
32 248 1703.3187
33 190 475.5451
34 240 3756.0084
35 339 11632.4598
36 288 10935.4395
37 248 8975.0738
38 455 31448.3076
39 268 1560.9274
40 270 17684.9204
41 180 5792.9473
42 121 1973.2497
43 270 12281.8614
44 440 15214.3210
45 249 4983.9059
46 194 5465.4358
47 162 543.5433
48 130 2242.8094
49 388 30696.7165
50 90 112.7230
51 212 4102.7457
52 246 13604.7438
53 188 1811.4794
54 270 13464.9227
55 160 315.2568
56 79 242.5485
57 466 36679.1162
58 240 4723.4618
59 137 949.8800
60 184 5110.1300
61 110 2952.7505
62 275 6796.5695
63 149 5084.6458
64 280 9792.1373
65 119 3094.5654
66 184 594.5178
67 140 3552.4504
68 150 577.2083
69 190 7229.0075
70 150 834.1713
71 150 4285.5816
72 284 18784.8068
73 192 5898.9801
74 347 21280.8554
75 232 2462.1046
76 140 588.7175
77 608 30993.3130
78 80 1531.2198
79 40 316.5421
80 130 317.7876
81 110 2216.0299
82 350 4611.1550
83 140 707.5675
84 240 7719.7191
85 240 2007.5853
86 90 1747.8127
87 54 594.6451
88 294 12677.8730
89 203 5687.8258
90 150 2794.9546
91 270 13627.2546
92 155 5208.1249
93 190 1480.7007
94 78 1079.7798
95 140 2179.7083
96 241 12235.8068
97 430 803.2100
98 90 103.9318
99 110 433.1001
100 9 13.1996
101 430 30454.5913
102 130 3915.2592
103 289 19106.4173
104 110 875.6889
105 160 3953.8243
106 442 44472.8627
107 159 2511.0273
108 250 11960.5491
109 190 2864.6667
110 184 3732.3296
111 690 32031.3113
112 72 920.2050
113 190 195.2283
114 190 7726.8000
115 90 884.7611
116 889 75284.2007
117 170 1814.7707
118 155 921.7004
119 190 2933.4003
120 130 3948.5745
121 390 13802.0063
122 301 17275.4302
123 54 105.3404
124 227 1042.9149
125 142 1364.1367
126 184 5378.8867
127 741 83479.5464
128 868 32556.2342
129 230 6924.6603
130 121 83.4742
131 320 9663.3240
132 126 3768.2296
133 440 31151.7080
134 127 1.0515
135 134 2277.5061
136 150 3815.3805
137 140 3805.4284
138 110 597.6417
139 320 1228.2215
140 250 2047.0628
141 232 9403.3682
142 188 1833.6145
143 250 2814.0758
144 377 23657.7207
145 90 382.1231
146 140 4189.6270
147 90 545.1280
148 90 891.9132
149 70 238.1703
150 90 1474.4764
151 110 635.4159
152 150 2903.0116
153 101 926.5684
154 377 24833.8017
155 118 2493.7982
156 290 10377.5205
157 209 10302.1463
158 150 4903.5364
159 150 1340.8860
160 79 1467.7340
161 150 4983.8212
162 91 1460.0636
163 59 580.5452
164 218 2245.8860
165 351 18244.7688
166 873 105828.9953
167 130 291.9294
168 68 897.3226
169 126 88.5863
170 120 2183.1467
171 227 11477.0322
172 198 6961.8575
173 132 3192.2631
174 121 3644.6758
175 150 5295.0810
176 100 1512.0490
177 38 119.3915
178 70 717.7828
179 355 7918.0706
180 284 16995.2120
181 122 2158.8045
182 75 1267.4711
183 160 548.5767
184 140 2543.0405
185 520 49618.5002
186 99 1157.5413
187 182 4085.1652
188 80 109.7742
189 514 13379.3503
190 96 1007.4119
191 50 467.3477
192 272 17371.7192
193 226 8936.3983
194 194 5556.8901
195 164 1111.7298
196 96 360.6164
197 107 630.8958
198 108 1087.6063
199 167 6248.0191
200 98 648.2891
201 82 921.5946
202 482 11056.0113
203 72 577.4150
204 50 559.3789
205 130 3367.6931
206 230 10642.0324
207 50 73.1561
208 240 2896.1604
209 190 5300.6043
210 190 4127.0771
211 240 11.4463
212 74 557.4498
213 139 3585.5398
214 339 12616.1583
215 260 16278.3743
216 132 1680.8409
217 550 44454.8432
218 420 33562.1932
219 152 1312.4803
220 12 29.7878
221 90 185.5883
222 5 0.7703
223 128 802.6610
224 100 717.6474
225 120 3541.5755
226 100 2167.7828
227 320 11532.1495
228 835 34034.8716
229 740 113520.3996
230 223 9523.4291
231 100 1199.4458
232 390 10841.9831
233 140 759.3520
234 304 572.8377
235 120 1450.4176
236 403 34753.7533
237 21 64.5973
238 246 3869.9998
239 160 2326.6402
240 1019 56517.7022
241 34 250.7370
242 120 2480.1462
243 68 745.7381
244 910 23579.5270
245 302 6605.6659
246 778 110725.0979
247 101 1865.9026
248 1310 11713.3256
249 20 22.1750
250 278 9343.1053
251 81 1246.2746
252 290 7619.2215
253 100 1057.3862
254 372 2047.1386
255 72 397.5182
256 28 30.6436
257 90 1095.4914
258 250 372.5328
259 144 2197.3765
260 303 17467.0088
261 220 1063.3291
262 58 610.5401
263 224 12422.0768
264 211 7431.5457
265 99 417.2983
266 44 392.2179
267 120 550.6023
268 70 789.2380
269 421 18217.5630
270 231 7017.8657
271 214 8611.5582
272 196 5462.4634
273 280 17167.2192
274 398 24133.2480
275 72 8.1320
276 280 14438.1373
277 356 16610.7198
278 193 8574.4577
279 140 2667.1774
280 130 2059.7185
281 300 3454.7642
282 456 24977.0561
283 7 0.6537
284 170 5592.7226
285 252 2851.1166
286 210 7176.5916
287 308 16404.7145
288 308 13371.1005
289 121 607.1634
290 52 392.1721
291 426 18502.6775
292 104 1415.8236
293 1386 357.3094
294 527 2249.7697
295 968 75527.3214
296 1047 29854.4262
297 538 27999.0263
<precedence relations>
1,2
2,3
3,4
4,5
4,22
4,26
4,27
4,40
4,48
4,56
4,83
4,86
4,94
4,105
4,109
4,111
4,134
4,221
4,247
4,259
5,6
6,7
6,8
6,9
6,10
7,11
7,12
7,13
7,14
7,15
7,20
8,11
8,12
8,13
8,14
8,15
8,20
9,11
9,12
9,13
9,14
9,15
9,20
10,11
10,12
10,13
10,14
10,15
10,20
11,16
12,17
13,18
14,19
15,21
16,23
17,23
18,23
19,23
20,23
21,23
22,24
22,25
23,28
24,29
25,29
26,30
27,31
28,32
28,37
29,33
29,44
29,121
30,34
30,297
31,34
31,82
31,172
31,179
32,36
33,38
34,35
35,42
36,39
37,39
38,41
39,43
40,44
40,84
40,97
41,45
42,46
43,47
44,49
45,50
46,51
46,138
47,52
48,52
49,53
50,54
51,55
51,81
52,57
53,58
54,58
54,296
55,59
56,60
56,61
57,62
57,63
57,71
57,76
58,64
59,64
59,99
59,100
60,68
61,65
62,66
63,67
64,72
65,69
66,69
67,70
68,73
69,74
70,75
71,77
72,78
73,84
73,97
74,84
74,97
75,84
75,97
76,84
76,97
77,84
77,97
78,79
78,80
78,125
78,192
79,85
80,85
81,87
82,88
82,89
83,90
84,91
85,92
86,93
87,99
87,100
88,99
88,100
89,99
89,100
90,95
91,96
92,98
93,98
94,101
95,101
96,101
97,101
98,102
99,103
100,104
101,106
102,107
103,108
104,108
105,110
106,112
107,113
108,114
108,115
108,292
109,119
109,120
110,119
110,120
110,162
111,116
112,117
113,118
114,119
115,120
116,122
117,123
117,124
117,257
118,126
119,127
120,127
120,150
121,128
122,129
123,130
123,145
123,146
123,147
123,148
123,149
124,130
125,130
126,130
127,130
127,157
128,130
129,130
129,141
130,131
130,144
131,132
131,133
132,135
133,135
133,170
134,136
135,137
136,139
137,140
138,140
138,191
139,142
139,253
140,143
140,200
141,151
142,152
143,153
143,169
144,154
145,155
146,156
147,158
148,159
149,160
150,161
151,163
152,164
153,165
154,166
155,166
156,166
157,166
158,166
159,166
160,166
161,166
162,167
163,166
164,167
165,168
165,176
166,170
167,171
168,173
169,174
170,174
