<number of tasks>
1000
<cycle time>
1000
<order strength>
0.196
<z_alpha>
1.280
<task times>
1 102 1240.7421
2 251 5881.2622
3 46 19.8946
4 167 5788.5327
5 233 11653.7080
6 55 690.0065
7 307 15544.0678
8 75 2.0393
9 94 1940.1921
10 137 2721.0530
11 128 1823.1310
12 164 1523.6001
13 158 5250.7131
14 160 1591.9419
15 161 2252.6731
16 140 3059.7402
17 113 1046.1158
18 41 246.4569
19 185 4094.1875
20 144 3715.9258
21 38 279.8219
22 143 2609.8368
23 111 938.5263
24 67 207.6440
25 153 4878.1201
26 38 165.5576
27 101 1282.3349
28 32 218.2626
29 122 170.0597
30 64 461.9826
31 203 3623.5273
32 77 210.2359
33 45 69.4957
34 78 226.9266
35 272 6936.3036
36 227 497.2548
37 93 145.9272
38 171 592.7742
39 55 502.3070
40 41 354.3429
41 183 2791.1472
42 96 1554.7808
43 237 9400.8484
44 54 393.1990
45 59 214.3516
46 206 5477.6672
47 56 267.9636
48 55 557.0007
49 114 1439.3652
50 111 688.7547
51 183 4360.4112
52 59 861.8734
53 94 276.6275
54 28 162.2898
55 53 128.5956
56 97 1191.0266
57 236 2852.2548
58 358 26767.0277
59 160 5120.2904
60 92 847.9775
61 45 357.5025
62 132 3564.3545
63 60 607.1096
64 108 1931.0676
65 100 2451.9580
66 41 397.3612
67 37 243.7632
68 148 4362.3167
69 33 138.0971
70 129 3650.4960
71 197 7805.9008
72 66 463.0974
73 120 600.0619
74 189 4675.2275
75 125 242.0456
76 292 16643.2387
77 68 280.7003
78 201 5810.4913
79 155 1670.5622
80 98 788.9754
81 147 1732.8548
82 204 3179.9732
83 89 1389.7189
84 111 2401.3456
85 150 3761.5241
86 376 9773.2631
87 196 3253.6607
88 193 8617.4778
89 88 974.1592
90 21 66.4908
91 206 9100.3785
92 86 1736.8417
93 119 832.5778
94 97 1525.3796
95 95 536.3717
96 153 811.8270
97 165 6135.5236
98 101 361.0108
99 140 2960.5001
100 208 8685.5325
101 42 8.9724
102 166 3161.1704
103 204 9602.7698
104 87 574.2585
105 204 3538.4740
106 48 362.6844
107 211 1011.4696
108 300 4096.0103
109 142 2037.5458
110 67 628.7188
111 302 3999.5394
112 228 11250.4955
113 207 2744.1856
114 50 549.9435
115 181 19.6839
116 48 62.7873
117 77 768.5865
118 67 1068.8284
119 99 434.1046
120 322 22406.4016
121 61 349.1901
122 174 2406.2320
123 59 560.3164
124 117 2180.8428
125 45 72.9056
126 149 3009.1234
127 200 1273.9300
128 250 14239.6870
129 149 5219.1514
130 31 233.1844
131 47 69.7557
132 184 4026.2903
133 162 1668.3845
134 55 584.5582
135 167 3752.3819
136 153 4488.3286
137 137 1953.0060
138 64 648.4488
139 51 480.0770
140 187 3014.6137
141 96 2164.7563
142 38 11.4844
143 95 1023.6405
144 143 85.2600
145 319 9814.8608
146 184 4391.5599
147 182 8012.3231
148 104 1721.7748
149 120 566.1085
150 182 167.6849
151 181 2327.5223
152 51 484.8340
153 124 2413.6023
154 197 9049.3147
155 52 309.3706
156 249 14317.0802
157 42 257.8924
158 81 996.3865
159 93 1098.7277
160 57 501.5945
161 150 3463.4091
162 143 2647.8323
163 120 1737.9309
164 301 15189.4353
165 52 3.6251
166 63 799.3500
167 225 11228.4202
168 34 4.5941
169 103 1185.6163
170 34 288.7253
171 62 317.7094
172 112 2326.2429
173 225 4191.0249
174 99 1975.6619
175 188 775.6257
176 179 6537.9754
177 69 281.0005
178 113 535.8592
179 216 4149.6590
180 179 4040.0966
181 83 1351.6969
182 31 110.1785
183 117 2029.6160
184 107 2412.8864
185 135 1258.9713
186 135 3197.7155
187 243 7820.4044
188 253 12794.0549
189 149 1564.3572
190 48 181.3801
191 172 2328.5675
192 154 2970.4092
193 135 94.5412
194 37 146.6830
195 63 419.5549
196 172 4467.3279
197 118 790.6825
198 173 7314.2304
199 172 2586.7389
200 167 4243.8573
201 97 1352.7407
202 225 10647.3992
203 110 843.5393
204 67 947.5625
205 192 2040.2369
206 139 4308.6889
207 51 280.9909
208 37 296.1904
209 404 9444.3715
210 58 517.6528
211 110 1492.0964
212 32 170.9156
213 140 621.0594
214 203 7092.9029
215 221 6357.3892
216 139 2113.2911
217 85 168.9136
218 110 1279.0292
219 193 641.3273
220 52 105.0021
221 229 2584.3904
222 81 1324.1924
223 205 1163.7189
224 115 2830.5336
225 147 3471.5159
226 42 394.6263
227 80 1360.7387
228 185 2165.8046
229 180 3796.0973
230 111 376.9759
231 183 2017.7061
232 225 8278.9067
233 165 6627.6234
234 151 1148.3980
235 93 336.3530
236 44 181.6650
237 84 1716.2221
238 71 754.1472
239 163 5427.8967
240 139 4219.8096
241 45 111.2874
242 103 1056.3254
243 158 1226.4344
244 180 3558.9807
245 103 1191.0301
246 89 1717.6782
247 135 4555.2094
248 77 1218.0930
249 142 4206.1918
250 199 5072.4290
251 167 3126.7669
252 284 4683.5066
253 36 309.1785
254 268 17733.7715
255 266 12118.8559
256 172 5715.5304
257 169 3851.9971
258 143 1611.8590
259 85 619.8533
260 281 6851.6666
261 73 387.8838
262 222 1934.7937
263 44 448.6110
264 135 3374.5606
265 218 7653.2203
266 183 6945.2310
267 102 490.3261
268 69 532.0897
269 124 3301.2222
270 258 14664.3659
271 38 34.7314
272 113 325.5229
273 23 76.2098
274 98 2023.4173
275 237 12566.4699
276 113 299.2799
277 203 8944.3865
278 185 6910.5260
279 214 3516.6674
280 50 49.3222
281 172 1129.8102
282 80 1394.0104
283 130 3937.2253
284 121 2546.5626
285 220 6713.9351
286 37 336.3307
287 166 4352.2932
288 107 1144.2750
289 87 1456.8502
290 104 322.3815
291 139 2093.8407
292 140 2769.6798
293 123 2559.8044
294 161 2055.9110
295 105 1419.8894
296 154 966.8070
297 57 265.0765
298 62 109.0775
299 87 889.7332
300 56 138.3553
301 128 298.3352
302 290 16308.6799
303 145 3470.5288
304 147 1636.6473
305 129 218.3937
306 195 7329.9130
307 81 273.6822
308 133 3403.4260
309 67 1087.2749
310 37 17.4727
311 99 1218.7718
312 96 210.8933
313 105 266.0007
314 82 1069.2249
315 72 872.2091
316 215 8702.1648
317 209 728.6930
318 78 1007.5445
319 78 605.9463
320 44 439.0751
321 84 614.6184
322 199 4594.7071
323 43 307.6999
324 39 89.2883
325 130 71.8079
326 193 7767.6624
327 285 10223.6446
328 207 3425.8743
329 207 7594.4686
330 173 7466.1231
331 28 177.2957
332 228 11132.6548
333 46 270.0418
334 340 21613.4890
335 79 1032.4385
336 245 13580.7494
337 43 163.9143
338 50 177.6419
339 97 1463.8650
340 123 3347.8497
341 150 2730.8271
342 104 2086.4047
343 140 138.7716
344 260 3550.8077
345 230 2009.4909
346 76 939.3440
347 170 1773.4950
348 96 1021.6326
349 170 791.1313
350 78 580.1549
351 258 10192.4361
352 104 356.5178
353 71 439.3905
354 65 773.0413
355 63 289.2293
356 44 241.4409
357 200 8458.9826
358 124 976.5859
359 207 10553.9485
360 116 1710.2710
361 269 17870.1730
362 72 421.9583
363 208 3893.3442
364 38 48.2228
365 23 7.7167
366 68 280.5341
367 266 8072.7166
368 168 4614.3564
369 67 920.7720
370 98 440.2525
371 138 1070.6755
372 20 64.3542
373 128 2714.3402
374 63 912.7523
375 49 50.0941
376 92 2065.0424
377 125 1262.0324
378 48 213.0122
379 23 89.3321
380 124 2670.3935
381 58 766.4906
382 206 1147.1103
383 286 5602.2128
384 28 39.6618
385 94 1306.3449
386 139 3988.8598
387 187 5533.8272
388 156 3273.7351
389 48 16.9087
390 164 283.8375
391 42 392.1144
392 35 298.2497
