<number of tasks>
148
<cycle time>
403
<order strength>
0.000
<z_alpha>
1.960
<task times>
1 16 34.7972
2 30 135.9057
3 7 4.7448
4 47 95.6922
5 29 149.4278
6 8 0.7998
7 39 232.4967
8 37 64.2337
9 32 80.5968
10 29 67.0687
11 17 43.3803
12 11 15.0617
13 32 193.6588
14 15 30.1371
15 53 209.1920
16 53 134.9069
17 8 4.8291
18 24 100.1583
19 24 117.7066
20 8 12.9755
21 7 7.7704
22 8 8.9585
23 14 24.2743
24 13 8.9816
25 10 12.9082
26 25 70.5617
27 11 18.3983
28 25 10.5437
29 11 0.1344
30 29 80.4225
31 25 6.7536
32 10 2.3087
33 14 29.6313
34 41 198.3602
35 42 31.7865
36 47 240.0750
37 7 3.8115
38 80 16.2474
39 7 4.5778
40 41 22.3328
41 47 72.0404
42 16 8.7753
43 32 173.4683
44 66 23.4828
45 80 998.7376
46 7 5.5550
47 41 20.6263
48 13 30.3766
49 47 427.6182
50 33 150.7797
51 34 226.1106
52 11 23.3571
53 118 2518.9001
54 25 95.4553
55 7 6.4274
56 28 86.4823
57 12 7.7292
58 52 378.6371
59 14 1.6091
60 3 1.7290
61 3 1.7940
62 8 9.5904
63 16 45.4679
64 33 19.5466
65 8 3.0402
66 18 72.0973
67 10 16.0545
68 14 34.6408
69 28 129.2705
70 11 19.1613
71 118 186.1522
72 25 79.2167
73 40 160.7313
74 40 327.9791
75 101 438.5201
76 5 0.0254
77 28 10.3968
78 8 7.5755
79 281 1412.6708
80 7 5.9455
81 26 71.0972
82 10 10.2840
83 21 59.9313
84 26 163.6012
85 20 66.7396
86 21 46.7898
87 47 100.2597
88 23 65.1690
89 13 33.2864
90 19 81.2350
91 115 1631.3737
92 35 100.8541
93 26 39.9138
94 46 439.7526
95 20 54.7256
96 31 30.5279
97 19 18.3384
98 34 121.6646
99 51 504.0507
100 39 348.8167
101 30 131.7632
102 26 101.7813
103 13 35.7686
104 45 162.3530
105 58 333.9938
106 28 24.2222
107 8 5.7166
108 383 31.2760
109 40 145.0403
110 34 280.1512
111 23 92.2573
112 162 4737.2907
113 11 26.9905
114 19 5.1663
115 14 16.2650
116 31 201.0884
117 32 26.9711
118 26 114.9567
119 55 209.6689
120 31 206.9183
121 32 232.5047
122 26 79.4498
123 19 69.8084
124 14 30.6080
125 19 56.4414
126 48 434.2604
127 55 377.9192
128 8 3.2456
129 11 3.8510
130 27 117.1256
131 18 2.9313
132 36 204.4330
133 23 103.7029
134 20 11.3756
135 46 494.1854
136 64 354.6649
137 22 44.7610
138 15 54.8808
139 34 58.7797
140 22 22.3428
141 151 3852.1875
142 148 4317.3737
143 64 518.0166
144 170 3409.0166
145 137 3899.3761
146 64 449.3237
147 78 692.7495
148 78 916.0156
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
