<number of tasks>
148
<cycle time>
163
<order strength>
0.000
<z_alpha>
1.960
<task times>
1 16 21.8308
2 30 206.7894
3 7 6.9470
4 47 460.5410
5 29 7.4662
6 8 8.6677
7 39 323.5039
8 37 158.4687
9 32 251.4594
10 29 54.4630
11 17 29.2600
12 11 24.9926
13 32 156.6650
14 15 15.7763
15 53 99.1220
16 53 358.9080
17 8 0.5654
18 24 22.4628
19 24 71.5469
20 8 9.3295
21 7 3.6762
22 8 8.9826
23 14 23.4369
24 13 24.2003
25 10 24.1413
26 25 125.0455
27 11 13.5650
28 25 138.9281
29 11 10.1259
30 29 22.8243
31 25 54.0149
32 10 14.4399
33 14 18.2237
34 41 276.6862
35 42 276.7190
36 47 289.5535
37 7 9.9012
38 80 653.1924
39 7 3.2651
40 41 30.8849
41 47 219.1805
42 16 4.5936
43 32 86.6450
44 66 37.3706
45 80 424.7200
46 7 7.0630
47 41 220.0677
48 13 4.2271
49 47 384.1911
50 33 20.7396
51 34 182.7604
52 11 18.2250
53 18 75.3431
54 25 60.7337
55 7 0.2731
56 28 15.2395
57 12 3.2000
58 52 557.9902
59 14 32.6647
60 3 1.1884
61 3 1.0966
62 8 5.4673
63 16 32.6112
64 33 12.5632
65 8 4.0923
66 18 77.3380
67 10 13.1825
68 14 0.4019
69 28 56.0312
70 11 0.0153
71 18 36.4181
72 25 100.3236
73 40 339.9061
74 40 228.2208
75 1 0.1853
76 5 0.9637
77 28 88.5670
78 8 1.7232
79 81 229.2130
80 7 0.0310
81 26 92.3003
82 10 11.8652
83 21 91.2738
84 26 27.0326
85 20 34.6914
86 21 47.2906
87 47 436.7752
88 23 113.3661
89 13 2.0195
90 19 68.5171
91 15 0.9391
92 35 93.9786
93 26 120.1861
94 46 438.4316
95 20 12.5149
96 31 93.5053
97 19 11.9757
98 34 215.9368
99 51 139.4106
100 39 138.6601
101 30 93.7020
102 26 131.0474
103 13 25.7148
104 45 498.4829
105 58 351.6631
106 28 157.4858
107 8 12.5534
108 83 1571.0382
109 40 243.5142
110 34 67.4517
111 23 78.1919
112 62 908.1598
113 11 8.7588
114 19 39.5232
115 14 39.3632
116 31 68.7092
117 32 140.7247
118 26 168.1323
119 55 687.7272
120 31 50.8871
121 32 94.3919
122 26 20.9839
123 19 89.5695
124 14 34.9991
125 19 7.0033
126 48 117.2229
127 55 53.6001
128 8 7.6936
129 11 3.9497
130 27 177.6445
131 18 17.8712
132 36 282.8458
133 23 109.0161
134 20 77.6576
135 46 348.3445
136 64 393.2580
137 22 85.1638
138 15 1.0823
139 34 56.1503
140 22 46.7975
141 51 377.9573
142 48 527.1608
143 64 330.8928
144 70 469.8467
145 37 84.0007
146 64 307.5909
147 78 322.9699
148 78 946.5883
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
