<number of tasks>
1000
<cycle time>
1000
<order strength>
0.595
<z_alpha>
1.280
<task times>
1 450 4728.5029
2 757 9560.5590
3 467 13413.8752
4 585 6991.7494
5 307 1145.4915
6 591 14090.3444
7 511 13346.3645
8 434 2784.9369
9 479 12726.4557
10 532 16652.9049
11 500 1584.6068
12 424 1457.7548
13 335 3369.3651
14 412 8267.2486
15 467 10289.6404
16 615 11648.5112
17 602 18021.9998
18 415 6391.8065
19 459 12738.5001
20 541 12306.9926
21 528 6012.8160
22 578 19123.0769
23 443 1176.7490
24 725 5806.6973
25 432 10672.4854
26 517 13191.4310
27 370 5548.2344
28 481 6085.5370
29 579 19251.7648
30 445 1537.2366
31 306 5421.8206
32 525 13892.6346
33 531 17577.9927
34 524 2910.9436
35 224 1093.4515
36 616 11821.7866
37 571 2625.9134
38 537 12167.1515
39 754 7935.5616
40 598 12552.0288
41 581 914.0650
42 410 8072.9513
43 377 1415.2796
44 373 3866.3589
45 409 3829.1768
46 365 3399.8447
47 661 353.6510
48 516 11836.5630
49 621 2369.0760
50 461 11412.9836
51 389 8280.1021
52 625 6267.8511
53 561 5445.1498
54 558 15357.7460
55 500 10960.3156
56 566 3072.0249
57 390 1328.5987
58 92 336.1724
59 573 14441.4431
60 339 5859.8382
61 526 17256.7961
62 673 25332.8314
63 283 4176.8483
64 413 15.1340
65 432 5732.7608
66 576 11256.9566
67 492 8411.4895
68 436 3432.8305
69 330 207.4462
70 314 1289.7382
71 437 11567.9491
72 556 14385.9520
73 340 5352.8032
74 665 12527.6598
75 454 9197.7030
76 466 6118.4375
77 767 5846.3519
78 479 10867.2236
79 364 5210.9566
80 384 5802.3945
81 468 13059.8002
82 731 10069.0984
83 414 366.9859
84 550 7557.8558
85 695 11447.0547
86 552 2167.3094
87 472 12213.2847
88 446 8339.4403
89 275 1128.5496
90 518 4953.9037
91 584 8072.0195
92 476 3587.8380
93 564 4117.7460
94 501 3077.2211
95 662 6540.1978
96 454 6595.4214
97 517 7392.6396
98 430 7471.4243
99 567 11474.2118
100 544 7262.4398
101 485 2496.4828
102 639 2408.3884
103 658 12536.2549
104 620 151.0683
105 506 5055.6605
106 352 6785.8877
107 634 18171.0812
108 673 21997.3615
109 435 2254.2999
110 455 4717.3708
111 414 5798.8108
112 799 8452.9631
113 225 935.9067
114 743 13250.3656
115 577 18701.9262
116 442 8860.9734
117 351 767.0489
118 419 8169.3526
119 455 2588.0816
120 524 10991.8684
121 451 5373.4301
122 342 5591.1799
123 508 7821.2984
124 575 3639.1967
125 317 2018.8672
126 496 4537.6833
127 467 4402.5633
128 608 1757.1712
129 448 807.3883
130 511 1983.2383
131 282 2448.6501
132 519 3994.1901
133 640 2664.8285
134 390 718.5779
135 435 3744.4394
136 600 13113.5147
137 616 7669.8155
138 616 7304.0449
139 333 4772.5380
140 463 11685.9345
141 637 896.9025
142 525 12857.7839
143 528 1671.4135
144 537 10181.6676
145 423 1186.2318
146 678 22620.6015
147 119 142.9543
148 274 4072.0827
149 645 10926.2274
150 447 3647.6676
151 503 676.0012
152 655 24798.2209
153 476 7728.4365
154 398 4737.6806
155 434 8431.4613
156 401 3183.3619
157 627 22459.2426
158 517 15915.3577
159 555 5515.3380
160 533 4954.7917
161 397 6748.1349
162 594 5615.5383
163 625 5456.4550
164 454 29.6028
165 452 1482.3243
166 401 7258.6441
167 756 7311.5148
168 618 9595.9936
169 409 9618.2556
170 597 9571.0798
171 371 6506.0565
172 579 19399.1245
173 531 8495.9108
174 529 1757.0372
175 593 2477.2854
176 427 1870.4231
177 319 101.3512
178 613 9555.1140
179 396 8176.2902
180 569 17126.9761
181 425 10123.9017
182 514 13218.5791
183 566 2088.6947
184 357 2366.3401
185 410 6427.8619
186 610 8884.0170
187 286 2168.3675
188 428 4473.1094
189 460 3502.2534
190 418 2003.5924
191 379 8522.8379
192 515 11024.5842
193 524 1576.7842
194 639 13367.5463
195 565 3590.1752
196 578 10620.6154
197 579 1969.4357
198 473 1140.1034
199 544 6696.8990
200 615 21916.2630
201 566 10707.0605
202 449 7512.7478
203 607 15337.3413
204 568 17262.3755
205 123 459.0492
206 516 7186.7252
207 365 7272.0991
208 570 9355.2097
209 627 6363.2647
210 541 18219.4366
211 546 14802.4251
212 574 12330.4822
213 495 3478.2757
214 491 3691.7550
215 564 19724.3583
216 374 8622.3426
217 414 3758.8004
218 575 18858.7115
219 459 9983.0228
220 570 2343.8001
221 479 1226.5367
222 607 14762.7201
223 311 2744.1579
224 637 5152.2252
225 435 7036.8836
226 689 1434.2527
227 410 9138.4898
228 802 5410.5237
229 386 3959.6176
230 460 5671.4667
231 466 3606.4801
232 566 6694.9069
233 443 96.8257
234 555 4813.2093
235 508 5133.7304
236 424 3589.1204
237 563 3443.3868
238 333 5339.0443
239 393 992.5250
240 403 2911.4019
241 589 5066.1165
242 470 11877.0527
243 452 1155.0447
244 622 12853.5658
245 646 2946.2620
246 374 733.5244
247 335 6032.4238
248 438 10832.2236
249 550 9057.0687
250 367 2387.8996
251 392 2834.9428
252 618 15630.6670
253 597 20909.2476
254 597 2943.0257
255 357 6190.5141
256 626 19765.7524
257 546 5124.9139
258 517 4478.8093
259 585 8700.9839
260 398 4704.3888
261 242 1639.7986
262 392 3343.7159
263 551 1926.5441
264 364 3206.5611
265 597 15954.1271
266 656 12591.0956
267 692 685.4533
268 517 16438.0430
269 242 675.1250
270 303 489.8517
271 398 8574.5778
272 491 9645.2735
273 567 7855.9097
274 402 1539.5073
275 578 10807.3502
276 542 10577.9774
277 624 20752.0284
278 468 5336.1083
279 350 4455.2079
280 655 18984.9920
281 347 6873.2733
282 586 9206.6873
283 719 5703.3153
284 388 9285.4199
285 418 1815.2624
286 521 11124.0777
287 802 4424.3024
288 569 18095.1613
289 570 13487.6950
290 446 1533.2754
291 578 4445.2683
292 454 1294.7582
293 428 10867.0511
294 674 19153.4483
295 529 10858.5345
296 482 13595.1073
297 648 23643.1194
298 521 5566.7458
299 754 10926.7731
300 579 4400.4905
301 603 22009.4043
302 513 15239.5776
303 516 1416.0534
304 468 7781.0059
305 518 12501.4476
306 641 4192.3251
307 456 8592.1126
308 667 24958.6456
309 524 11535.8634
310 480 5004.5338
311 589 15073.9141
312 518 7100.9501
313 585 13167.4073
314 611 7393.4685
315 639 6533.9647
316 583 11424.6816
317 367 7548.3135
318 544 16762.1753
319 583 10094.2319
320 697 22607.0095
321 397 2233.4857
322 509 3898.6193
323 768 10705.7884
324 645 14936.9181
325 361 8105.9871
326 569 2202.2268
327 235 3118.9685
328 625 646.0036
329 561 1531.5080
330 505 8499.4468
331 565 10960.0096
332 535 750.0715
333 581 2402.8604
334 624 14440.6014
335 536 12491.0875
336 363 5563.2516
337 538 14558.3726
338 450 4460.5229
339 355 2972.2781
340 588 10852.8851
341 476 11208.6940
342 568 15370.7740
343 535 8769.9820
344 534 2745.9784
345 508 2649.7371
346 399 5463.5481
347 600 20677.8943
348 376 2906.3559
349 515 8723.9516
350 622 12675.7994
351 372 6318.9929
352 338 6882.7579
353 406 476.1125
354 369 7506.2294
355 503 11092.3638
356 381 4334.4046
357 463 8571.1577
358 534 248.2718
359 414 2500.2873
360 586 14005.0842
361 359 3837.0538
362 480 10297.3671
363 464 9513.5123
364 483 2488.2948
365 563 17830.0546
366 399 4878.4993
367 398 9734.3491
368 514 8661.5486
369 646 13958.3443
370 534 15459.4666
371 468 8509.4953
372 648 1256.2508
373 368 6676.8381
374 551 13740.8458
375 368 1232.6947
376 352 5075.7277
377 502 10579.2423
378 400 7205.9902
379 370 3474.1175
