<number of tasks>
148
<cycle time>
121
<order strength>
0.000
<z_alpha>
1.280
<task times>
1 16 8.2963
2 30 2.5956
3 7 2.5778
4 47 113.8758
5 29 5.3269
6 8 1.8012
7 39 9.4886
8 37 84.2028
9 32 27.0793
10 29 3.6215
11 17 9.8069
12 11 5.3698
13 32 3.9638
14 15 13.5073
15 53 129.8078
16 53 97.5870
17 8 3.2532
18 24 35.8831
19 24 27.4500
20 8 1.7825
21 7 2.2141
22 8 2.6190
23 14 8.7057
24 13 2.5435
25 10 5.2822
26 25 29.0279
27 11 6.8052
28 25 10.7707
29 11 5.0655
30 29 29.4487
31 25 25.5205
32 10 3.0071
33 14 2.3789
34 41 103.3064
35 42 82.2565
36 47 117.2338
37 7 0.8377
38 80 18.1445
39 7 0.2843
40 41 35.5950
41 47 73.6544
42 16 6.7224
43 32 5.9362
44 66 133.2100
45 80 34.3730
46 7 0.5013
47 41 51.3406
48 13 9.4334
49 47 1.5717
50 33 63.1966
51 34 18.4278
52 11 4.4125
53 18 18.8518
54 25 16.8348
55 7 2.5565
56 28 29.0722
57 12 0.3893
58 52 157.2698
59 14 7.9526
60 3 0.1960
61 3 0.4646
62 8 3.6135
63 16 10.2591
64 33 0.1832
65 8 1.7163
66 18 17.9017
67 10 5.7082
68 14 3.1253
69 28 37.9456
70 11 1.5353
71 18 11.1839
72 25 24.2737
73 40 35.4299
74 40 5.9424
75 1 0.0460
76 5 0.6075
77 28 26.0493
78 8 2.6177
79 81 8.8232
80 7 2.0226
81 26 32.3345
82 10 1.2401
83 21 17.1151
84 26 2.6740
85 20 21.2845
86 21 14.5322
87 47 27.9208
88 23 2.2367
89 13 6.1758
90 19 18.9880
91 15 1.2558
92 35 55.1142
93 26 4.9828
94 46 14.1737
95 20 15.1327
96 31 14.2313
97 19 12.9345
98 34 63.9239
99 51 111.2242
100 39 37.4121
101 30 20.4133
102 26 32.6676
103 13 6.4511
104 45 35.5138
105 58 175.6864
106 28 17.4846
107 8 0.3754
108 83 142.8387
109 40 21.2328
110 34 53.8255
111 23 18.9340
112 62 105.4715
113 11 4.5461
114 19 2.9654
115 14 11.8186
116 31 1.2016
117 32 9.0206
118 26 29.8945
119 55 79.5868
120 31 19.5055
121 32 4.2577
122 26 11.8375
123 19 10.6109
124 14 3.4964
125 19 20.8899
126 48 61.4687
127 55 75.9487
128 8 3.2355
129 11 5.1807
130 27 39.1461
131 18 18.6169
132 36 12.9126
133 23 2.8637
134 20 0.1047
135 46 99.2117
136 64 18.2254
137 22 11.3926
138 15 6.5997
139 34 10.8969
140 22 22.1711
141 51 10.1396
142 48 0.8037
143 64 204.9237
144 70 156.8044
145 37 13.0220
146 64 205.9078
147 78 9.3357
148 78 188.0499
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
