<number of tasks>
297
<cycle time>
1787
<order strength>
0.000
<z_alpha>
1.645
<task times>
1 270 6673.3470
2 270 2910.4395
3 130 1268.6219
4 148 4685.7059
5 190 2398.2106
6 293 1446.0030
7 348 13143.0326
8 182 1403.4099
9 490 52693.6001
10 212 3798.7524
11 248 11239.6289
12 248 8841.2285
13 248 6723.2160
14 248 6764.2741
15 248 13305.6859
16 268 3803.1011
17 268 12001.6294
18 268 6873.6681
19 288 15378.8986
20 248 11796.9722
21 268 14340.9801
22 60 889.5847
23 268 3278.8329
24 240 12042.2505
25 240 12491.0938
26 171 3484.4598
27 490 21757.8228
28 182 537.3068
29 170 3364.0716
30 306 16457.9392
31 108 1324.6761
32 248 10085.6158
33 190 8658.4424
34 240 7419.7787
35 339 15002.0198
36 288 7218.9064
37 248 9009.3690
38 455 21213.6514
39 268 14853.5575
40 270 3360.4580
41 180 6462.7472
42 121 1929.5599
43 270 9540.6946
44 440 17545.1780
45 249 12133.2390
46 194 4482.0554
47 162 666.5109
48 130 1930.2764
49 388 15997.2706
50 90 1914.4520
51 212 9814.2568
52 246 12520.3014
53 188 5042.3989
54 270 473.9450
55 160 3822.8752
56 79 317.7180
57 466 37246.9974
58 240 5900.1289
59 137 162.0482
60 184 5153.4793
61 110 1016.0382
62 275 13099.3476
63 149 931.5473
64 280 13363.1532
65 119 2572.9636
66 184 4351.1260
67 140 3479.5221
68 150 5266.2729
69 190 8006.1093
70 150 3249.3097
71 150 3563.4613
72 284 8711.6296
73 192 7805.4810
74 347 3360.5371
75 232 3047.2277
76 140 914.7225
77 608 36659.9575
78 80 62.2480
79 40 3.3155
80 130 891.1825
81 110 2206.1919
82 350 17048.3996
83 140 1725.4833
84 240 1835.5669
85 240 2184.9983
86 90 2000.9744
87 54 431.3468
88 294 14802.4032
89 203 4549.7822
90 150 4816.6981
91 270 2721.0992
92 155 5507.6883
93 190 2491.6112
94 78 532.2790
95 140 1242.1094
96 241 6570.2904
97 430 27880.2466
98 90 1528.7377
99 110 1949.3775
100 9 18.1209
101 430 12486.9319
102 130 3715.6773
103 289 877.6916
104 110 864.2493
105 160 4103.3213
106 442 41531.6582
107 159 1391.7793
108 250 3889.7612
109 190 363.1446
110 184 5843.2233
111 690 985.0704
112 72 666.9619
113 190 8162.0427
114 190 774.1058
115 90 1844.1783
116 889 82073.4985
117 170 3943.6371
118 155 3971.9407
119 190 2492.1454
120 130 1276.1370
121 390 15195.2345
122 301 7368.0898
123 54 150.9655
124 227 12639.6937
125 142 1684.8193
126 184 5645.2764
127 741 31436.3021
128 868 87620.0493
129 230 12701.6293
130 121 534.8533
131 320 20426.6818
132 126 2022.6902
133 440 36047.2555
134 127 3613.3795
135 134 4007.9786
136 150 1866.8246
137 140 3992.8512
138 110 1994.0641
139 320 10006.1552
140 250 13993.8555
141 232 10106.7029
142 188 1521.0978
143 250 9864.2109
144 377 29945.7354
145 90 122.2566
146 140 904.9163
147 90 1272.5531
148 90 1001.9472
149 70 102.7031
150 90 864.7322
151 110 1460.0792
152 150 2751.7125
153 101 264.9061
154 377 13284.6249
155 118 2527.6934
156 290 14833.8127
157 209 7499.3640
158 150 762.4559
159 150 2118.1324
160 79 339.0435
161 150 3612.8060
162 91 541.6167
163 59 402.6630
164 218 836.6859
165 351 22044.1289
166 873 140110.1878
167 130 342.3615
168 68 188.5717
169 126 712.2244
170 120 110.6730
171 227 11591.0581
172 198 3651.6125
173 132 1692.8468
174 121 2888.0889
175 150 1672.4831
176 100 212.3045
177 38 258.5388
178 70 305.0356
179 355 27945.3155
180 284 15014.7545
181 122 1010.1678
182 75 368.9404
183 160 5813.3237
184 140 2175.0777
185 520 28706.9081
186 99 653.3543
187 182 7447.9844
188 80 815.1467
189 514 12876.4784
190 96 1578.3129
191 50 371.3387
192 272 13847.7536
193 226 5572.6893
194 194 6060.5262
195 164 4253.9083
196 96 2226.0515
197 107 2763.9781
198 108 282.6947
199 167 1567.2743
200 98 776.5210
201 82 465.0085
202 482 53343.8601
203 72 372.9312
204 50 519.8594
205 130 2629.0778
206 230 3469.7665
207 50 502.1762
208 240 3314.1271
209 190 1037.7074
210 190 3511.7025
211 240 13575.6252
212 74 583.1837
213 139 678.8385
214 339 4336.8067
215 260 13517.4195
216 132 1233.5306
217 550 53971.1614
218 420 37903.5097
219 152 829.1058
220 12 16.2397
221 90 1823.8400
222 5 3.4537
223 128 1581.0237
224 100 2459.2454
225 120 1376.7000
226 100 296.9870
227 320 373.2126
228 835 242.5663
229 740 40390.6543
230 223 8774.2277
231 100 5.4995
232 390 8663.4876
233 140 1007.0908
234 304 18813.9881
235 120 1438.2560
236 403 29159.7429
237 21 78.7568
238 246 7231.2100
239 160 871.2412
240 1019 45383.5897
241 34 162.1915
242 120 397.7118
243 68 763.7222
244 910 18610.7079
245 302 6070.3375
246 778 32002.9618
247 101 1035.5941
248 1310 41384.8103
249 20 50.9845
250 278 15178.8429
251 81 1084.2865
252 290 18295.8786
253 100 2056.4309
254 372 9539.7760
255 72 18.8609
256 28 49.4038
257 90 786.7607
258 250 9055.2603
259 144 1667.9624
260 303 8053.9626
261 220 5801.6029
262 58 287.7645
263 224 4183.9708
264 211 8525.3493
265 99 1585.5948
266 44 180.2962
267 120 27.8162
268 70 129.0343
269 421 32522.5276
270 231 11438.4264
271 214 2842.8057
272 196 2372.9487
273 280 7392.7977
274 398 20177.0362
275 72 93.9845
276 280 1894.5544
277 356 7633.6253
278 193 8384.6899
279 140 1129.0040
280 130 3433.0901
281 300 12191.0035
282 456 19064.1386
283 7 4.0304
284 170 2698.4786
285 252 7517.3083
286 210 745.2174
287 308 5223.4023
288 308 16332.3502
289 121 3274.9829
290 52 495.1974
291 426 30906.7859
292 104 2617.9618
293 1386 22805.6822
294 527 54036.2172
295 968 9556.6677
296 1047 93866.9104
297 538 69228.5763
<precedence relations>
1,2
2,3
3,4
4,5
4,22
4,26
4,27
4,40
4,48
4,56
4,83
4,86
4,94
4,105
4,109
4,111
4,134
4,221
4,247
4,259
5,6
6,7
6,8
6,9
6,10
7,11
7,12
7,13
7,14
7,15
7,20
8,11
8,12
8,13
8,14
8,15
8,20
9,11
9,12
9,13
9,14
9,15
9,20
10,11
10,12
10,13
10,14
10,15
10,20
11,16
12,17
13,18
14,19
15,21
16,23
17,23
18,23
19,23
20,23
21,23
22,24
22,25
23,28
24,29
25,29
26,30
27,31
28,32
28,37
29,33
29,44
29,121
30,34
30,297
31,34
31,82
31,172
31,179
32,36
33,38
34,35
35,42
36,39
37,39
38,41
39,43
40,44
40,84
40,97
41,45
42,46
43,47
44,49
45,50
46,51
46,138
47,52
48,52
49,53
50,54
51,55
51,81
52,57
53,58
54,58
54,296
55,59
56,60
56,61
57,62
57,63
57,71
57,76
58,64
59,64
59,99
59,100
60,68
61,65
62,66
63,67
64,72
65,69
66,69
67,70
68,73
69,74
70,75
71,77
72,78
73,84
73,97
74,84
74,97
75,84
75,97
76,84
76,97
77,84
77,97
78,79
78,80
78,125
78,192
79,85
80,85
81,87
82,88
82,89
83,90
84,91
85,92
86,93
87,99
87,100
88,99
88,100
89,99
89,100
90,95
91,96
92,98
93,98
94,101
95,101
96,101
97,101
98,102
99,103
100,104
101,106
102,107
103,108
104,108
105,110
106,112
107,113
108,114
108,115
108,292
109,119
109,120
110,119
110,120
110,162
111,116
112,117
113,118
114,119
115,120
116,122
117,123
117,124
117,257
118,126
119,127
120,127
120,150
121,128
122,129
123,130
123,145
123,146
123,147
123,148
123,149
124,130
125,130
126,130
127,130
127,157
128,130
129,130
129,141
130,131
130,144
131,132
131,133
132,135
133,135
133,170
134,136
135,137
136,139
137,140
138,140
138,191
139,142
139,253
140,143
140,200
141,151
142,152
143,153
143,169
144,154
145,155
146,156
147,158
148,159
149,160
150,161
151,163
152,164
153,165
154,166
155,166
156,166
157,166
158,166
159,166
160,166
161,166
162,167
163,166
164,167
165,168
165,176
166,170
167,171
168,173
169,174
