<number of tasks>
148
<cycle time>
146
<order strength>
0.000
<z_alpha>
1.645
<task times>
1 16 20.5486
2 30 155.9183
3 7 4.2481
4 47 107.3343
5 29 200.0061
6 8 15.7753
7 39 202.5791
8 37 266.3577
9 32 26.7449
10 29 190.9238
11 17 47.5092
12 11 22.1210
13 32 234.5992
14 15 27.2965
15 53 296.1380
16 53 328.2762
17 8 7.7900
18 24 65.6890
19 24 82.2160
20 8 14.8073
21 7 8.0594
22 8 8.1875
23 14 28.3889
24 13 29.2431
25 10 10.6716
26 25 2.2280
27 11 28.4782
28 25 154.5819
29 11 7.3981
30 29 164.7466
31 25 26.1519
32 10 20.5425
33 14 42.4239
34 41 103.4908
35 42 61.1492
36 47 411.6236
37 7 0.2718
38 80 765.1003
39 7 6.8320
40 41 244.3079
41 47 520.9065
42 16 27.6857
43 32 182.4029
44 66 911.4799
45 80 365.7999
46 7 10.9243
47 41 317.7702
48 13 12.7913
49 47 395.1836
50 33 140.2971
51 34 99.1816
52 11 30.1208
53 18 67.0426
54 25 104.6836
55 7 4.9478
56 28 80.6598
57 12 28.6856
58 52 389.1046
59 14 30.3009
60 3 1.3588
61 3 0.5751
62 8 2.5984
63 16 40.7482
64 33 121.1621
65 8 12.5938
66 18 5.5637
67 10 8.9171
68 14 47.0943
69 28 125.7056
70 11 4.4908
71 18 36.4474
72 25 132.2882
73 40 185.5390
74 40 46.6364
75 1 0.1770
76 5 4.7507
77 28 26.3823
78 8 8.3356
79 81 733.3337
80 7 9.0109
81 26 107.0990
82 10 19.1165
83 21 19.6340
84 26 2.7673
85 20 46.7097
86 21 110.1723
87 47 465.6411
88 23 92.0245
89 13 24.9736
90 19 35.8187
91 15 36.6263
92 35 20.0833
93 26 152.9056
94 46 11.2408
95 20 53.4506
96 31 65.8646
97 19 54.9330
98 34 4.9771
99 51 557.8189
100 39 327.9695
101 30 149.0101
102 26 146.3420
103 13 9.6886
104 45 238.4654
105 58 498.2051
106 28 181.9068
107 8 8.5257
108 83 522.3140
109 40 201.9494
110 34 221.9772
111 23 48.9642
112 62 355.3716
113 11 29.3470
114 19 5.2157
115 14 36.4661
116 31 163.3997
117 32 142.3647
118 26 22.6226
119 55 706.7045
120 31 13.8842
121 32 11.2091
122 26 14.1629
123 19 73.4195
124 14 13.5269
125 19 89.3744
126 48 77.0110
127 55 104.4832
128 8 5.3466
129 11 7.1238
130 27 167.1721
131 18 78.2772
132 36 38.9464
133 23 20.7363
134 20 39.9311
135 46 422.2799
136 64 487.5908
137 22 111.7258
138 15 4.4814
139 34 271.1409
140 22 42.9570
141 51 461.5529
142 48 472.1803
143 64 189.2592
144 70 300.8450
145 37 231.7148
146 64 279.4284
147 78 221.9671
148 78 152.2136
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
