<number of tasks>
148
<cycle time>
95
<order strength>
0.000
<z_alpha>
1.280
<task times>
1 16 10.7607
2 30 26.0132
3 7 2.4949
4 47 93.3948
5 29 22.3673
6 8 1.4105
7 39 52.5977
8 37 18.5872
9 32 25.3267
10 29 12.5840
11 17 3.6854
12 11 5.2786
13 32 12.6105
14 15 11.0286
15 53 35.2587
16 53 93.9350
17 8 0.9700
18 24 35.9046
19 24 35.7794
20 8 1.1155
21 7 2.1668
22 8 1.4582
23 14 6.7046
24 13 4.0206
25 10 1.1376
26 25 8.4427
27 11 4.5238
28 25 23.8431
29 11 6.0341
30 29 45.9844
31 25 21.3648
32 10 0.7344
33 14 5.9551
34 41 53.8917
35 42 48.6077
36 47 46.6302
37 7 0.6387
38 80 43.7332
39 7 0.3941
40 41 75.8128
41 47 52.9594
42 16 9.0217
43 32 55.0293
44 66 108.4057
45 80 45.7187
46 7 1.9521
47 41 40.4693
48 13 5.1030
49 47 4.7052
50 33 50.3534
51 34 70.0283
52 11 6.0512
53 18 9.4297
54 25 18.6522
55 7 2.1233
56 28 39.6545
57 12 0.4656
58 52 52.1669
59 14 10.8836
60 3 0.4231
61 3 0.1431
62 8 2.2197
63 16 5.4134
64 33 0.6369
65 8 2.3011
66 18 6.9314
67 10 1.9394
68 14 9.4052
69 28 18.4561
70 11 6.6167
71 18 7.6257
72 25 3.8419
73 40 49.6314
74 40 81.1226
75 1 0.0038
76 5 0.0949
77 28 38.4048
78 8 3.0540
79 81 6.0053
80 7 1.5941
81 26 15.7591
82 10 2.6434
83 21 3.5973
84 26 30.6656
85 20 23.4175
86 21 1.3436
87 47 136.3045
88 23 27.2522
89 13 9.5763
90 19 0.8475
91 15 5.9228
92 35 66.7601
93 26 2.2945
94 46 50.1093
95 20 7.0349
96 31 10.4367
97 19 16.1625
98 34 56.6245
99 51 66.5920
100 39 47.7115
101 30 15.1914
102 26 30.5571
103 13 2.9386
104 45 49.0893
105 58 116.4148
106 28 47.2804
107 8 1.2772
108 83 26.0033
109 40 3.6723
110 34 67.1620
111 23 4.6920
112 62 110.4760
113 11 5.1970
114 19 16.5129
115 14 0.6650
116 31 53.9697
117 32 39.5915
118 26 36.4430
119 55 66.6735
120 31 2.9883
121 32 28.9322
122 26 31.0384
123 19 22.3308
124 14 3.8719
125 19 4.5001
126 48 100.6345
127 55 48.8073
128 8 1.3585
129 11 6.6699
130 27 11.9597
131 18 19.9832
132 36 7.5946
133 23 20.3065
134 20 17.4425
135 46 87.5735
136 64 50.3949
137 22 6.8499
138 15 1.6866
139 34 43.3998
140 22 15.0831
141 51 150.8736
142 48 29.7408
143 64 83.8156
144 70 159.6856
145 37 82.9899
146 64 221.8789
147 78 8.9202
148 78 25.6116
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
