<number of tasks>
297
<cycle time>
2787
<order strength>
0.000
<z_alpha>
1.280
<task times>
1 270 2862.2490
2 270 1153.5931
3 130 980.8093
4 148 773.9242
5 190 528.1254
6 293 1534.8024
7 348 7503.2668
8 182 1009.9211
9 490 8879.9984
10 212 745.1032
11 248 1980.6953
12 248 449.2018
13 248 2023.4473
14 248 3243.0203
15 248 1553.6173
16 268 3489.7798
17 268 3742.1091
18 268 3088.3576
19 288 5049.6356
20 248 348.9926
21 268 1161.5210
22 60 133.1600
23 268 364.4464
24 240 1991.7112
25 240 716.7121
26 171 103.1209
27 490 9565.8727
28 182 16.8882
29 170 1322.9169
30 306 1493.3256
31 108 461.5335
32 248 3475.5143
33 190 1246.9785
34 240 1528.7566
35 339 5049.2251
36 288 1932.2243
37 248 1507.4117
38 455 2944.5146
39 268 406.0518
40 270 2507.3790
41 180 552.4761
42 121 549.6691
43 270 487.2552
44 440 9152.1221
45 249 3418.5520
46 194 2231.1014
47 162 41.2609
48 130 958.3962
49 388 3424.6207
50 90 425.5416
51 212 237.4417
52 246 3161.9245
53 188 1185.4403
54 270 1129.5306
55 160 27.6726
56 79 174.8209
57 466 10278.1543
58 240 3009.7226
59 137 758.3885
60 184 61.4534
61 110 613.2521
62 275 4128.5721
63 149 73.3997
64 280 235.0135
65 119 91.4967
66 184 1343.0074
67 140 585.7245
68 150 968.2454
69 190 1898.1180
70 150 1088.3032
71 150 762.7145
72 284 1397.7554
73 192 1716.9315
74 347 222.0458
75 232 1925.8747
76 140 933.3060
77 608 13325.0803
78 80 177.9967
79 40 65.3314
80 130 325.8686
81 110 725.8164
82 350 4927.3901
83 140 854.3749
84 240 1851.9537
85 240 1918.6120
86 90 87.0515
87 54 80.8566
88 294 647.3301
89 203 2019.7382
90 150 1029.0701
91 270 2707.5541
92 155 1084.8196
93 190 1439.6973
94 78 176.4252
95 140 485.7849
96 241 2118.5062
97 430 2637.3859
98 90 341.3578
99 110 236.5001
100 9 1.0397
101 430 9070.6593
102 130 670.6708
103 289 4931.8020
104 110 481.1121
105 160 1410.4406
106 442 8844.2049
107 159 942.0211
108 250 3142.5458
109 190 1551.7275
110 184 316.1048
111 690 29068.6619
112 72 209.1480
113 190 941.6854
114 190 1753.3227
115 90 338.5847
116 889 30526.7738
117 170 45.7858
118 155 757.8793
119 190 856.7874
120 130 588.5301
121 390 9345.4957
122 301 1386.2588
123 54 8.9925
124 227 1654.9579
125 142 952.1901
126 184 578.1138
127 741 22092.7993
128 868 31071.3656
129 230 174.9813
130 121 221.2341
131 320 4665.0921
132 126 135.8001
133 440 11459.8292
134 127 469.9411
135 134 291.8012
136 150 1242.8852
137 140 213.0367
138 110 464.6014
139 320 6288.6807
140 250 2309.9680
141 232 2892.1369
142 188 239.0567
143 250 1211.4063
144 377 7596.6982
145 90 188.1609
146 140 971.0357
147 90 127.4138
148 90 40.2549
149 70 302.7307
150 90 399.6937
151 110 615.3892
152 150 1173.7423
153 101 298.8757
154 377 6105.2938
155 118 498.4078
156 290 194.2301
157 209 434.6179
158 150 424.4799
159 150 165.8388
160 79 150.6761
161 150 184.6200
162 91 306.0020
163 59 18.0696
164 218 2699.1265
165 351 1396.9701
166 873 14788.2863
167 130 157.3090
168 68 257.3967
169 126 273.6006
170 120 885.1874
171 227 2320.4361
172 198 1645.5247
173 132 169.7503
174 121 360.7130
175 150 290.0594
176 100 242.6239
177 38 15.3143
178 70 100.4983
179 355 3096.0624
180 284 3302.7135
181 122 510.1382
182 75 3.0651
183 160 96.4162
184 140 1034.2396
185 520 16312.9400
186 99 287.2958
187 182 630.6362
188 80 369.9758
189 514 317.8866
190 96 554.3310
191 50 3.3426
192 272 808.3611
193 226 274.7820
194 194 1688.0108
195 164 929.8583
196 96 432.8483
197 107 262.8154
198 108 407.1969
199 167 691.7670
200 98 587.1269
201 82 142.9663
202 482 7121.3119
203 72 3.8509
204 50 89.5410
205 130 110.3131
206 230 618.2332
207 50 68.7243
208 240 1823.8014
209 190 661.4246
210 190 1817.5150
211 240 2488.2447
212 74 157.6074
213 139 1004.8515
214 339 2364.5777
215 260 3178.8533
216 132 1019.9420
217 550 2360.6635
218 420 1628.1376
219 152 1142.5144
220 12 4.6627
221 90 111.9025
222 5 0.9674
223 128 984.4225
224 100 87.0743
225 120 298.4136
226 100 108.5855
227 320 1150.2189
228 835 24983.9474
229 740 24037.5058
230 223 775.3258
231 100 1.7727
232 390 9379.2402
233 140 536.1953
234 304 1851.7076
235 120 116.5832
236 403 4829.8362
237 21 24.1493
238 246 2120.8304
239 160 1475.7697
240 1019 62529.2884
241 34 6.0805
242 120 326.1234
243 68 18.4708
244 910 12522.9321
245 302 169.3565
246 778 33674.8526
247 101 330.6446
248 1310 15803.0940
249 20 23.6082
250 278 518.1850
251 81 150.3996
252 290 461.0122
253 100 573.2585
254 372 5641.5323
255 72 87.6411
256 28 13.1911
257 90 252.5791
258 250 2903.6460
259 144 684.7618
260 303 303.3849
261 220 1189.3161
262 58 61.1892
263 224 1906.7292
264 211 1985.1160
265 99 180.2319
266 44 42.2710
267 120 96.6133
268 70 73.9918
269 421 5409.2341
270 231 2109.6477
271 214 2259.5376
272 196 623.6336
273 280 4061.9575
274 398 2876.4522
275 72 41.7575
276 280 1090.2688
277 356 4238.5362
278 193 729.5259
279 140 709.8997
280 130 352.2483
281 300 2607.1282
282 456 7965.7577
283 7 1.7403
284 170 463.4761
285 252 17.9845
286 210 344.2068
287 308 2494.7945
288 308 848.9582
289 121 244.5958
290 52 34.6532
291 426 6110.4592
292 104 176.9338
293 1386 9874.7512
294 527 7046.9704
295 968 49826.1205
296 1047 40770.9316
297 538 10381.1358
<precedence relations>
1,2
2,3
3,4
4,5
4,22
4,26
4,27
4,40
4,48
4,56
4,83
4,86
4,94
4,105
4,109
4,111
4,134
4,221
4,247
4,259
5,6
6,7
6,8
6,9
6,10
7,11
7,12
7,13
7,14
7,15
7,20
8,11
8,12
8,13
8,14
8,15
8,20
9,11
9,12
9,13
9,14
9,15
9,20
10,11
10,12
10,13
10,14
10,15
10,20
11,16
12,17
13,18
14,19
15,21
16,23
17,23
18,23
19,23
20,23
21,23
22,24
22,25
23,28
24,29
25,29
26,30
27,31
28,32
28,37
29,33
29,44
29,121
30,34
30,297
31,34
31,82
31,172
31,179
32,36
33,38
34,35
35,42
36,39
37,39
38,41
39,43
40,44
40,84
40,97
41,45
42,46
43,47
44,49
45,50
46,51
46,138
47,52
48,52
49,53
50,54
51,55
51,81
52,57
53,58
54,58
54,296
55,59
56,60
56,61
57,62
57,63
57,71
57,76
58,64
59,64
59,99
59,100
60,68
61,65
62,66
63,67
64,72
65,69
66,69
67,70
68,73
69,74
70,75
71,77
72,78
73,84
73,97
74,84
74,97
75,84
75,97
76,84
76,97
77,84
77,97
78,79
78,80
78,125
78,192
79,85
80,85
81,87
82,88
82,89
83,90
84,91
85,92
86,93
87,99
87,100
88,99
88,100
89,99
89,100
90,95
91,96
92,98
93,98
94,101
95,101
96,101
97,101
98,102
99,103
100,104
101,106
102,107
103,108
104,108
105,110
106,112
107,113
108,114
108,115
108,292
109,119
109,120
110,119
110,120
110,162
111,116
112,117
113,118
114,119
115,120
116,122
117,123
117,124
117,257
118,126
119,127
120,127
120,150
121,128
122,129
123,130
123,145
123,146
123,147
123,148
123,149
124,130
125,130
126,130
127,130
127,157
128,130
129,130
129,141
130,131
130,144
131,132
131,133
132,135
133,135
133,170
134,136
135,137
136,139
137,140
138,140
138,191
139,142
139,253
140,143
140,200
141,151
142,152
143,153
143,169
144,154
145,155
146,156
147,158
148,159
149,160
150,161
151,163
152,164
153,165
154,166
155,166
156,166
157,166
158,166
159,166
160,166
161,166
162,167
163,166
164,167
165,168
165,176
166,170
167,171
168,173
169,174
170,174
171,174
172,175
173,177
174,178
174,287
174,288
175,180
176,181
177,181
178,181
179,181
180,181
180,252
181,182
181,183
181,184
181,185
181,186
181,187
181,188
181,189
181,196
