<number of tasks>
148
<cycle time>
157
<order strength>
0.000
<z_alpha>
1.645
<task times>
1 16 10.4042
2 30 11.8687
3 7 2.5926
4 47 5.4552
5 29 26.7018
6 8 2.4715
7 39 91.0163
8 37 36.5086
9 32 45.8293
10 29 29.4893
11 17 1.7433
12 11 2.3809
13 32 22.7321
14 15 8.3889
15 53 152.0670
16 53 144.1315
17 8 3.6459
18 24 27.8886
19 24 12.4085
20 8 0.8249
21 7 0.5071
22 8 1.4494
23 14 12.0002
24 13 1.9432
25 10 3.7845
26 25 3.8450
27 11 6.4921
28 25 8.4492
29 11 7.4011
30 29 16.1844
31 25 34.0708
32 10 4.7159
33 14 7.1866
34 41 82.9265
35 42 22.1360
36 47 50.3924
37 7 2.6683
38 80 234.9083
39 7 2.7795
40 41 15.7718
41 47 111.7277
42 16 14.7769
43 32 47.3950
44 66 170.1556
45 80 29.5029
46 7 1.2993
47 41 35.9184
48 13 1.7269
49 47 40.6508
50 33 18.1934
51 34 63.4725
52 11 7.5308
53 18 4.4749
54 25 19.5144
55 7 2.0405
56 28 11.7613
57 12 7.9797
58 52 12.2535
59 14 4.5703
60 3 0.4992
61 3 0.3097
62 8 2.4332
63 16 5.2746
64 33 66.3904
65 8 2.9739
66 18 14.5423
67 10 1.5528
68 14 3.1441
69 28 23.7454
70 11 0.9767
71 18 3.3355
72 25 5.4221
73 40 11.6156
74 40 14.2758
75 1 0.0464
76 5 0.1631
77 28 19.4555
78 8 0.6094
79 81 58.2482
80 7 1.2250
81 26 11.9551
82 10 4.6860
83 21 15.4148
84 26 35.8140
85 20 0.2709
86 21 4.0809
87 47 38.3982
88 23 29.4759
89 13 2.9477
90 19 15.4244
91 15 0.5702
92 35 48.3644
93 26 13.5802
94 46 41.5459
95 20 4.7478
96 31 24.1919
97 19 16.0004
98 34 58.1317
99 51 24.9093
100 39 87.4801
101 30 44.4148
102 26 25.1462
103 13 3.6776
104 45 95.3500
105 58 180.3258
106 28 18.6562
107 8 0.1175
108 83 348.2455
109 40 20.5502
110 34 45.6612
111 23 3.9554
112 62 39.0836
113 11 5.8958
114 19 4.0618
115 14 6.8553
116 31 33.6289
117 32 60.6600
118 26 4.7124
119 55 126.9936
120 31 18.0261
121 32 27.1950
122 26 22.7660
123 19 2.8965
124 14 12.0721
125 19 22.0491
126 48 107.4443
127 55 68.6476
128 8 1.5651
129 11 7.0337
130 27 40.3003
131 18 17.6618
132 36 53.5378
133 23 17.3703
134 20 0.6299
135 46 28.3443
136 64 11.8412
137 22 29.3315
138 15 10.5359
139 34 57.9810
140 22 29.4765
141 51 18.8352
142 48 53.6691
143 64 45.4425
144 70 228.6387
145 37 23.6443
146 64 248.8221
147 78 40.2844
148 78 364.3168
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
