<number of tasks>
1000
<cycle time>
1000
<order strength>
0.197
<z_alpha>
1.280
<task times>
1 105 500.3801
2 110 18.5717
3 219 1416.1721
4 506 2874.5598
5 273 561.9179
6 312 4157.4183
7 515 11819.1035
8 281 509.6513
9 149 670.8625
10 481 787.4775
11 44 45.0372
12 88 64.1251
13 94 513.1233
14 405 6886.3660
15 77 7.8622
16 483 3398.6630
17 245 511.0368
18 386 7405.2504
19 75 335.0647
20 40 72.5454
21 492 104.5831
22 245 1759.9826
23 312 2929.1327
24 143 1148.5189
25 450 12452.8237
26 338 289.2096
27 20 1.3732
28 24 28.5011
29 46 80.7178
30 74 276.5224
31 43 72.7932
32 30 22.2289
33 223 2102.3668
34 94 134.6759
35 484 9104.1106
36 234 2001.4757
37 257 291.1604
38 163 550.8158
39 225 245.4167
40 455 1778.5210
41 425 693.0964
42 65 56.3147
43 65 159.2805
44 195 1761.1282
45 132 129.3650
46 68 204.9603
47 30 53.5889
48 59 76.6405
49 255 3427.2707
50 175 1649.5893
51 362 1467.8546
52 110 9.2103
53 136 356.9361
54 246 2673.2465
55 479 12846.8532
56 32 2.2977
57 70 128.3906
58 200 1354.3383
59 212 1242.9470
60 458 4249.7475
61 292 2134.5637
62 430 8782.7123
63 511 6619.7809
64 412 619.0678
65 31 1.3776
66 137 434.9439
67 27 11.0071
68 368 215.7859
69 280 3890.7373
70 206 162.9995
71 22 9.0312
72 54 144.8228
73 501 4841.9524
74 163 318.4039
75 420 9548.8323
76 269 2725.3151
77 124 481.0782
78 277 514.2488
79 34 33.7168
80 499 7605.4964
81 487 5592.4393
82 316 4666.4004
83 550 6965.6425
84 45 69.7560
85 256 2511.2209
86 27 11.4245
87 152 661.4204
88 53 140.0904
89 252 1029.5392
90 181 610.9680
91 111 455.6337
92 262 2291.9866
93 30 55.8842
94 136 570.9269
95 356 5204.6030
96 290 1276.5836
97 161 726.3810
98 439 575.8745
99 637 8536.1250
100 201 1289.5423
101 79 28.0200
102 434 3612.2599
103 179 1444.8821
104 141 750.1928
105 194 1461.2818
106 34 3.5290
107 520 13277.9135
108 456 9847.7683
109 488 12148.0566
110 23 2.6699
111 310 3044.9042
112 254 2277.6813
113 401 1798.0386
114 110 114.3465
115 525 1316.7181
116 155 984.4973
117 289 3534.8212
118 374 4745.6408
119 447 9348.0155
120 345 1753.7071
121 198 1660.5323
122 532 10194.3527
123 125 410.3917
124 135 1123.6548
125 125 133.4715
126 255 1322.5053
127 95 514.8077
128 165 938.6330
129 273 2618.9778
130 97 585.8965
131 419 4518.4767
132 472 10517.0669
133 236 439.4610
134 312 2954.3066
135 176 491.9617
136 142 265.8793
137 136 687.8840
138 224 2399.1119
139 222 1013.6689
140 551 11373.1256
141 189 1190.9613
142 48 104.7250
143 245 1516.8623
144 286 4253.1100
145 131 949.7178
146 278 4338.6769
147 225 2683.0942
148 266 2795.8857
149 531 9769.4617
150 51 37.6027
151 49 43.4369
152 123 203.0958
153 313 5515.7248
154 327 3601.4616
155 271 3716.4719
156 138 584.0544
157 126 732.8981
158 551 3388.0031
159 295 2686.9737
160 107 666.3417
161 44 2.7588
162 263 3983.7646
163 337 2699.1585
164 241 3137.1417
165 327 2943.1217
166 94 249.6558
167 28 20.8858
168 132 30.9052
169 467 7455.9721
170 147 626.1139
171 161 904.4354
172 22 7.8213
173 400 714.8211
174 106 144.2854
175 141 1177.0337
176 187 1728.7945
177 176 420.1152
178 231 284.2548
179 269 3358.6025
180 83 320.7988
181 275 4355.6411
182 63 119.6344
183 74 260.4331
184 417 3234.6804
185 214 663.0714
186 78 102.1195
187 202 993.3475
188 28 32.8411
189 31 40.3983
190 140 399.8410
191 255 25.0001
192 48 77.8059
193 158 827.7848
194 62 226.7876
195 487 3964.2119
196 174 471.8746
197 388 2182.2674
198 159 457.7647
199 496 13362.4394
200 478 5730.0226
201 398 5275.4188
202 88 300.4974
203 305 4563.1970
204 563 13405.4738
205 50 86.6697
206 39 75.9233
207 239 1705.1818
208 483 11705.4859
209 135 697.9114
210 65 263.8867
211 30 54.7303
212 455 6615.9119
213 161 590.7521
214 76 42.5408
215 96 259.9627
216 445 5846.1116
217 366 731.5180
218 91 133.7464
219 188 328.7414
220 101 463.9745
221 234 1133.6480
222 100 167.5632
223 46 36.5524
224 186 1558.1627
225 40 92.5065
226 101 478.9393
227 155 1426.3807
228 92 32.0065
229 206 1414.9441
230 243 1942.8566
231 228 1715.0303
232 187 1807.3600
233 205 1227.6805
234 26 8.8527
235 164 655.4520
236 34 42.5364
237 119 181.5784
238 233 2560.9780
239 33 4.7373
240 282 1131.2019
241 330 2161.2657
242 243 3278.9089
243 95 326.1656
244 107 392.8710
245 144 1267.8651
246 157 1008.8603
247 497 5215.1924
248 250 2900.4672
249 136 72.7613
250 29 27.4176
251 481 9413.7676
252 36 56.4951
253 214 1241.2500
254 172 113.6639
255 254 1944.5925
256 63 244.2052
257 411 5787.1084
258 50 136.4061
259 292 2606.6285
260 509 11737.8267
261 150 206.1425
262 55 138.5646
263 160 559.7867
264 495 12939.3027
265 139 140.7383
266 564 7528.2419
267 229 99.7862
268 128 533.7083
269 183 1616.0441
270 97 308.2307
271 73 105.8687
272 101 285.7095
273 151 283.0705
274 218 1796.7350
275 211 1092.5812
276 285 1106.7556
277 444 4990.8922
278 393 2629.0435
279 272 3084.3258
280 238 3230.3465
281 294 1563.2908
282 106 672.8354
283 120 599.9272
284 518 1677.3666
285 503 10663.7268
286 126 877.3771
287 108 242.2009
288 222 2860.2506
289 123 728.3651
290 139 499.7274
291 533 16587.1739
292 102 331.7389
293 208 1529.1170
294 197 689.0041
295 355 30.9244
296 390 9084.6198
297 280 1791.1981
298 543 12003.0131
299 299 2074.8656
300 200 890.1604
301 306 553.0209
302 427 4291.9254
303 100 61.1732
304 168 983.5606
305 172 1093.3365
306 352 989.8651
307 85 304.6019
308 394 5915.9581
309 43 20.7842
310 214 1632.7478
311 275 2103.8495
312 46 106.1348
313 480 8237.1321
314 298 2351.9081
315 74 220.5929
316 376 6744.5599
317 102 630.8638
318 259 2537.1572
319 174 134.9186
320 29 39.5354
321 78 291.9060
322 315 2973.9782
323 39 83.9431
324 182 1070.1452
325 320 3797.8594
326 227 2339.9832
327 180 1440.8419
328 570 6725.2775
329 207 1088.4844
330 329 3333.2843
331 318 3073.3698
332 55 158.6523
333 113 287.4261
334 399 1940.2416
335 177 1422.9647
336 399 6596.2559
337 287 5029.7937
338 113 573.4367
339 91 47.1005
340 185 515.1516
341 131 18.5590
342 85 264.2801
343 265 53.5636
344 486 10207.0345
345 301 736.7222
346 510 4033.2573
347 293 3877.2407
348 296 4554.6538
349 243 927.3693
350 67 47.6532
351 220 269.7880
352 268 1778.9992
353 203 1440.4088
354 145 165.9264
355 318 2016.0877
356 156 1087.5403
357 81 148.6954
358 568 4802.4281
359 223 362.2032
360 407 5470.6265
361 294 5098.1932
362 141 691.9484
363 495 8786.4438
364 555 11179.8569
365 128 163.0988
366 179 1931.9415
367 154 1366.4003
368 116 254.2232
369 518 2793.9104
370 408 5099.3442
371 397 8411.7991
372 51 18.1272
373 151 309.1082
374 256 676.1953
375 182 1520.2233
376 105 158.2820
377 386 7541.1280
378 67 156.2434
379 332 2563.5600
380 85 191.0881
381 72 310.9333
382 148 1134.7033
383 164 1447.4681
384 232 844.7255
385 48 3.0614
386 117 814.0249
387 250 3101.9059
388 372 6175.4748
389 34 53.9754
390 51 2.7402
391 262 894.9503
392 444 9069.5541
393 110 3.8297
394 397 915.9685
395 83 189.9690
396 86 205.6306
397 143 818.2411
