<number of tasks>
297
<cycle time>
2787
<order strength>
0.000
<z_alpha>
1.645
<task times>
1 270 3722.9154
2 270 6381.4377
3 130 2494.3677
4 148 1899.9130
5 190 461.4183
6 293 12658.7194
7 348 1186.1949
8 182 7337.7493
9 490 35908.0902
10 212 1709.7782
11 248 2026.5150
12 248 474.3774
13 248 842.4402
14 248 5467.5546
15 248 12792.2405
16 268 15779.5640
17 268 10949.3331
18 268 16834.1897
19 288 7843.1983
20 248 13673.6880
21 268 14044.2819
22 60 678.6858
23 268 9017.5864
24 240 7561.3058
25 240 723.1756
26 171 2492.5562
27 490 46664.3148
28 182 860.6349
29 170 4534.9181
30 306 15504.2779
31 108 1734.9747
32 248 13558.6849
33 190 7668.2830
34 240 2451.0099
35 339 1402.3629
36 288 9273.5115
37 248 12432.1987
38 455 37929.8157
39 268 4928.9528
40 270 3052.7963
41 180 3364.7269
42 121 2930.7060
43 270 6869.2173
44 440 18067.2278
45 249 206.5364
46 194 3619.2909
47 162 5143.5193
48 130 4034.5429
49 388 10990.1522
50 90 1135.7066
51 212 7611.1154
52 246 7408.8052
53 188 2894.8180
54 270 10733.1091
55 160 4370.9209
56 79 1059.3916
57 466 43654.8422
58 240 3231.4934
59 137 3646.9922
60 184 959.2622
61 110 3013.8182
62 275 11893.6622
63 149 342.1387
64 280 1887.0010
65 119 1728.4464
66 184 2215.5758
67 140 688.5389
68 150 702.7790
69 190 2202.0280
70 150 73.8116
71 150 3894.4523
72 284 4060.8081
73 192 4686.1550
74 347 27083.5578
75 232 12526.2909
76 140 4697.5442
77 608 30212.0919
78 80 1562.8396
79 40 101.4413
80 130 870.0277
81 110 1936.2094
82 350 18583.6324
83 140 118.5173
84 240 745.0035
85 240 3650.9119
86 90 51.1393
87 54 401.3955
88 294 19790.7225
89 203 9604.5214
90 150 450.0115
91 270 10372.7787
92 155 2367.7776
93 190 3872.9391
94 78 1475.1534
95 140 4747.4005
96 241 8322.5372
97 430 33305.7472
98 90 1505.1427
99 110 29.0145
100 9 13.5544
101 430 2086.5057
102 130 2879.5824
103 289 18577.7153
104 110 906.5608
105 160 5101.7692
106 442 36713.1238
107 159 1289.7734
108 250 1441.6312
109 190 8583.6838
110 184 6454.1220
111 690 75553.9675
112 72 298.7591
113 190 6276.0866
114 190 5875.4424
115 90 1373.6093
116 889 185472.0421
117 170 238.3707
118 155 5696.1920
119 190 2553.6326
120 130 2800.4063
121 390 29937.2945
122 301 12280.0140
123 54 205.1416
124 227 8400.4469
125 142 3217.4799
126 184 7213.3826
127 741 127874.9099
128 868 186081.5726
129 230 6614.6574
130 121 1530.2900
131 320 24814.2502
132 126 867.8446
133 440 38595.7853
134 127 523.5567
135 134 284.1539
136 150 2936.2232
137 140 4231.0829
138 110 1100.2423
139 320 17026.9494
140 250 13281.1661
141 232 6834.9692
142 188 7452.9587
143 250 2919.9656
144 377 5799.8553
145 90 1533.5146
146 140 2988.9947
147 90 23.6247
148 90 855.6867
149 70 1053.4832
150 90 884.2207
151 110 1484.6626
152 150 844.5595
153 101 1945.2257
154 377 13671.2012
155 118 2337.7269
156 290 1178.6099
157 209 6821.2103
158 150 1312.6622
159 150 261.8506
160 79 506.8822
161 150 2885.8259
162 91 1896.4563
163 59 782.5316
164 218 10247.4642
165 351 5542.3049
166 873 180161.0574
167 130 392.6333
168 68 100.7829
169 126 1273.5617
170 120 1378.2944
171 227 7113.4605
172 198 1445.1363
173 132 3608.8928
174 121 858.3210
175 150 3861.3559
176 100 1119.2018
177 38 336.6067
178 70 424.5913
179 355 11798.0290
180 284 9021.4895
181 122 2836.7469
182 75 750.9477
183 160 5069.0667
184 140 3758.8820
185 520 11529.3214
186 99 1454.1286
187 182 5973.5957
188 80 730.1738
189 514 37050.4841
190 96 1665.1834
191 50 339.8203
192 272 3252.0540
193 226 9068.8372
194 194 9048.7816
195 164 6212.2092
196 96 4.0258
197 107 2745.1780
198 108 2543.7397
199 167 1205.9367
200 98 1330.4772
201 82 1061.0384
202 482 47952.2012
203 72 982.5891
204 50 286.4173
205 130 1255.7068
206 230 9634.0508
207 50 198.0762
208 240 8921.9624
209 190 76.1465
210 190 7449.8758
211 240 9317.9408
212 74 939.8858
213 139 3107.9856
214 339 1355.1481
215 260 7446.9167
216 132 868.0186
217 550 41437.6029
218 420 235.6038
219 152 5487.8420
220 12 12.9208
221 90 104.6560
222 5 1.8500
223 128 1686.7369
224 100 1332.2323
225 120 2549.1894
226 100 2484.5570
227 320 14915.8016
228 835 5794.3303
229 740 25839.2902
230 223 7608.6249
231 100 1676.8291
232 390 17007.8282
233 140 2936.8282
234 304 2246.3812
235 120 457.1972
236 403 4034.0768
237 21 78.5897
238 246 3493.4536
239 160 243.3133
240 1019 174086.0090
241 34 130.7759
242 120 624.1822
243 68 213.2373
244 910 128031.4155
245 302 7799.1578
246 778 130833.8148
247 101 598.9298
248 1310 144504.4708
249 20 34.9325
250 278 779.8372
251 81 560.6819
252 290 2075.2505
253 100 1524.0156
254 372 27579.3756
255 72 321.1098
256 28 110.1866
257 90 765.5340
258 250 3191.1261
259 144 1249.2101
260 303 14361.5687
261 220 10645.9345
262 58 296.9599
263 224 10996.5908
264 211 3680.9189
265 99 145.1095
266 44 229.5194
267 120 720.1803
268 70 822.7761
269 421 42078.8730
270 231 7199.7738
271 214 10312.2470
272 196 4178.7594
273 280 10079.6391
274 398 6444.5671
275 72 138.0454
276 280 12188.3791
277 356 14097.8688
278 193 6256.3224
279 140 4039.7474
280 130 4048.6454
281 300 19516.7960
282 456 34773.2295
283 7 11.9003
284 170 4374.4650
285 252 2488.2113
286 210 9881.9087
287 308 489.8464
288 308 13065.5550
289 121 1840.9498
290 52 170.2786
291 426 23023.9826
292 104 8.7010
293 1386 155656.0523
294 527 17482.4134
295 968 83887.1904
296 1047 151637.3616
297 538 53512.5782
<precedence relations>
1,2
2,3
3,4
4,5
4,22
4,26
4,27
4,40
4,48
4,56
4,83
4,86
4,94
4,105
4,109
4,111
4,134
4,221
4,247
4,259
5,6
6,7
6,8
6,9
6,10
7,11
7,12
7,13
7,14
7,15
7,20
8,11
8,12
8,13
8,14
8,15
8,20
9,11
9,12
9,13
9,14
9,15
9,20
10,11
10,12
10,13
10,14
10,15
10,20
11,16
12,17
13,18
14,19
15,21
16,23
17,23
18,23
19,23
20,23
21,23
22,24
22,25
23,28
24,29
25,29
26,30
27,31
28,32
28,37
29,33
29,44
29,121
30,34
30,297
31,34
31,82
31,172
31,179
32,36
33,38
34,35
35,42
36,39
37,39
38,41
39,43
40,44
40,84
40,97
41,45
42,46
43,47
44,49
45,50
46,51
46,138
47,52
48,52
49,53
50,54
51,55
51,81
52,57
53,58
54,58
54,296
55,59
56,60
56,61
57,62
57,63
57,71
57,76
58,64
59,64
59,99
59,100
60,68
61,65
62,66
63,67
64,72
65,69
66,69
67,70
68,73
69,74
70,75
71,77
72,78
73,84
73,97
74,84
74,97
75,84
75,97
76,84
76,97
77,84
77,97
78,79
78,80
78,125
78,192
79,85
80,85
81,87
82,88
82,89
83,90
84,91
85,92
86,93
87,99
87,100
88,99
88,100
89,99
89,100
90,95
91,96
92,98
93,98
94,101
95,101
96,101
97,101
98,102
99,103
100,104
101,106
102,107
103,108
104,108
105,110
106,112
107,113
108,114
108,115
108,292
109,119
109,120
110,119
110,120
110,162
111,116
112,117
113,118
114,119
115,120
116,122
117,123
117,124
117,257
118,126
119,127
120,127
120,150
121,128
122,129
123,130
123,145
123,146
123,147
123,148
123,149
124,130
125,130
126,130
127,130
127,157
128,130
129,130
129,141
130,131
130,144
131,132
131,133
132,135
133,135
133,170
134,136
135,137
136,139
137,140
138,140
138,191
139,142
139,253
140,143
140,200
141,151
142,152
143,153
143,169
144,154
145,155
146,156
147,158
148,159
149,160
150,161
151,163
152,164
153,165
154,166
155,166
156,166
157,166
158,166
159,166
160,166
161,166
162,167
163,166
164,167
165,168
165,176
166,170
167,171
168,173
169,174
170,174
