<number of tasks>
297
<cycle time>
2049
<order strength>
0.000
<z_alpha>
1.280
<task times>
1 270 17238.3135
2 270 4500.8670
3 130 2195.0755
4 148 163.7618
5 190 7564.3911
6 293 20940.7789
7 348 14134.0187
8 182 3668.0518
9 490 31010.0780
10 212 9454.9458
11 248 12544.6772
12 248 14414.6373
13 248 6365.9273
14 248 11185.4356
15 248 6014.9298
16 268 8248.6710
17 268 3242.7525
18 268 9306.3892
19 288 19427.9178
20 248 4674.9714
21 268 17201.3371
22 60 833.9898
23 268 17528.7243
24 240 11577.9927
25 240 13682.2256
26 171 1293.9765
27 490 50188.2533
28 182 3377.2555
29 170 1448.6073
30 306 1004.8620
31 108 2106.3613
32 248 13573.6516
33 190 8266.9635
34 240 8521.4014
35 339 22139.9015
36 288 13288.4307
37 248 6700.1750
38 455 36393.2373
39 268 2872.3699
40 270 5224.6401
41 180 237.3349
42 121 299.9296
43 270 15971.8659
44 440 38350.7574
45 249 3996.8435
46 194 1494.1784
47 162 2694.9617
48 130 1370.9140
49 388 26435.0811
50 90 1266.8825
51 212 4233.1696
52 246 14133.4010
53 188 8614.6539
54 270 4347.8956
55 160 5654.8594
56 79 1073.6084
57 466 25295.5847
58 240 12164.0996
59 137 2686.2932
60 184 4654.2644
61 110 500.8870
62 275 4583.6794
63 149 4923.0617
64 280 4433.9007
65 119 2003.1032
66 184 8292.6217
67 140 1200.8892
68 150 3997.7285
69 190 5879.4095
70 150 4182.3816
71 150 2746.6390
72 284 16065.6849
73 192 1654.2036
74 347 1066.6562
75 232 1048.5904
76 140 3728.9357
77 608 18131.6165
78 80 65.6793
79 40 0.0647
80 130 3401.3095
81 110 2248.8159
82 350 22578.5290
83 140 2401.1921
84 240 11276.2044
85 240 3655.5136
86 90 399.0704
87 54 245.7741
88 294 11975.1623
89 203 7854.9142
90 150 1559.7013
91 270 17193.9678
92 155 1434.0167
93 190 8415.3638
94 78 1414.5508
95 140 1336.9286
96 241 6857.7965
97 430 42448.3866
98 90 1182.1645
99 110 1684.5571
100 9 4.8527
101 430 33867.9873
102 130 1886.6069
103 289 685.6765
104 110 1038.8832
105 160 4802.0839
106 442 34411.4263
107 159 549.1950
108 250 8336.7805
109 190 1325.9713
110 184 993.9651
111 690 1782.4540
112 72 682.7856
113 190 3286.9825
114 190 6460.5439
115 90 1673.5815
116 889 76001.3519
117 170 2339.6845
118 155 441.1894
119 190 2693.2066
120 130 975.2535
121 390 31251.2355
122 301 16819.4910
123 54 672.4293
124 227 11987.4358
125 142 5037.6960
126 184 143.1575
127 741 3393.6721
128 868 82870.2990
129 230 1788.6292
130 121 2538.8961
131 320 6502.0415
132 126 3957.2281
133 440 14283.7028
134 127 2164.6701
135 134 2482.2275
136 150 3773.0854
137 140 1104.7503
138 110 857.8041
139 320 16562.9498
140 250 9819.0515
141 232 4752.2953
142 188 8230.4178
143 250 15345.7266
144 377 12350.5110
145 90 1911.4701
146 140 368.7708
147 90 1390.9706
148 90 217.7765
149 70 629.4540
150 90 1241.4807
151 110 88.1841
152 150 1031.0923
153 101 2035.1252
154 377 2271.6051
155 118 837.9540
156 290 11050.2179
157 209 1869.9647
158 150 2772.0980
159 150 4933.1282
160 79 589.2848
161 150 2248.5741
162 91 1276.5054
163 59 553.8901
164 218 1477.9542
165 351 7091.7149
166 873 112109.7226
167 130 502.0825
168 68 873.6150
169 126 3384.1095
170 120 3007.8188
171 227 3999.7148
172 198 9424.3667
173 132 1752.8864
174 121 2526.5228
175 150 4410.0070
176 100 328.6072
177 38 326.9812
178 70 959.6998
179 355 29877.1164
180 284 11417.4114
181 122 3185.0982
182 75 469.4982
183 160 511.3117
184 140 71.7072
185 520 63105.8440
186 99 1081.9282
187 182 8077.2352
188 80 1523.8422
189 514 45432.2906
190 96 1301.4302
191 50 382.9513
192 272 8648.7479
193 226 5583.1417
194 194 2457.9358
195 164 1910.2602
196 96 415.7674
197 107 1590.7870
198 108 1277.8572
199 167 1447.5368
200 98 1380.6686
201 82 1359.9712
202 482 26879.3091
203 72 697.5153
204 50 570.2051
205 130 2913.5102
206 230 2750.8940
207 50 354.1126
208 240 8259.7052
209 190 7230.7782
210 190 3686.8525
211 240 10726.6849
212 74 505.9332
213 139 4238.0945
214 339 14922.1353
215 260 2299.2134
216 132 3829.6028
217 550 72264.4859
218 420 20276.7421
219 152 4516.1472
220 12 12.2390
221 90 366.7654
222 5 2.0676
223 128 3697.7189
224 100 1964.4180
225 120 3552.8210
226 100 2492.1764
227 320 21759.6303
228 835 12136.1444
229 740 58490.5706
230 223 4352.2651
231 100 823.1322
232 390 32530.2043
233 140 2716.7354
234 304 20801.5915
235 120 2814.2372
236 403 36319.0182
237 21 47.7481
238 246 11030.9750
239 160 1060.5044
240 1019 93670.7908
241 34 147.2946
242 120 1045.9574
243 68 389.4225
244 910 152421.3917
245 302 581.2149
246 778 29890.1842
247 101 2038.2364
248 1310 62054.1816
249 20 74.5827
250 278 5083.9420
251 81 48.1487
252 290 1246.9611
253 100 1220.1077
254 372 5759.0739
255 72 826.6660
256 28 45.3622
257 90 1014.2897
258 250 7544.5926
259 144 214.2162
260 303 9778.8009
261 220 11410.8014
262 58 225.2504
263 224 6465.9272
264 211 7027.6012
265 99 1592.6467
266 44 70.6546
267 120 1128.5247
268 70 588.7327
269 421 17773.6738
270 231 7497.5926
271 214 666.3566
272 196 364.0468
273 280 5944.4988
274 398 4696.4213
275 72 329.3570
276 280 1926.9571
277 356 8708.3253
278 193 954.9691
279 140 3729.9839
280 130 2014.3457
281 300 10739.3908
282 456 31390.1748
283 7 7.9708
284 170 2574.0699
285 252 10582.4091
286 210 1999.2588
287 308 22410.2638
288 308 11798.3408
289 121 2796.7044
290 52 459.3565
291 426 42824.5132
292 104 1609.0124
293 1386 12246.9160
294 527 68261.6126
295 968 219265.8339
296 1047 164848.9307
297 538 35295.5940
<precedence relations>
1,2
2,3
3,4
4,5
4,22
4,26
4,27
4,40
4,48
4,56
4,83
4,86
4,94
4,105
4,109
4,111
4,134
4,221
4,247
4,259
5,6
6,7
6,8
6,9
6,10
7,11
7,12
7,13
7,14
7,15
7,20
8,11
8,12
8,13
8,14
8,15
8,20
9,11
9,12
9,13
9,14
9,15
9,20
10,11
10,12
10,13
10,14
10,15
10,20
11,16
12,17
13,18
14,19
15,21
16,23
17,23
18,23
19,23
20,23
21,23
22,24
22,25
23,28
24,29
25,29
26,30
27,31
28,32
28,37
29,33
29,44
29,121
30,34
30,297
31,34
31,82
31,172
31,179
32,36
33,38
34,35
35,42
36,39
37,39
38,41
39,43
40,44
40,84
40,97
41,45
42,46
43,47
44,49
45,50
46,51
46,138
47,52
48,52
49,53
50,54
51,55
51,81
52,57
53,58
54,58
54,296
55,59
56,60
56,61
57,62
57,63
57,71
57,76
58,64
59,64
59,99
59,100
60,68
61,65
62,66
63,67
64,72
65,69
66,69
67,70
68,73
69,74
70,75
71,77
72,78
73,84
73,97
74,84
74,97
75,84
75,97
76,84
76,97
77,84
77,97
78,79
78,80
78,125
78,192
79,85
80,85
81,87
82,88
82,89
83,90
84,91
85,92
86,93
87,99
87,100
88,99
88,100
89,99
89,100
90,95
91,96
92,98
93,98
94,101
95,101
96,101
97,101
98,102
99,103
100,104
101,106
102,107
103,108
104,108
105,110
106,112
107,113
108,114
108,115
108,292
109,119
109,120
110,119
110,120
110,162
111,116
112,117
113,118
114,119
115,120
116,122
117,123
117,124
117,257
118,126
119,127
120,127
120,150
121,128
122,129
123,130
123,145
123,146
123,147
123,148
123,149
124,130
125,130
126,130
127,130
127,157
128,130
129,130
129,141
130,131
130,144
131,132
131,133
132,135
133,135
133,170
134,136
135,137
136,139
137,140
138,140
138,191
139,142
139,253
140,143
140,200
141,151
142,152
143,153
143,169
144,154
145,155
146,156
147,158
148,159
149,160
150,161
151,163
152,164
153,165
154,166
155,166
156,166
157,166
158,166
159,166
160,166
161,166
162,167
163,166
164,167
165,168
165,176
166,170
