<number of tasks>
148
<cycle time>
101
<order strength>
0.000
<z_alpha>
1.280
<task times>
1 16 7.1251
2 30 0.4334
3 7 0.0668
4 47 126.5933
5 29 26.1301
6 8 0.8319
7 39 38.1002
8 37 47.2347
9 32 26.8171
10 29 35.6082
11 17 15.9112
12 11 5.0095
13 32 30.2416
14 15 10.3881
15 53 136.6753
16 53 157.4113
17 8 3.7821
18 24 7.4107
19 24 8.8705
20 8 1.3999
21 7 1.6256
22 8 0.9446
23 14 8.1859
24 13 4.7585
25 10 5.3016
26 25 7.6145
27 11 2.3204
28 25 1.0025
29 11 1.4837
30 29 32.1632
31 25 19.6809
32 10 4.8337
33 14 3.2626
34 41 88.5170
35 42 94.6882
36 47 18.6708
37 7 0.3543
38 80 30.1175
39 7 1.1200
40 41 79.5859
41 47 73.0209
42 16 2.4411
43 32 11.1812
44 66 210.3971
45 80 104.0064
46 7 1.6068
47 41 59.3475
48 13 0.7874
49 47 6.7872
50 33 3.0258
51 34 16.1220
52 11 3.9009
53 18 12.7584
54 25 7.8021
55 7 0.5546
56 28 28.3064
57 12 5.5269
58 52 81.6875
59 14 7.7207
60 3 0.5483
61 3 0.1301
62 8 2.8041
63 16 15.5444
64 33 39.9866
65 8 2.7669
66 18 5.7572
67 10 1.9606
68 14 4.2945
69 28 43.6469
70 11 5.5050
71 18 19.4824
72 25 3.9321
73 40 86.8170
74 40 12.3735
75 1 0.0308
76 5 0.2540
77 28 47.6269
78 8 2.8321
79 81 29.9688
80 7 0.9257
81 26 13.4536
82 10 4.6166
83 21 4.2641
84 26 39.3135
85 20 12.6713
86 21 2.3040
87 47 113.3251
88 23 16.2327
89 13 8.2483
90 19 0.3136
91 15 13.2499
92 35 47.8132
93 26 5.4816
94 46 36.1817
95 20 2.0867
96 31 58.4826
97 19 11.7054
98 34 43.7387
99 51 18.4447
100 39 9.2268
101 30 39.6179
102 26 42.0755
103 13 3.7855
104 45 61.9995
105 58 146.6457
106 28 31.5520
107 8 3.1142
108 83 23.1997
109 40 88.0389
110 34 59.7440
111 23 0.8199
112 62 81.4186
113 11 7.3897
114 19 14.0086
115 14 10.1748
116 31 26.2206
117 32 49.9729
118 26 35.0109
119 55 87.4085
120 31 16.6111
121 32 30.2545
122 26 15.3996
123 19 1.8126
124 14 4.1495
125 19 10.4597
126 48 79.0270
127 55 180.3087
128 8 1.7303
129 11 2.5529
130 27 24.5990
131 18 19.6283
132 36 73.0862
133 23 15.6626
134 20 10.2033
135 46 124.4142
136 64 89.1064
137 22 15.0953
138 15 10.4506
139 34 30.1663
140 22 11.1971
141 51 9.9279
142 48 124.4804
143 64 12.9778
144 70 128.4805
145 37 82.9982
146 64 64.4926
147 78 2.9001
148 78 29.2327
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
