<number of tasks>
148
<cycle time>
95
<order strength>
0.000
<z_alpha>
1.645
<task times>
1 16 26.4022
2 30 115.0076
3 7 1.9444
4 47 215.9918
5 29 2.9442
6 8 8.6103
7 39 92.3355
8 37 23.8741
9 32 8.7010
10 29 158.1998
11 17 19.0725
12 11 9.6007
13 32 165.2917
14 15 52.5692
15 53 279.3847
16 53 430.7530
17 8 13.0784
18 24 64.4988
19 24 4.0464
20 8 3.0442
21 7 8.2182
22 8 14.1737
23 14 35.9282
24 13 25.8502
25 10 2.0307
26 25 87.7852
27 11 21.8638
28 25 114.4315
29 11 10.7628
30 29 132.2090
31 25 64.5761
32 10 23.9416
33 14 20.3076
34 41 58.9966
35 42 427.0759
36 47 286.2029
37 7 0.6182
38 80 37.6156
39 7 7.1609
40 41 370.6007
41 47 1.5957
42 16 43.8022
43 32 54.9927
44 66 146.3962
45 80 5.0110
46 7 0.6227
47 41 394.7325
48 13 33.4140
49 47 435.5287
50 33 272.2009
51 34 52.2012
52 11 10.0800
53 18 35.0202
54 25 47.1501
55 7 9.4284
56 28 99.2892
57 12 15.7462
58 52 247.2763
59 14 13.6174
60 3 1.4772
61 3 0.6001
62 8 8.4082
63 16 30.6082
64 33 77.4711
65 8 7.0717
66 18 72.3314
67 10 4.0203
68 14 42.8262
69 28 87.6254
70 11 1.4118
71 18 14.0635
72 25 155.2320
73 40 220.3561
74 40 107.9565
75 1 0.2185
76 5 5.4991
77 28 164.7786
78 8 0.4848
79 81 32.4518
80 7 5.5389
81 26 157.9937
82 10 10.2876
83 21 58.6884
84 26 127.0083
85 20 8.5205
86 21 30.1683
87 47 547.8741
88 23 50.9651
89 13 32.6347
90 19 28.3655
91 15 38.1031
92 35 51.7320
93 26 125.4441
94 46 76.3357
95 20 42.4060
96 31 111.0510
97 19 50.6467
98 34 44.0440
99 51 196.8703
100 39 141.7034
101 30 12.7142
102 26 97.7708
103 13 37.0599
104 45 438.4032
105 58 187.5432
106 28 36.2486
107 8 9.7551
108 83 23.0800
109 40 78.9178
110 34 118.3743
111 23 20.2656
112 62 186.8416
113 11 25.0750
114 19 53.1934
115 14 16.3583
116 31 22.0083
117 32 27.7045
118 26 168.8728
119 55 33.4344
120 31 46.6499
121 32 221.4047
122 26 5.5706
123 19 37.6009
124 14 13.4904
125 19 17.9227
126 48 335.1835
127 55 69.1743
128 8 3.6012
129 11 8.8143
130 27 120.6251
131 18 43.7945
132 36 270.9982
133 23 82.1709
134 20 26.0050
135 46 151.7786
136 64 107.9155
137 22 98.3084
138 15 45.4050
139 34 225.7818
140 22 25.2765
141 51 333.0836
142 48 116.0886
143 64 187.0793
144 70 118.7296
145 37 224.6275
146 64 87.9800
147 78 22.5843
148 78 43.1761
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
