<number of tasks>
148
<cycle time>
564
<order strength>
0.000
<z_alpha>
1.960
<task times>
1 16 46.9783
2 30 70.9387
3 7 5.0925
4 47 309.0676
5 29 58.5640
6 8 6.2389
7 39 183.0697
8 37 36.2240
9 32 117.9730
10 29 147.5697
11 17 64.9124
12 11 4.3282
13 32 48.2675
14 15 19.0555
15 53 238.9495
16 53 441.5001
17 8 11.8083
18 24 128.0995
19 24 138.6656
20 8 13.3893
21 7 9.6795
22 8 2.9181
23 14 47.9672
24 13 15.7439
25 10 12.1136
26 25 16.8485
27 11 2.6291
28 25 93.8443
29 11 13.1034
30 29 22.9057
31 25 127.3667
32 10 8.5490
33 14 15.9939
34 41 404.4880
35 42 118.4670
36 47 512.0771
37 7 10.3286
38 80 840.8968
39 7 7.3423
40 41 233.2437
41 47 245.0179
42 16 29.4554
43 32 163.5409
44 66 524.3081
45 80 928.6699
46 7 0.4729
47 41 306.6500
48 13 41.8731
49 47 50.5994
50 33 20.6098
51 34 20.0024
52 11 22.2118
53 118 367.4788
54 25 150.1756
55 7 2.7288
56 28 192.8449
57 12 3.5022
58 52 404.2320
59 14 28.8708
60 3 0.7229
61 3 0.6082
62 8 6.5115
63 16 29.4585
64 33 83.1822
65 8 3.8323
66 18 70.5764
67 10 21.5709
68 14 29.6291
69 28 195.9385
70 11 2.8956
71 118 3231.4252
72 25 60.6149
73 40 177.2415
74 40 242.3185
75 101 698.7736
76 5 4.7081
77 28 115.3509
78 8 15.4724
79 281 8312.3277
80 7 4.9953
81 26 162.3088
82 10 9.2919
83 21 98.7534
84 26 3.1753
85 20 90.3312
86 21 71.3541
87 47 145.2058
88 23 114.0288
89 13 29.6407
90 19 6.5512
91 115 340.5375
92 35 55.7984
93 26 20.7327
94 46 213.0641
95 20 75.6006
96 31 103.2003
97 19 22.6148
98 34 83.8041
99 51 100.3469
100 39 307.1290
101 30 169.8495
102 26 153.7412
103 13 15.5555
104 45 420.2617
105 58 685.9900
106 28 9.7848
107 8 8.7961
108 383 5400.5772
109 40 347.0538
110 34 137.7773
111 23 83.6395
112 162 2607.7744
113 11 0.0877
114 19 26.4116
115 14 31.2434
116 31 70.1684
117 32 90.8443
118 26 23.7166
119 55 415.0393
120 31 133.6531
121 32 61.1166
122 26 81.3236
123 19 83.0556
124 14 9.3835
125 19 85.3115
126 48 324.1563
127 55 674.2714
128 8 12.3053
129 11 4.8155
130 27 179.4191
131 18 1.5399
132 36 323.0218
133 23 56.5936
134 20 18.1771
135 46 474.0177
136 64 765.9485
137 22 71.4219
138 15 27.1139
139 34 17.8151
140 22 17.8488
141 151 84.0743
142 148 4444.7149
143 64 856.9544
144 170 1794.2249
145 137 4470.2212
146 64 924.0045
147 78 385.1161
148 78 1170.1057
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
