<number of tasks>
1000
<cycle time>
1000
<order strength>
0.197
<z_alpha>
1.645
<task times>
1 110 110.0042
2 77 177.2753
3 474 2602.0712
4 229 1327.0898
5 353 5407.7384
6 109 135.4777
7 521 2926.3409
8 33 21.7229
9 98 29.1550
10 300 5222.2817
11 368 3947.5690
12 112 19.6365
13 172 1532.7248
14 492 692.0578
15 568 15309.9506
16 66 11.3538
17 101 69.2223
18 491 13165.2154
19 117 131.3239
20 66 16.3284
21 186 766.6000
22 144 162.2775
23 140 152.3339
24 553 13433.9518
25 156 225.2055
26 134 995.1148
27 146 803.9502
28 490 2945.3021
29 207 1751.8010
30 544 16925.5566
31 94 31.5835
32 162 411.0036
33 22 16.9075
34 244 1529.1458
35 146 1126.8553
36 28 6.6992
37 499 4954.0471
38 69 41.1626
39 280 1104.9256
40 96 489.2959
41 58 22.1060
42 451 6825.8525
43 263 1867.1336
44 149 1283.8874
45 522 9958.0157
46 138 818.9961
47 430 10346.3059
48 491 5274.9439
49 217 2341.1473
50 104 295.6010
51 545 6553.5548
52 223 441.5778
53 240 1925.9832
54 105 108.2340
55 133 232.3548
56 131 641.7555
57 450 6055.0316
58 203 1480.2341
59 255 1443.8564
60 107 149.4389
61 74 210.6447
62 40 40.8549
63 91 405.6112
64 445 2181.4448
65 230 1994.7834
66 160 109.4731
67 238 2263.2934
68 139 611.9963
69 488 870.9422
70 71 270.0646
71 63 141.3977
72 42 41.4412
73 489 1085.2689
74 373 7350.4945
75 51 160.6004
76 163 238.9824
77 268 3718.2776
78 148 645.8448
79 266 973.9998
80 72 278.5754
81 86 285.6396
82 311 800.3019
83 354 1117.5206
84 148 1302.8668
85 77 236.4417
86 311 3082.7315
87 132 240.5720
88 551 8947.7604
89 244 2159.0745
90 29 16.3959
91 265 4195.9713
92 473 10396.9193
93 172 832.9516
94 40 50.6914
95 60 81.9272
96 52 18.0531
97 89 108.4764
98 213 170.2751
99 116 130.3324
100 204 1563.3663
101 224 640.6328
102 30 36.9996
103 469 6141.2814
104 205 833.4463
105 27 13.2464
106 386 7566.9512
107 62 116.5802
108 98 548.2755
109 508 2537.6594
110 82 358.4884
111 249 2729.1144
112 290 4544.1468
113 258 1271.6851
114 22 17.0350
115 36 2.0117
116 135 299.4891
117 61 4.9308
118 52 24.2390
119 142 325.5113
120 115 443.9266
121 123 330.5485
122 106 358.9095
123 65 106.2975
124 104 239.7055
125 446 9378.5748
126 138 704.4296
127 547 10775.7823
128 504 1603.3338
129 118 462.2722
130 515 6313.2979
131 276 2006.2309
132 548 3294.0354
133 62 61.5899
134 452 5649.6121
135 264 259.8300
136 94 335.3304
137 25 2.4044
138 196 1476.5138
139 371 6744.0624
140 278 3431.6273
141 145 900.2288
142 212 1307.4540
143 199 1065.2636
144 78 108.1466
145 35 0.1481
146 588 2044.8198
147 467 3459.8815
148 435 7983.5770
149 262 3490.7001
150 472 2544.6173
151 116 254.8245
152 315 3530.0819
153 236 1729.9872
154 263 2899.0128
155 107 176.5904
156 166 652.6004
157 176 632.6081
158 195 2104.6221
159 115 144.8809
160 625 6045.2531
161 135 765.9571
162 461 10176.7566
163 196 1003.5125
164 106 191.1765
165 158 1289.8791
166 184 1617.0349
167 48 134.5563
168 139 898.4244
169 593 18736.6317
170 102 444.5237
171 183 390.4239
172 168 925.2471
173 480 37.5771
174 303 272.3365
175 118 665.5623
176 85 13.8935
177 176 1437.5023
178 470 12394.8244
179 225 815.0178
180 24 20.4322
181 181 1962.1629
182 279 4188.5470
183 475 6663.5865
184 104 389.1121
185 515 6613.1972
186 434 1833.5659
187 26 11.9282
188 286 1423.1465
189 244 923.2771
190 371 4474.9409
191 40 1.4648
192 450 3279.9056
193 223 2504.7942
194 157 113.1927
195 99 166.2837
196 57 56.2291
197 338 2032.6223
198 196 73.9007
199 58 50.9208
200 343 5325.3073
201 44 96.7196
202 239 873.2639
203 386 150.1060
204 298 2682.7606
205 219 1442.3655
206 369 5748.0295
207 185 2072.7562
208 156 176.9746
209 288 5062.0639
210 33 11.6805
211 127 251.3871
212 193 698.6534
213 238 321.7557
214 158 50.9269
215 310 5360.6545
216 121 589.0561
217 173 72.9660
218 520 5732.6348
219 78 110.3299
220 563 13660.3348
221 370 829.9265
222 551 1894.4927
223 276 4701.3671
224 197 248.5004
225 491 6530.7533
226 189 153.8548
227 140 1019.6769
228 505 6932.8850
229 252 1210.6245
230 97 344.2145
231 509 14140.6944
232 28 7.6266
233 93 58.2873
234 509 2510.1194
235 162 1498.1715
236 46 113.7597
237 205 1651.9088
238 127 22.9295
239 397 6170.5209
240 179 1325.4892
241 33 39.5041
242 55 13.8490
243 306 4582.9164
244 382 7196.0507
245 560 13576.9838
246 103 381.9855
247 538 10949.2953
248 517 15400.5171
249 265 575.6601
250 222 2971.6052
251 137 558.4218
252 275 3646.7074
253 515 8097.7313
254 44 91.8557
255 464 8771.4091
256 42 56.8891
257 157 1375.1575
258 65 78.4769
259 216 2719.6856
260 109 554.0773
261 209 840.7238
262 29 20.8421
263 44 69.7221
264 228 477.5799
265 210 1373.1778
266 276 1148.6431
267 146 709.7750
268 494 5328.1475
269 111 740.2411
270 225 1572.4410
271 329 5793.2086
272 296 5183.2202
273 103 177.7951
274 79 81.4210
275 114 280.7657
276 171 1798.6230
277 368 3948.6547
278 76 84.7544
279 175 457.0220
280 259 583.4776
281 103 529.0339
282 158 241.6664
283 109 489.8379
284 221 2888.0274
285 248 111.6614
286 62 25.8745
287 456 4563.6751
288 232 514.1591
289 208 1590.5890
290 52 50.0762
291 346 6559.5441
292 479 5566.9097
293 177 644.9233
294 485 1805.6272
295 371 5097.9115
296 78 324.2642
297 185 1299.1652
298 264 3261.0931
299 62 143.0386
300 214 330.0196
301 87 293.5366
302 205 129.6343
303 191 245.0709
304 127 78.9481
305 553 17305.1314
306 183 242.6946
307 126 542.3300
308 87 447.0906
309 284 2760.1338
310 97 535.7337
311 148 480.1430
312 319 5811.4911
313 83 192.0021
314 235 2360.9676
315 64 140.9333
316 204 1796.4033
317 114 703.0653
318 365 1318.3352
319 179 1495.2170
320 481 12460.0385
321 131 304.0909
322 516 11388.8623
323 43 75.5928
324 116 350.3831
325 522 5155.2397
326 422 10143.5021
327 149 783.6675
328 506 14879.5959
329 260 776.4605
330 528 16538.0844
331 555 6385.0660
332 86 59.6735
333 508 1248.4862
334 159 827.6950
335 301 5307.0560
336 196 1912.8657
337 508 10260.9342
338 171 502.3570
339 178 1184.5767
340 593 8630.7115
341 191 2176.1422
342 315 4705.0777
343 208 1991.4527
344 253 323.7358
345 210 614.1338
346 451 11752.3606
347 433 5704.6182
348 231 160.7717
349 22 11.4723
350 515 5063.8225
351 112 204.4183
352 506 4520.9896
353 510 9922.1282
354 288 887.2503
355 279 2176.1115
356 147 1172.6028
357 101 69.3986
358 71 37.5725
359 330 2352.3162
360 336 5743.3981
361 130 963.0023
362 151 1176.2884
363 114 282.3108
364 104 106.0359
365 561 14528.5010
366 537 15357.3734
367 125 164.7701
368 214 511.7588
369 439 1142.2173
370 25 16.9485
371 134 370.4192
372 29 40.1011
373 238 1222.4430
374 566 13716.7428
375 453 6688.2782
376 135 504.4751
377 215 50.1709
378 226 2981.3677
379 75 252.4488
380 498 9503.7946
381 337 674.6621
382 36 68.1884
383 30 6.8618
384 119 437.5768
385 165 1043.1721
386 262 1543.1594
387 116 272.4995
388 267 1393.8593
389 132 364.7278
390 173 1539.2814
391 54 122.1076
392 238 2680.8872
393 23 9.1328
394 217 990.7803
395 151 637.3768
396 486 2130.5017
397 142 280.7920
