<number of tasks>
297
<cycle time>
2247
<order strength>
0.000
<z_alpha>
1.960
<task times>
1 270 3852.5859
2 270 3819.6729
3 130 463.0914
4 148 919.8689
5 190 1367.8678
6 293 141.7707
7 348 531.8848
8 182 1601.6607
9 490 8065.3387
10 212 1062.6323
11 248 3671.9399
12 248 2664.1279
13 248 3693.1440
14 248 2711.3335
15 248 3707.1650
16 268 3977.4932
17 268 1941.7305
18 268 3063.8335
19 288 903.4475
20 248 1042.3613
21 268 3073.6119
22 60 214.5299
23 268 3921.0680
24 240 1715.5622
25 240 3281.5408
26 171 305.8876
27 490 4708.8171
28 182 2048.7728
29 170 284.2444
30 306 1514.3390
31 108 595.3871
32 248 1984.8004
33 190 1702.9078
34 240 1962.3291
35 339 188.8226
36 288 4015.4896
37 248 463.7325
38 455 10439.3309
39 268 2661.2001
40 270 1820.3352
41 180 1168.3924
42 121 442.9755
43 270 2212.0263
44 440 1078.8784
45 249 3704.8903
46 194 1662.0878
47 162 1099.9961
48 130 389.9515
49 388 762.5435
50 90 169.7800
51 212 246.2783
52 246 1872.8825
53 188 2078.9284
54 270 4262.6840
55 160 297.6415
56 79 353.0462
57 466 6981.6659
58 240 1005.7218
59 137 1030.4857
60 184 1645.0856
61 110 58.9821
62 275 236.2106
63 149 43.3203
64 280 2431.8362
65 119 102.7389
66 184 1658.3435
67 140 565.0273
68 150 671.5781
69 190 2104.4363
70 150 454.2001
71 150 491.1282
72 284 1306.1982
73 192 498.0496
74 347 4988.0034
75 232 2347.8275
76 140 543.9902
77 608 21793.6144
78 80 97.4611
79 40 76.1393
80 130 202.2601
81 110 113.2569
82 350 2903.7939
83 140 128.1747
84 240 1125.3974
85 240 2367.2937
86 90 400.2243
87 54 133.5249
88 294 3678.5937
89 203 2532.7525
90 150 980.3146
91 270 402.8149
92 155 377.4449
93 190 419.2666
94 78 208.6257
95 140 508.4366
96 241 3605.9658
97 430 6132.7014
98 90 116.7263
99 110 346.5446
100 9 2.7491
101 430 7375.2290
102 130 16.2244
103 289 3730.6204
104 110 160.3816
105 160 1306.2464
106 442 8881.7730
107 159 1064.4596
108 250 3861.3603
109 190 389.6243
110 184 1612.4074
111 690 7644.3112
112 72 199.1994
113 190 2238.5636
114 190 1083.4184
115 90 19.2076
116 889 22420.7014
117 170 286.9586
118 155 579.1856
119 190 464.6367
120 130 655.9589
121 390 3873.2102
122 301 981.6817
123 54 84.7077
124 227 2027.4855
125 142 437.9730
126 184 1643.5583
127 741 28307.7668
128 868 3512.1368
129 230 2780.9055
130 121 347.7932
131 320 2800.9058
132 126 124.5574
133 440 4938.8558
134 127 219.4394
135 134 264.8584
136 150 623.3137
137 140 389.6590
138 110 214.3803
139 320 5335.1007
140 250 439.8176
141 232 3357.1339
142 188 392.0766
143 250 3181.1656
144 377 4705.2895
145 90 296.1948
146 140 170.9020
147 90 181.1415
148 90 57.4902
149 70 57.8181
150 90 441.7781
151 110 132.8502
152 150 34.4711
153 101 628.8441
154 377 4715.2905
155 118 429.8216
156 290 5215.0842
157 209 827.3316
158 150 191.8021
159 150 1014.8061
160 79 223.5912
161 150 676.4513
162 91 160.7272
163 59 39.9573
164 218 1629.0983
165 351 7530.2213
166 873 31535.8723
167 130 33.7034
168 68 248.6738
169 126 860.3514
170 120 663.5627
171 227 771.2429
172 198 1646.4743
173 132 608.9061
174 121 673.0784
175 150 199.4536
176 100 432.3880
177 38 40.8992
178 70 276.8778
179 355 2411.3879
180 284 4936.9074
181 122 887.2130
182 75 160.9031
183 160 438.5300
184 140 504.3458
185 520 5345.9160
186 99 463.6610
187 182 1357.2025
188 80 108.7570
189 514 4090.9614
190 96 27.6621
191 50 16.9186
192 272 3595.6484
193 226 717.2833
194 194 499.0807
195 164 1594.9288
196 96 172.7501
197 107 500.6519
198 108 310.6931
199 167 94.9061
200 98 587.8232
201 82 185.9986
202 482 7881.3465
203 72 153.9334
204 50 87.3818
205 130 582.4996
206 230 3194.3708
207 50 40.4225
208 240 2679.1007
209 190 858.5105
210 190 1255.6567
211 240 1077.5138
212 74 243.4984
213 139 1083.3003
214 339 3638.0775
215 260 3171.6927
216 132 579.3336
217 550 1163.1265
218 420 2354.0327
219 152 1132.8229
220 12 5.5784
221 90 471.5611
222 5 1.5509
223 128 46.5431
224 100 568.9226
225 120 878.3452
226 100 120.9764
227 320 5310.9413
228 835 9585.9257
229 740 33333.8723
230 223 2683.0548
231 100 314.4683
232 390 8976.9792
233 140 1180.9127
234 304 53.0791
235 120 225.5634
236 403 2550.4477
237 21 3.0848
238 246 3275.9048
239 160 627.0614
240 1019 37950.9514
241 34 7.6498
242 120 897.4648
243 68 5.1809
244 910 37868.7373
245 302 3176.3415
246 778 32251.2293
247 101 197.4605
248 1310 90862.6568
249 20 23.2473
250 278 1596.2483
251 81 233.9345
252 290 1308.7906
253 100 260.5651
254 372 8150.6500
255 72 82.8656
256 28 1.4968
257 90 44.5483
258 250 343.8092
259 144 423.4507
260 303 3320.6752
261 220 809.7709
262 58 192.6221
263 224 255.1827
264 211 1036.8497
265 99 156.4119
266 44 88.8740
267 120 489.7607
268 70 49.7880
269 421 10281.2961
270 231 1871.3961
271 214 876.0668
272 196 545.9597
273 280 4257.9800
274 398 993.5580
275 72 148.3198
276 280 4370.6076
277 356 7644.9688
278 193 1280.0138
279 140 769.7925
280 130 795.0269
281 300 4220.0075
282 456 9473.8175
283 7 1.3432
284 170 411.5028
285 252 651.5646
286 210 46.2054
287 308 4253.6422
288 308 4517.7747
289 121 316.6085
290 52 76.9460
291 426 5241.7506
292 104 21.0348
293 1386 15097.7819
294 527 9159.6242
295 968 51286.8582
296 1047 66938.0956
297 538 2428.1347
<precedence relations>
1,2
2,3
3,4
4,5
4,22
4,26
4,27
4,40
4,48
4,56
4,83
4,86
4,94
4,105
4,109
4,111
4,134
4,221
4,247
4,259
5,6
6,7
6,8
6,9
6,10
7,11
7,12
7,13
7,14
7,15
7,20
8,11
8,12
8,13
8,14
8,15
8,20
9,11
9,12
9,13
9,14
9,15
9,20
10,11
10,12
10,13
10,14
10,15
10,20
11,16
12,17
13,18
14,19
15,21
16,23
17,23
18,23
19,23
20,23
21,23
22,24
22,25
23,28
24,29
25,29
26,30
27,31
28,32
28,37
29,33
29,44
29,121
30,34
30,297
31,34
31,82
31,172
31,179
32,36
33,38
34,35
35,42
36,39
37,39
38,41
39,43
40,44
40,84
40,97
41,45
42,46
43,47
44,49
45,50
46,51
46,138
47,52
48,52
49,53
50,54
51,55
51,81
52,57
53,58
54,58
54,296
55,59
56,60
56,61
57,62
57,63
57,71
57,76
58,64
59,64
59,99
59,100
60,68
61,65
62,66
63,67
64,72
65,69
66,69
67,70
68,73
69,74
70,75
71,77
72,78
73,84
73,97
74,84
74,97
75,84
75,97
76,84
76,97
77,84
77,97
78,79
78,80
78,125
78,192
79,85
80,85
81,87
82,88
82,89
83,90
84,91
85,92
86,93
87,99
87,100
88,99
88,100
89,99
89,100
90,95
91,96
92,98
93,98
94,101
95,101
96,101
97,101
98,102
99,103
100,104
101,106
102,107
103,108
104,108
105,110
106,112
107,113
108,114
108,115
108,292
109,119
109,120
110,119
110,120
110,162
111,116
112,117
113,118
114,119
115,120
116,122
117,123
117,124
117,257
118,126
119,127
120,127
120,150
121,128
122,129
123,130
123,145
123,146
123,147
123,148
123,149
124,130
125,130
126,130
127,130
127,157
128,130
129,130
129,141
130,131
130,144
131,132
131,133
132,135
133,135
133,170
134,136
135,137
136,139
137,140
138,140
138,191
139,142
139,253
140,143
140,200
141,151
142,152
143,153
143,169
144,154
145,155
146,156
147,158
148,159
149,160
150,161
151,163
152,164
153,165
154,166
155,166
156,166
157,166
158,166
159,166
160,166
161,166
162,167
163,166
164,167
165,168
165,176
166,170
167,171
168,173
169,174
170,174
171,174
172,175
173,177
174,178
174,287
174,288
175,180
176,181
177,181
178,181
179,181
180,181
180,252
181,182
181,183
181,184
181,185
181,186
181,187
181,188
