<number of tasks>
1000
<cycle time>
1000
<order strength>
0.596
<z_alpha>
1.960
<task times>
1 678 13498.9176
2 567 5570.3289
3 379 4436.6126
4 555 326.3672
5 463 6303.0069
6 235 1486.6916
7 359 3627.0814
8 518 16227.6142
9 569 5343.3838
10 407 5020.3846
11 437 391.6599
12 682 19895.8605
13 503 7773.6246
14 299 4523.0026
15 421 1714.1111
16 569 5087.0456
17 440 1528.5778
18 504 11089.1956
19 552 6142.1390
20 582 6401.0566
21 432 1484.2168
22 407 1384.0046
23 431 5241.7520
24 523 8794.3455
25 624 20942.1004
26 486 3359.3570
27 509 12736.5747
28 624 8216.4417
29 496 10628.6399
30 655 7018.2661
31 514 6670.8968
32 630 16068.5728
33 636 11549.2830
34 339 5063.8912
35 626 11556.7142
36 466 4694.8901
37 533 10610.2176
38 331 2979.2378
39 309 2606.3314
40 565 18326.0437
41 471 9076.0402
42 452 10742.9816
43 442 3212.9711
44 513 15267.3380
45 615 7869.3614
46 422 11084.5906
47 375 8732.2276
48 411 1773.4986
49 499 12987.9028
50 703 16563.5495
51 495 5021.9776
52 476 11867.1169
53 405 7325.8119
54 520 13101.9639
55 616 16764.7401
56 534 3072.6921
57 431 984.8571
58 400 6601.7479
59 452 7097.2050
60 411 9112.4870
61 306 2536.8700
62 750 12048.4758
63 473 9550.3103
64 603 15965.6475
65 632 5338.1461
66 668 14779.6806
67 445 243.6234
68 627 7511.5064
69 392 3268.4153
70 690 12229.0839
71 430 7643.5361
72 416 3757.2980
73 254 3373.5350
74 371 1371.4375
75 209 912.8248
76 604 216.0213
77 661 24703.5094
78 507 11800.0074
79 575 5905.9656
80 459 9798.0437
81 295 2051.5894
82 733 13171.1646
83 472 13439.4046
84 528 1856.6062
85 363 3728.1943
86 433 6442.9477
87 421 8592.5820
88 457 7675.9151
89 552 29.5560
90 362 6278.4017
91 448 4742.1904
92 527 8590.3317
93 332 1978.3323
94 578 19764.7055
95 619 21811.1640
96 509 8203.2335
97 539 2833.4852
98 549 3748.1768
99 687 1988.2985
100 546 11243.1265
101 572 7883.6052
102 372 5091.3849
103 414 4333.9860
104 483 6686.5306
105 413 2889.5485
106 566 8716.1472
107 526 6067.1053
108 484 8604.0802
109 596 20941.3073
110 534 14382.1631
111 612 4578.6961
112 656 138.1751
113 658 7156.1388
114 393 3897.9529
115 626 5211.7113
116 401 1585.3983
117 469 12213.0137
118 452 6210.2776
119 764 4416.8701
120 406 9177.2554
121 417 8183.0237
122 416 10719.6572
123 676 23092.8017
124 693 14203.9703
125 739 3589.6223
126 494 1753.8764
127 509 14703.5269
128 457 4011.6136
129 583 14500.2364
130 652 12052.4294
131 555 15646.0715
132 482 3001.6902
133 318 3593.1525
134 587 9496.1458
135 564 11434.4813
136 393 9298.5439
137 631 3607.5930
138 525 421.7602
139 681 18251.9647
140 723 4684.9286
141 629 15148.8291
142 296 4355.0133
143 712 19362.2768
144 673 4919.8440
145 388 8036.1036
146 271 3363.4267
147 445 4138.7003
148 641 5665.8320
149 416 9914.3191
150 563 3997.4424
151 510 9310.7994
152 638 25237.8773
153 555 12699.8966
154 473 8659.2412
155 581 18155.5283
156 481 14033.6475
157 585 8552.3574
158 593 20280.6424
159 607 10068.4718
160 565 1581.9052
161 466 262.3983
162 485 1352.1913
163 437 9532.3046
164 537 9251.6158
165 709 18589.6055
166 625 19898.2793
167 678 17690.1353
168 403 2035.8319
169 249 3562.4750
170 492 10672.2518
171 732 3169.7844
172 525 7415.6645
173 517 3882.1353
174 314 4280.9728
175 577 8659.8435
176 446 2265.9944
177 515 5322.7974
178 652 19079.5132
179 481 7013.8875
180 448 2486.2348
181 527 4327.9328
182 648 20232.9686
183 229 2206.9267
184 455 4542.7281
185 494 6281.4785
186 493 9878.3537
187 413 9378.3080
188 365 6866.3201
189 573 3452.0182
190 730 10685.6818
191 586 2139.5971
192 432 8008.0142
193 422 1099.1428
194 403 829.1204
195 710 18717.4769
196 297 4796.8106
197 540 4518.9783
198 633 5891.1852
199 515 11212.3766
200 515 5680.4429
201 496 7081.5680
202 483 13372.0502
203 651 3988.4961
204 324 1439.9918
205 521 11602.6997
206 631 7495.8946
207 338 1647.7415
208 452 5075.9823
209 700 5443.8849
210 403 3572.8498
211 562 1468.8343
212 150 1295.2622
213 375 3344.5988
214 630 22068.2834
215 556 5018.5771
216 398 9621.6152
217 572 5505.7892
218 482 5275.4928
219 355 4662.1587
220 355 6869.1989
221 452 1386.8655
222 454 4998.4122
223 249 2151.9113
224 452 7012.6985
225 484 6379.0248
226 609 22785.7977
227 455 2312.5233
228 387 3931.7064
229 394 8306.6569
230 669 2573.8837
231 518 5614.6551
232 348 1791.5048
233 569 15619.6523
234 678 26325.2243
235 591 19242.2932
236 524 14398.6391
237 526 646.8562
238 607 2688.8437
239 346 4565.6126
240 662 26637.9114
241 600 641.7262
242 483 5179.2046
243 437 1195.8948
244 557 1112.1386
245 440 8153.7608
246 704 21998.0562
247 475 5616.4928
248 526 2212.4456
249 302 5686.8159
250 556 5406.3801
251 611 20640.5628
252 486 8652.8351
253 504 5637.8605
254 405 1714.8048
255 457 6816.3630
256 603 22261.0359
257 568 19427.4603
258 528 2761.7019
259 408 7881.9500
260 436 11529.5849
261 600 3358.3434
262 534 3239.6763
263 317 5115.8203
264 417 4074.2140
265 462 8211.8835
266 652 12266.3585
267 598 9889.1166
268 451 9248.0846
269 443 7858.5491
270 339 1131.4134
271 521 14392.8796
272 577 11349.1858
273 503 11114.1747
274 691 4564.5979
275 272 283.5800
276 202 1099.1523
277 555 7420.6707
278 449 7752.0780
279 530 3724.8378
280 471 3709.9356
281 498 15442.9571
282 674 20669.3868
283 517 7669.4539
284 738 8443.8100
285 706 21911.9520
286 231 2841.7393
287 621 13544.5048
288 273 1781.0679
289 388 7476.0496
290 727 10209.2062
291 290 3417.6822
292 520 14468.4592
293 688 18162.8412
294 567 9461.8908
295 431 4240.9136
296 570 10093.9526
297 414 1452.7175
298 541 7024.1973
299 715 10322.0595
300 703 6157.5379
301 553 18195.7392
302 358 7236.1951
303 513 937.0380
304 616 2533.9781
305 390 1648.8354
306 590 8209.5352
307 598 7395.2132
308 620 16107.4365
309 596 6176.4331
310 461 6213.5425
311 412 5707.8522
312 165 999.1785
313 507 2658.4834
314 354 7546.6998
315 411 3140.4088
316 539 17938.5400
317 358 1363.5961
318 582 21164.6336
319 616 11842.9042
320 359 5205.1809
321 471 4305.4396
322 577 10316.7665
323 567 13079.0983
324 450 7668.5622
325 555 1328.9707
326 464 12603.0964
327 330 1279.9029
328 664 17600.3279
329 501 10740.9348
330 566 7206.4173
331 422 4300.3969
332 433 6667.2501
333 585 7409.2451
334 596 7549.0528
335 413 6017.3019
336 689 17480.8969
337 450 2137.3254
338 323 6371.9821
339 428 1204.9783
340 565 2303.3156
341 575 11038.3943
342 474 10566.1382
343 494 5648.2255
344 305 5075.0027
345 532 10147.3174
346 512 11387.1250
347 464 3099.2266
348 282 2147.9282
349 340 654.9078
350 488 8975.5300
351 463 10183.6062
352 711 7159.2628
353 578 335.1154
354 613 16348.0174
355 615 23270.7594
356 490 8219.2075
357 697 4016.6712
358 455 12759.7809
359 481 5094.7322
360 431 2983.9698
361 523 5603.6067
362 431 4869.4843
363 470 11866.8471
364 335 311.5983
365 479 11013.6503
366 512 15398.5082
367 459 4281.6323
368 313 1393.9758
369 440 7395.1324
370 755 10897.8486
371 574 15076.5070
372 454 10813.7917
373 385 705.9127
374 728 12286.4476
375 304 4371.0447
376 498 12699.3933
377 535 13321.6138
378 572 12533.6800
