<number of tasks>
1000
<cycle time>
1000
<order strength>
0.197
<z_alpha>
1.645
<task times>
1 114 2713.0327
2 108 814.5226
3 145 2761.7742
4 105 2661.9848
5 22 60.6900
6 216 5650.0173
7 51 152.9748
8 182 7456.8401
9 94 1049.0119
10 224 7576.2770
11 128 2366.3003
12 142 862.2107
13 50 575.0654
14 208 1679.5174
15 172 4355.5922
16 115 5.5669
17 82 493.9064
18 49 457.8912
19 135 1105.1026
20 135 2737.5980
21 21 5.9709
22 189 4829.2190
23 64 695.0074
24 58 654.7287
25 68 248.8265
26 189 1811.7978
27 67 99.5136
28 240 959.6852
29 36 279.9562
30 100 1156.9800
31 322 10939.0060
32 155 4284.7044
33 65 725.2496
34 42 306.2677
35 259 3718.9303
36 200 6963.6879
37 304 8981.1791
38 244 5578.9225
39 152 475.7481
40 184 7223.6844
41 164 1958.1527
42 39 47.9571
43 84 1022.5387
44 132 2528.4083
45 144 395.0587
46 188 4842.6758
47 71 477.7443
48 186 3094.5177
49 122 225.6602
50 70 905.0659
51 141 4429.0716
52 155 4905.4688
53 162 4531.0437
54 140 1259.3143
55 170 2506.2149
56 133 3444.4469
57 112 917.3366
58 64 298.3591
59 172 5206.0247
60 149 3138.1099
61 33 172.5628
62 60 434.6354
63 107 2304.8335
64 148 3132.2771
65 47 377.8628
66 121 3021.0365
67 240 7294.7365
68 237 7194.2418
69 112 2614.1753
70 163 1914.9883
71 57 711.9740
72 217 6013.3543
73 135 4165.4263
74 122 3334.6066
75 224 6931.0211
76 121 346.6512
77 62 600.4096
78 150 2769.4412
79 167 2265.4623
80 53 17.6988
81 105 1915.9246
82 69 353.0968
83 119 2357.8875
84 115 3097.6335
85 33 105.4374
86 47 309.5438
87 121 2753.7507
88 196 5177.8287
89 155 5154.2780
90 144 1622.1111
91 219 2962.4954
92 71 830.5314
93 80 208.3895
94 247 3201.7707
95 40 338.5222
96 128 3672.8809
97 68 1041.5823
98 91 654.2643
99 170 5479.9317
100 48 216.0518
101 295 826.8743
102 123 906.3388
103 238 1849.8285
104 36 162.9577
105 81 482.0593
106 164 5804.8095
107 84 1227.5270
108 207 5236.1700
109 254 319.6183
110 272 17995.1998
111 202 9081.3734
112 147 1120.4560
113 88 379.3818
114 213 4374.1133
115 56 320.2672
116 177 2781.9885
117 145 99.9393
118 136 1774.5909
119 305 22399.1219
120 67 719.8575
121 89 376.4551
122 216 10187.1222
123 252 102.4953
124 77 1028.1143
125 86 222.0092
126 133 1648.7046
127 121 3537.9459
128 130 2884.8710
129 135 1005.1822
130 174 2438.0041
131 35 145.9802
132 145 2074.8512
133 206 1228.6317
134 23 124.8647
135 200 2629.5903
136 145 2514.3306
137 107 1316.5307
138 197 8672.9878
139 96 2092.9690
140 225 8267.3443
141 219 9753.4377
142 142 435.5438
143 281 17342.3358
144 147 3372.4820
145 117 917.0534
146 133 83.9689
147 62 363.7215
148 56 558.0153
149 209 4514.6276
150 148 616.2739
151 130 3317.5151
152 33 127.0993
153 372 19352.0651
154 132 3834.0884
155 150 4524.0921
156 158 3721.7737
157 262 13655.8979
158 29 113.4219
159 98 243.1391
160 72 1247.2645
161 48 228.7992
162 49 30.6158
163 76 1428.7670
164 50 566.5787
165 122 271.8915
166 77 904.3170
167 169 4403.5228
168 135 2615.1332
169 86 537.4089
170 110 1025.6702
171 171 3823.3180
172 78 464.7758
173 106 1746.5433
174 243 4834.3008
175 137 3389.2280
176 39 192.7457
177 182 326.8627
178 245 2627.7926
179 79 1326.4143
180 25 153.9698
181 70 722.1831
182 220 5629.1440
183 114 238.2644
184 67 155.0438
185 34 167.2708
186 111 1935.2009
187 137 4392.9071
188 262 8506.6665
189 206 10319.9534
190 65 790.9558
191 122 2665.2341
192 57 666.7165
193 43 208.6032
194 52 100.9638
195 212 10305.5007
196 98 366.1380
197 162 4988.1512
198 77 1326.2385
199 102 960.7254
200 165 858.0595
201 62 340.8885
202 203 10028.9264
203 41 332.2597
204 277 4194.0979
205 142 3648.8537
206 64 717.5931
207 34 19.7158
208 199 4326.8372
209 69 839.0614
210 53 125.4133
211 251 13268.3171
212 182 4597.5014
213 29 168.3287
214 193 1742.4074
215 410 10681.9055
216 74 600.5398
217 182 2412.0999
218 59 709.9987
219 161 5416.7071
220 112 603.7277
221 49 385.0687
222 168 5753.4054
223 222 3820.4279
224 261 3492.6703
225 245 1412.6071
226 155 1094.6903
227 262 14962.4967
228 48 527.6461
229 283 13658.9444
230 118 3393.1671
231 202 3904.5897
232 191 4845.7720
233 78 90.1354
234 29 53.1573
235 36 41.1379
236 123 1890.5926
237 27 15.3916
238 272 2181.1041
239 82 420.2551
240 92 1892.7288
241 68 16.5700
242 42 266.5609
243 207 125.4328
244 204 9486.8610
245 239 381.3011
246 61 173.2943
247 190 6502.0225
248 44 405.7375
249 75 301.4142
250 136 888.5084
251 47 527.4447
252 128 817.7675
253 100 419.8116
254 82 449.5717
255 36 293.0071
256 209 8412.3144
257 128 3883.2809
258 203 2024.1607
259 107 2320.9252
260 150 1242.9003
261 69 45.8126
262 253 14959.1793
263 99 1334.8374
264 81 1451.2981
265 70 1212.6241
266 117 959.8556
267 61 352.1527
268 210 3953.7679
269 127 1184.1468
270 307 13310.3741
271 121 405.0918
272 125 1032.6205
273 310 2939.9650
274 79 1238.2073
275 204 4170.6721
276 40 296.7881
277 110 611.8192
278 32 172.6997
279 141 4081.0386
280 138 3853.1069
281 276 18544.5521
282 21 37.4233
283 89 1306.3067
284 108 1993.7152
285 122 275.7502
286 180 139.9591
287 258 13647.0856
288 52 200.4473
289 175 5608.6854
290 364 28823.4376
291 336 1798.1449
292 40 204.1102
293 195 4279.0020
294 81 724.9185
295 125 3902.3539
296 121 1037.1580
297 334 4557.9780
298 316 8562.2191
299 168 4544.0759
300 147 336.9520
301 194 4120.5163
302 149 4965.9650
303 290 16747.8749
304 163 4596.2964
305 45 113.6446
306 110 1146.8897
307 125 3165.2486
308 67 774.8203
309 120 633.6275
310 69 376.9342
311 316 991.4222
312 255 190.7499
313 161 3754.3030
314 76 1336.2197
315 91 1035.0217
316 27 7.3965
317 66 703.1506
318 37 234.2950
319 164 6692.6789
320 170 4948.0193
321 150 379.1396
322 160 738.5498
323 70 339.3144
324 276 1423.2961
325 148 4044.6165
326 268 1830.5067
327 126 928.1187
328 28 128.0277
329 119 795.8825
330 136 2016.4725
331 144 3611.3659
332 24 77.7076
333 261 5308.9166
334 124 2671.2157
335 108 1205.5488
336 33 27.5709
337 300 13006.7339
338 136 4336.2488
339 217 9157.5391
340 84 1633.7156
341 163 4653.2298
342 205 670.9476
343 190 3104.1235
344 114 344.5517
345 50 233.0239
346 203 4176.3523
347 144 5043.5475
348 98 1621.9982
349 94 1728.4231
350 102 2014.7906
351 155 1551.0037
352 287 13423.3491
353 98 2289.6060
354 192 6217.4150
355 60 116.6069
356 188 4171.1642
357 80 56.2608
358 62 279.8955
359 194 5332.3590
360 166 4382.6675
361 20 91.2459
362 298 14182.0868
363 250 13172.4807
364 151 5279.6453
365 182 8149.8696
366 139 498.7682
367 124 3062.0512
368 227 2943.4069
369 77 42.5387
370 36 17.0725
371 228 7008.9886
372 39 280.1130
373 295 17462.1602
374 50 335.2574
375 181 2786.8066
376 60 269.6355
377 69 847.9174
378 134 1660.7897
379 112 3062.9406
380 116 2779.1583
381 178 930.7445
382 131 4164.1171
383 42 361.0520
384 22 66.1273
385 180 3957.8795
386 150 170.5374
387 109 878.9693
388 244 9121.8725
389 242 13563.6864
390 124 1818.4811
391 20 94.9510
392 75 222.2128
