<number of tasks>
297
<cycle time>
1483
<order strength>
0.000
<z_alpha>
1.960
<task times>
1 270 1852.2893
2 270 2886.7257
3 130 500.3092
4 148 768.0425
5 190 1036.1703
6 293 4581.5740
7 348 5784.2540
8 182 504.5508
9 490 14729.6355
10 212 2552.0791
11 248 2969.5018
12 248 693.6431
13 248 2283.7228
14 248 3154.8848
15 248 1288.2058
16 268 397.0793
17 268 2768.8170
18 268 4343.2271
19 288 3399.6584
20 248 1585.4725
21 268 3137.0831
22 60 104.2888
23 268 461.4211
24 240 1554.3427
25 240 3056.1381
26 171 258.5783
27 490 5921.9940
28 182 1763.5934
29 170 1424.3540
30 306 5488.9645
31 108 310.6902
32 248 2895.9254
33 190 2123.8165
34 240 1027.4548
35 339 3336.6779
36 288 3226.4597
37 248 2839.6172
38 455 10944.5420
39 268 4467.3867
40 270 2383.5008
41 180 584.8961
42 121 684.3385
43 270 2745.3728
44 440 4280.2115
45 249 3440.9752
46 194 648.8292
47 162 19.2061
48 130 296.6237
49 388 653.7420
50 90 374.1279
51 212 260.0605
52 246 212.0790
53 188 1718.7887
54 270 3725.0052
55 160 746.3869
56 79 310.0906
57 466 6156.4460
58 240 2910.7459
59 137 871.1653
60 184 100.4813
61 110 142.0415
62 275 1252.4830
63 149 231.2920
64 280 1074.4094
65 119 337.0833
66 184 1340.0149
67 140 1079.1128
68 150 516.4051
69 190 2189.4768
70 150 1313.2473
71 150 1354.0924
72 284 3021.9399
73 192 842.7487
74 347 4470.1055
75 232 1347.5126
76 140 1207.1233
77 608 5261.2635
78 80 395.0015
79 40 3.8380
80 130 268.2645
81 110 598.3696
82 350 4243.2962
83 140 499.3145
84 240 3221.7477
85 240 2541.6011
86 90 46.9558
87 54 181.0453
88 294 2444.6914
89 203 1002.2713
90 150 1047.8173
91 270 1886.6609
92 155 1384.5662
93 190 158.8640
94 78 320.0345
95 140 158.5035
96 241 1202.0217
97 430 7810.5851
98 90 336.6630
99 110 411.0582
100 9 2.9391
101 430 10021.3625
102 130 516.5089
103 289 1227.9437
104 110 535.1295
105 160 193.1609
106 442 11433.0359
107 159 579.2218
108 250 2978.9682
109 190 1709.4334
110 184 521.5233
111 690 21127.4754
112 72 142.9168
113 190 1749.8048
114 190 321.8786
115 90 277.7551
116 889 21480.9764
117 170 979.1541
118 155 97.4756
119 190 2014.2064
120 130 479.8714
121 390 6684.1599
122 301 2014.9060
123 54 140.3189
124 227 1526.2298
125 142 740.1363
126 184 702.1565
127 741 3521.6275
128 868 18610.5303
129 230 1211.5060
130 121 395.0324
131 320 3781.5804
132 126 302.7627
133 440 3623.0384
134 127 818.2270
135 134 1063.6744
136 150 542.5384
137 140 567.6776
138 110 227.8031
139 320 1410.1809
140 250 3052.6701
141 232 2607.9910
142 188 794.5814
143 250 762.7817
144 377 3419.4750
145 90 57.0936
146 140 1001.6447
147 90 97.4475
148 90 421.9853
149 70 88.7957
150 90 198.7532
151 110 494.7998
152 150 807.0849
153 101 413.4326
154 377 1292.7363
155 118 412.8914
156 290 4774.3293
157 209 1892.6287
158 150 1335.3897
159 150 1342.2218
160 79 381.7896
161 150 583.4906
162 91 353.0359
163 59 49.8466
164 218 509.2115
165 351 6589.2685
166 873 5614.9368
167 130 127.2637
168 68 275.2255
169 126 384.4467
170 120 676.4757
171 227 2399.2592
172 198 2379.7443
173 132 106.1404
174 121 297.6555
175 150 486.4238
176 100 513.9274
177 38 6.6656
178 70 92.5006
179 355 1587.4235
180 284 2953.6282
181 122 915.1919
182 75 150.4972
183 160 180.0653
184 140 166.7848
185 520 5961.8839
186 99 320.1437
187 182 1953.5150
188 80 390.9302
189 514 10369.0310
190 96 265.6784
191 50 113.8241
192 272 3180.7929
193 226 1557.0017
194 194 1047.8955
195 164 111.5484
196 96 523.7614
197 107 40.6981
198 108 19.6892
199 167 1145.6698
200 98 344.8195
201 82 315.0548
202 482 8427.3861
203 72 299.2961
204 50 136.2233
205 130 417.0688
206 230 939.6216
207 50 122.9468
208 240 766.9853
209 190 1234.6016
210 190 124.0523
211 240 1189.9999
212 74 300.4256
213 139 970.6205
214 339 423.6905
215 260 713.4130
216 132 893.5118
217 550 2578.1215
218 420 4766.0748
219 152 140.5047
220 12 2.5151
221 90 490.3147
222 5 0.6127
223 128 408.7620
224 100 409.3282
225 120 106.4195
226 100 409.9140
227 320 2937.7151
228 835 93.3396
229 740 22454.8782
230 223 1104.4260
231 100 284.9157
232 390 2426.9827
233 140 789.1326
234 304 5590.8227
235 120 186.2796
236 403 159.5352
237 21 11.5113
238 246 2733.2913
239 160 1518.9998
240 1019 24896.3022
241 34 18.8994
242 120 340.9255
243 68 72.0289
244 910 31830.2231
245 302 1428.2772
246 778 12811.0462
247 101 79.6305
248 1310 3777.7091
249 20 24.2015
250 278 1547.2940
251 81 27.3847
252 290 2406.9709
253 100 6.6022
254 372 2867.4180
255 72 62.5649
256 28 26.0922
257 90 107.7643
258 250 2962.4377
259 144 181.0128
260 303 155.6618
261 220 523.5203
262 58 180.3840
263 224 2648.6577
264 211 2561.5915
265 99 317.5149
266 44 66.6037
267 120 574.2645
268 70 44.1415
269 421 9350.5602
270 231 1582.2114
271 214 2571.9822
272 196 1492.0274
273 280 1971.0745
274 398 998.9525
275 72 154.4938
276 280 54.2566
277 356 3800.1449
278 193 104.4517
279 140 429.6119
280 130 764.7240
281 300 982.9133
282 456 11869.8356
283 7 1.0982
284 170 1480.1970
285 252 831.4306
286 210 478.0327
287 308 1305.5008
288 308 2058.2428
289 121 471.4160
290 52 121.5606
291 426 1346.2151
292 104 345.0284
293 1386 48.0218
294 527 14132.2373
295 968 47960.1659
296 1047 13174.6467
297 538 2704.8087
<precedence relations>
1,2
2,3
3,4
4,5
4,22
4,26
4,27
4,40
4,48
4,56
4,83
4,86
4,94
4,105
4,109
4,111
4,134
4,221
4,247
4,259
5,6
6,7
6,8
6,9
6,10
7,11
7,12
7,13
7,14
7,15
7,20
8,11
8,12
8,13
8,14
8,15
8,20
9,11
9,12
9,13
9,14
9,15
9,20
10,11
10,12
10,13
10,14
10,15
10,20
11,16
12,17
13,18
14,19
15,21
16,23
17,23
18,23
19,23
20,23
21,23
22,24
22,25
23,28
24,29
25,29
26,30
27,31
28,32
28,37
29,33
29,44
29,121
30,34
30,297
31,34
31,82
31,172
31,179
32,36
33,38
34,35
35,42
36,39
37,39
38,41
39,43
40,44
40,84
40,97
41,45
42,46
43,47
44,49
45,50
46,51
46,138
47,52
48,52
49,53
50,54
51,55
51,81
52,57
53,58
54,58
54,296
55,59
56,60
56,61
57,62
57,63
57,71
57,76
58,64
59,64
59,99
59,100
60,68
61,65
62,66
63,67
64,72
65,69
66,69
67,70
68,73
69,74
70,75
71,77
72,78
73,84
73,97
74,84
74,97
75,84
75,97
76,84
76,97
77,84
77,97
78,79
78,80
78,125
78,192
79,85
80,85
81,87
82,88
82,89
83,90
84,91
85,92
86,93
87,99
87,100
88,99
88,100
89,99
89,100
90,95
91,96
92,98
93,98
94,101
95,101
96,101
97,101
98,102
99,103
100,104
101,106
102,107
103,108
104,108
105,110
106,112
107,113
108,114
108,115
108,292
109,119
109,120
110,119
110,120
110,162
111,116
112,117
113,118
114,119
115,120
116,122
117,123
117,124
117,257
118,126
119,127
120,127
120,150
121,128
122,129
123,130
123,145
123,146
123,147
123,148
123,149
124,130
125,130
126,130
127,130
127,157
128,130
129,130
129,141
130,131
130,144
131,132
131,133
132,135
133,135
133,170
134,136
135,137
136,139
137,140
138,140
138,191
139,142
139,253
140,143
140,200
141,151
142,152
143,153
143,169
144,154
145,155
146,156
147,158
148,159
149,160
150,161
151,163
152,164
153,165
154,166
155,166
156,166
157,166
158,166
159,166
160,166
161,166
162,167
163,166
164,167
165,168
165,176
166,170
167,171
168,173
169,174
170,174
171,174
172,175
173,177
174,178
174,287
174,288
175,180
176,181
177,181
178,181
179,181
180,181
180,252
181,182
181,183
181,184
181,185
181,186
181,187
181,188
