<number of tasks>
148
<cycle time>
434
<order strength>
0.000
<z_alpha>
1.645
<task times>
1 16 10.4215
2 30 20.8606
3 7 0.2833
4 47 55.5339
5 29 46.7914
6 8 2.0272
7 39 29.2039
8 37 0.5423
9 32 58.7314
10 29 2.1527
11 17 15.2215
12 11 4.7139
13 32 61.1029
14 15 12.8780
15 53 10.3889
16 53 107.4715
17 8 0.2020
18 24 27.0516
19 24 30.1592
20 8 3.1691
21 7 0.5625
22 8 0.5298
23 14 8.4697
24 13 8.0976
25 10 2.7102
26 25 33.6189
27 11 3.0074
28 25 19.0849
29 11 3.9772
30 29 18.7530
31 25 4.7337
32 10 0.5473
33 14 12.2048
34 41 73.4451
35 42 107.5174
36 47 125.7627
37 7 1.4967
38 80 129.1269
39 7 0.7245
40 41 22.2500
41 47 94.7342
42 16 5.9796
43 32 43.3201
44 66 251.4909
45 80 195.6884
46 7 0.8014
47 41 98.9324
48 13 9.3648
49 47 118.5388
50 33 27.5986
51 34 24.0413
52 11 5.7487
53 118 741.9048
54 25 30.7248
55 7 2.1568
56 28 16.8666
57 12 0.2673
58 52 4.2098
59 14 6.4352
60 3 0.2222
61 3 0.2420
62 8 2.1299
63 16 10.9901
64 33 41.3351
65 8 3.6634
66 18 3.3560
67 10 1.4131
68 14 7.7221
69 28 35.7751
70 11 6.0374
71 118 499.1400
72 25 15.9361
73 40 87.9154
74 40 25.6363
75 101 16.9158
76 5 0.8681
77 28 15.7621
78 8 3.7095
79 281 4526.2889
80 7 2.0418
81 26 10.9340
82 10 5.7539
83 21 10.3395
84 26 25.1014
85 20 23.2634
86 21 26.0036
87 47 109.8300
88 23 16.6602
89 13 8.0026
90 19 6.1170
91 115 433.5530
92 35 33.5836
93 26 0.7814
94 46 10.2717
95 20 20.0080
96 31 39.5025
97 19 6.5266
98 34 43.7731
99 51 139.8560
100 39 59.2474
101 30 20.4111
102 26 38.7932
103 13 1.0112
104 45 96.4399
105 58 128.5655
106 28 44.5000
107 8 3.6317
108 383 335.6565
109 40 39.0747
110 34 8.0159
111 23 25.6485
112 162 1126.6394
113 11 7.1521
114 19 13.5184
115 14 11.2492
116 31 29.0608
117 32 29.6877
118 26 37.3940
119 55 65.5497
120 31 5.6503
121 32 47.9956
122 26 34.2882
123 19 7.0827
124 14 0.0840
125 19 1.6805
126 48 90.7288
127 55 161.1200
128 8 0.3672
129 11 2.3379
130 27 32.9843
131 18 14.7457
132 36 57.0029
133 23 4.7604
134 20 4.8411
135 46 46.7973
136 64 235.2166
137 22 27.9809
138 15 1.2504
139 34 21.6359
140 22 16.8411
141 151 233.1085
142 148 385.3950
143 64 154.2008
144 170 602.4305
145 137 820.0470
146 64 97.5998
147 78 264.4791
148 78 118.8255
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
