<number of tasks>
148
<cycle time>
93
<order strength>
0.000
<z_alpha>
1.280
<task times>
1 16 12.1846
2 30 16.3219
3 7 2.7073
4 47 131.6491
5 29 26.7408
6 8 0.5007
7 39 91.2018
8 37 6.3942
9 32 48.8689
10 29 47.5473
11 17 7.4503
12 11 5.1952
13 32 57.6031
14 15 12.6616
15 53 37.5824
16 53 68.1038
17 8 0.2632
18 24 33.2442
19 24 28.2704
20 8 2.0182
21 7 2.9336
22 8 0.2484
23 14 2.7770
24 13 4.3192
25 10 4.0079
26 25 32.0080
27 11 2.7748
28 25 32.3254
29 11 0.0639
30 29 14.8698
31 25 16.7227
32 10 1.2307
33 14 3.1671
34 41 25.6353
35 42 58.2929
36 47 76.0761
37 7 0.3935
38 80 37.5569
39 7 2.5107
40 41 22.8632
41 47 30.3133
42 16 5.4362
43 32 62.7186
44 66 141.9361
45 80 16.6803
46 7 1.9111
47 41 11.3228
48 13 1.2553
49 47 108.0738
50 33 28.8416
51 34 44.7994
52 11 0.9007
53 18 14.4043
54 25 30.5285
55 7 1.3100
56 28 47.7615
57 12 1.1107
58 52 152.0019
59 14 0.2537
60 3 0.4101
61 3 0.3763
62 8 0.3452
63 16 5.7292
64 33 58.3386
65 8 3.1542
66 18 11.1442
67 10 2.6871
68 14 1.5136
69 28 43.9990
70 11 1.9291
71 18 0.6527
72 25 31.4452
73 40 38.7210
74 40 36.2943
75 1 0.0091
76 5 1.4056
77 28 5.0025
78 8 3.0940
79 81 36.7690
80 7 2.7590
81 26 39.4958
82 10 5.2737
83 21 16.4977
84 26 7.3082
85 20 11.1649
86 21 21.1265
87 47 118.0227
88 23 22.3441
89 13 10.3621
90 19 22.2773
91 15 7.3890
92 35 6.4253
93 26 9.7287
94 46 91.2342
95 20 24.3394
96 31 41.8848
97 19 2.7505
98 34 17.8721
99 51 6.5988
100 39 29.0826
101 30 0.8560
102 26 33.6805
103 13 4.4702
104 45 55.8850
105 58 76.0712
106 28 18.0273
107 8 0.4030
108 83 14.8640
109 40 50.3795
110 34 54.7610
111 23 8.4612
112 62 184.2177
113 11 2.3062
114 19 18.3797
115 14 8.2088
116 31 14.6684
117 32 18.1399
118 26 7.3703
119 55 78.9691
120 31 35.2244
121 32 45.4146
122 26 15.4497
123 19 19.5778
124 14 6.9662
125 19 14.2304
126 48 141.7393
127 55 17.7345
128 8 0.1368
129 11 5.9038
130 27 17.0927
131 18 6.5519
132 36 54.5460
133 23 29.4436
134 20 2.7382
135 46 76.1240
136 64 137.2484
137 22 16.2903
138 15 4.5340
139 34 7.8780
140 22 4.5381
141 51 145.7344
142 48 33.2395
143 64 119.3373
144 70 120.5270
145 37 54.1982
146 64 4.3059
147 78 18.0302
148 78 4.5650
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
