<number of tasks>
148
<cycle time>
434
<order strength>
0.000
<z_alpha>
1.960
<task times>
1 16 7.7353
2 30 217.0224
3 7 10.5309
4 47 221.0015
5 29 141.3906
6 8 9.5078
7 39 89.3217
8 37 181.3356
9 32 105.4348
10 29 72.2789
11 17 35.8762
12 11 5.6532
13 32 49.2430
14 15 18.4679
15 53 387.5646
16 53 345.5073
17 8 12.5041
18 24 45.6225
19 24 22.9429
20 8 11.9609
21 7 0.7763
22 8 14.8668
23 14 21.8973
24 13 37.7438
25 10 1.5795
26 25 128.1125
27 11 20.4651
28 25 69.2841
29 11 0.7872
30 29 68.1542
31 25 109.5348
32 10 16.0439
33 14 45.0603
34 41 47.4078
35 42 192.8548
36 47 377.1311
37 7 9.8472
38 80 945.9141
39 7 11.3063
40 41 150.1439
41 47 241.7510
42 16 9.3549
43 32 66.8662
44 66 507.9552
45 80 539.4192
46 7 11.8105
47 41 151.7492
48 13 11.7644
49 47 160.9534
50 33 13.2882
51 34 159.5847
52 11 0.7161
53 118 1007.1613
54 25 98.9887
55 7 9.2634
56 28 46.3677
57 12 7.4284
58 52 451.7872
59 14 2.4968
60 3 1.3121
61 3 0.7867
62 8 1.8294
63 16 25.7744
64 33 20.1335
65 8 14.0686
66 18 29.9538
67 10 1.0243
68 14 34.6523
69 28 165.4554
70 11 16.1240
71 118 2827.0119
72 25 103.5179
73 40 377.9677
74 40 277.2899
75 101 2356.1105
76 5 4.6403
77 28 79.3694
78 8 8.6858
79 281 2480.2064
80 7 1.9455
81 26 87.9230
82 10 22.3008
83 21 86.0352
84 26 51.1810
85 20 49.4255
86 21 46.5140
87 47 65.8318
88 23 9.3540
89 13 30.6770
90 19 53.4590
91 115 2305.2352
92 35 82.3801
93 26 143.5005
94 46 200.5208
95 20 94.8156
96 31 193.3391
97 19 67.7216
98 34 177.8477
99 51 271.6999
100 39 343.4934
101 30 146.8574
102 26 152.6208
103 13 3.9587
104 45 427.0492
105 58 244.1341
106 28 99.4042
107 8 4.6527
108 383 376.1502
109 40 116.9301
110 34 198.2054
111 23 23.8084
112 162 1530.6316
113 11 29.4735
114 19 0.1231
115 14 44.1443
116 31 228.9782
117 32 69.3027
118 26 46.5396
119 55 107.4550
120 31 23.8113
121 32 24.8553
122 26 133.6888
123 19 84.6440
124 14 12.5862
125 19 71.7061
126 48 250.4848
127 55 5.4487
128 8 0.3697
129 11 20.8399
130 27 30.3377
131 18 44.7035
132 36 242.0919
133 23 119.7324
134 20 57.7221
135 46 123.9144
136 64 536.3967
137 22 33.1250
138 15 27.6759
139 34 288.5797
140 22 118.2798
141 151 1431.0085
142 148 2377.6802
143 64 659.8597
144 170 4074.7070
145 137 871.4405
146 64 672.2499
147 78 1433.5167
148 78 108.7448
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
