<number of tasks>
1000
<cycle time>
1000
<order strength>
0.199
<z_alpha>
1.960
<task times>
1 575 39796.7758
2 465 45100.1169
3 507 48285.9484
4 525 1384.4504
5 425 8870.8478
6 471 11782.3305
7 480 12884.0217
8 448 2895.9334
9 494 37185.2500
10 600 29243.7540
11 421 13384.4316
12 470 36674.4949
13 378 29515.5425
14 361 13512.6595
15 485 13375.1989
16 686 12466.4817
17 339 19809.1565
18 409 1805.5580
19 295 2445.4511
20 377 9696.5869
21 668 23799.4615
22 550 23567.3494
23 525 50489.1005
24 584 7535.3068
25 293 2214.8522
26 711 568.9541
27 412 18454.3066
28 549 16491.1676
29 640 11426.7816
30 614 25649.8695
31 419 11786.7385
32 467 23975.9620
33 636 19010.5031
34 457 9443.1742
35 460 32859.7496
36 413 29912.2298
37 446 17019.8683
38 520 40058.2576
39 477 18013.0925
40 570 60.5400
41 526 30665.5857
42 571 390.5965
43 382 16489.3235
44 326 24824.4225
45 539 10354.3579
46 473 54348.7345
47 614 11140.2790
48 538 18161.7634
49 613 1814.3697
50 543 12295.1294
51 578 9900.5279
52 685 25373.7308
53 498 13928.0110
54 520 43834.0550
55 537 36125.5441
56 557 44463.6538
57 437 24615.8252
58 744 3566.9254
59 344 8972.5895
60 347 16910.5342
61 634 1286.0637
62 680 11043.8493
63 574 5396.7789
64 370 15404.2511
65 302 17405.4281
66 454 28608.5567
67 591 28396.8644
68 185 1293.6827
69 630 4843.0210
70 502 7342.0295
71 571 36615.0130
72 720 17894.5511
73 590 15171.0532
74 503 37124.0683
75 458 11905.0115
76 520 12597.8874
77 492 39862.1445
78 435 12642.6246
79 575 16194.3200
80 619 14180.0640
81 538 39035.5767
82 338 3214.8921
83 264 5577.2600
84 645 2184.1014
85 732 14019.6031
86 409 12041.8359
87 700 20740.7275
88 344 24602.2588
89 520 15510.7103
90 365 2667.0794
91 501 29385.7182
92 258 16152.4084
93 224 9526.7431
94 451 23078.7802
95 400 23647.9633
96 434 11240.8117
97 669 16019.7265
98 428 29576.5921
99 791 4444.4895
100 384 4668.3787
101 576 25804.7879
102 272 5782.5453
103 584 24271.7461
104 302 5390.2945
105 633 26751.7562
106 401 27960.8094
107 470 31471.6477
108 294 7165.9805
109 338 18622.6416
110 466 10322.1282
111 479 52999.2373
112 645 18115.5734
113 475 47411.1430
114 359 1507.8935
115 471 21955.5045
116 801 3431.7523
117 738 14988.1076
118 725 5116.8364
119 636 28932.3770
120 366 8851.5247
121 491 55253.3185
122 365 31770.1986
123 749 5278.0056
124 480 41231.4045
125 497 56642.6339
126 675 24998.5753
127 627 27786.9241
128 522 28917.4507
129 457 24854.9434
130 588 39419.1687
131 585 25206.9235
132 431 36516.4410
133 390 25504.3703
134 486 6179.7889
135 405 21716.6136
136 440 26344.9519
137 753 15169.2734
138 308 18154.4430
139 310 21429.2260
140 534 43479.6563
141 708 1196.3609
142 620 36144.6982
143 503 19231.7896
144 755 11987.3733
145 399 29312.7560
146 453 10240.0630
147 676 25536.4505
148 446 19216.0148
149 625 21246.1075
150 444 14427.5331
151 171 4994.9703
152 629 9783.2579
153 642 18852.9459
154 553 28920.3246
155 365 8701.7017
156 453 41769.4780
157 238 10050.3258
158 478 15477.4121
159 633 13047.7575
160 569 35265.4989
161 497 8833.9641
162 557 19937.8569
163 490 49844.3175
164 650 26378.0653
165 538 19532.7010
166 549 2017.7390
167 600 31143.5032
168 605 34950.9813
169 521 42644.3594
170 478 22649.8655
171 595 13811.3949
172 435 3524.5619
173 478 2038.4510
174 428 39058.9719
175 481 49116.6269
176 543 31860.8143
177 609 7538.5488
178 426 4767.2642
179 501 35172.6990
180 655 20250.3039
181 370 34100.8455
182 633 29209.5981
183 393 26066.1379
184 443 47704.3135
185 489 12717.1021
186 442 19982.2908
187 440 29639.8195
188 503 21525.9260
189 679 20153.4961
190 470 9210.9247
191 440 9887.3906
192 369 15941.9182
193 364 24625.2555
194 496 50455.9253
195 380 18579.5341
196 539 5471.2059
197 586 15923.0482
198 521 39013.2420
199 252 10788.3650
200 433 42487.4512
201 358 4101.2417
202 588 36733.0416
203 646 15858.4602
204 564 35002.8280
205 641 28970.7310
206 459 38796.5668
207 490 50843.8694
208 406 31302.4840
209 395 6169.3288
210 527 2709.3687
211 431 32302.3000
212 534 38895.0306
213 518 54335.5883
214 503 40446.5525
215 632 18602.2027
216 549 514.8552
217 695 24090.0295
218 625 5985.4454
219 448 3688.8426
220 443 17261.0839
221 406 29540.1291
222 546 44441.5438
223 445 37770.0082
224 450 24040.6022
225 391 21306.8836
226 813 559.5715
227 462 6041.3934
228 601 24871.2467
229 646 8552.0710
230 383 22300.7381
231 297 18868.5549
232 640 19207.1041
233 427 3144.2821
234 584 9449.3400
235 691 16322.1045
236 550 41534.1258
237 508 58569.7279
238 555 38745.0288
239 516 10305.7572
240 491 37322.1489
241 477 32632.6902
242 455 22188.2653
243 430 14014.7429
244 525 21199.2444
245 446 22419.0717
246 509 43267.4032
247 740 16619.4424
248 264 17354.5983
249 537 42976.1266
250 402 25365.2668
251 572 39659.7247
252 577 40921.1208
253 355 18446.4587
254 263 326.9513
255 437 8960.1739
256 479 44693.5173
257 383 36284.4808
258 455 28507.1594
259 479 31009.4245
260 666 21285.7690
261 448 12970.6107
262 512 59371.6392
263 484 21923.9146
264 284 6458.9663
265 509 61525.5280
266 519 55719.5754
267 289 16707.4420
268 580 16722.9945
269 488 47655.3636
270 722 16603.5828
271 649 1414.0935
272 674 24682.0995
273 282 1312.3573
274 587 32125.2226
275 446 36307.6618
276 397 30164.9586
277 303 10928.6368
278 506 38192.1647
279 392 10023.9587
280 605 36244.3623
281 514 21352.1188
282 469 47036.6446
283 594 18025.8511
284 520 53827.3518
285 512 56806.4784
286 391 6937.1504
287 546 7929.6664
288 467 23684.3238
289 507 49983.7164
290 650 20534.1083
291 630 1287.6858
292 707 3917.1688
293 520 50463.4621
294 379 27629.9295
295 534 13410.8191
296 246 14710.6538
297 708 2931.5953
298 697 3835.2936
299 575 20649.6119
300 311 8894.3277
301 377 16228.4210
302 567 2364.2686
303 444 19233.5170
304 343 410.3548
305 554 43037.4427
306 404 18547.4486
307 468 26399.7519
308 303 20120.4796
309 506 11164.2448
310 846 4048.1145
311 564 30444.1901
312 376 26262.1510
313 452 14260.5965
314 452 5021.0268
315 425 33947.3371
316 629 26543.2607
317 584 12084.3348
318 677 23300.7725
319 541 44822.8386
320 491 20957.8085
321 503 57374.2477
322 662 29178.1754
323 447 42903.1538
324 555 17258.1199
325 327 17750.2091
326 584 25730.8678
327 506 6053.1212
328 377 16418.5685
329 624 9359.2410
330 499 49590.3856
331 580 13770.6038
332 418 30920.5121
333 589 41728.2941
334 502 1463.3067
335 690 16704.6578
336 325 7649.8860
337 472 39562.1165
338 443 29927.4113
339 501 44000.4323
340 418 42201.6592
341 504 18405.0797
342 473 533.8996
343 565 1214.1149
344 544 22693.9711
345 295 4794.5324
346 695 6283.0786
347 449 12046.7377
348 491 55901.3280
349 434 16375.2068
350 550 52092.7887
351 606 1050.0968
352 466 17811.3655
353 604 22531.5293
354 422 4756.0602
355 699 18574.9140
356 756 5655.6880
357 541 35853.7411
358 434 13309.7826
359 434 1237.2777
360 786 3459.8066
361 495 33435.5355
362 353 8141.6836
363 492 24165.6345
364 548 28737.0073
365 510 31569.2721
366 454 42606.0471
367 532 25968.0678
368 420 17824.2009
369 504 45310.7649
370 324 12372.5227
371 457 11038.2819
372 345 14934.1199
373 459 766.0792
374 641 2650.6470
375 494 31399.9812
376 441 19661.7579
377 531 4593.0518
