<number of tasks>
1000
<cycle time>
1000
<order strength>
0.597
<z_alpha>
1.960
<task times>
1 34 286.5001
2 84 1585.2583
3 144 895.4566
4 208 7683.7356
5 270 1798.3663
6 211 10211.1611
7 80 858.7146
8 32 4.3029
9 95 645.1769
10 79 17.2806
11 124 2794.2187
12 257 11595.1250
13 190 1380.6118
14 172 6975.3319
15 120 297.5762
16 29 146.0080
17 136 3479.4227
18 116 1568.6072
19 222 1065.1151
20 84 639.1796
21 72 934.4753
22 153 4230.2290
23 72 899.6271
24 59 57.2722
25 110 2676.9057
26 129 205.9009
27 75 287.2586
28 207 3180.4715
29 88 283.0475
30 180 829.0805
31 138 756.6482
32 62 786.1979
33 210 5891.2382
34 41 22.2086
35 237 3933.6940
36 254 3355.2966
37 36 27.2418
38 188 1477.0627
39 87 713.2453
40 150 4797.7177
41 118 1088.4515
42 243 14471.4991
43 212 6017.1377
44 25 145.9947
45 145 4898.5075
46 142 169.3826
47 43 38.0034
48 193 4777.3423
49 23 84.4758
50 211 5865.5590
51 175 5274.2485
52 170 231.1993
53 154 4368.5398
54 263 3872.9165
55 122 2833.0849
56 109 629.2056
57 78 353.2561
58 91 799.2623
59 138 4725.0085
60 85 1623.9217
61 164 4099.8646
62 247 10095.9568
63 105 1823.6866
64 109 1889.9068
65 195 6647.9820
66 209 3406.4808
67 169 6043.6316
68 245 10828.3391
69 121 2738.0569
70 244 2224.4536
71 207 10090.1464
72 103 87.2128
73 211 4717.7237
74 173 3144.6528
75 97 2002.6161
76 109 7.3658
77 101 2110.7528
78 167 2628.1184
79 152 1071.9248
80 126 60.4092
81 177 3727.4966
82 146 3260.9463
83 93 583.6128
84 110 2794.0923
85 86 1599.0973
86 126 3702.2965
87 121 3585.3515
88 101 1200.0385
89 272 17353.6589
90 36 286.8866
91 189 4070.7400
92 79 578.1079
93 71 1257.4170
94 134 3165.2747
95 202 6971.2135
96 195 7836.8099
97 61 264.7569
98 181 74.7165
99 104 144.2455
100 178 7551.1513
101 214 5518.9129
102 113 3083.4250
103 237 7676.0932
104 77 677.5994
105 181 3105.6427
106 237 6746.8032
107 158 2070.9819
108 190 5880.0713
109 215 3782.5494
110 194 2453.7480
111 321 4485.3442
112 148 4203.2849
113 174 1984.9949
114 190 5326.6553
115 156 3772.6253
116 25 98.9273
117 133 1182.9345
118 109 810.4179
119 223 3241.8450
120 95 786.8188
121 48 242.4865
122 195 5351.8624
123 119 2302.1049
124 207 5538.5034
125 177 5849.6675
126 201 4677.7705
127 267 5938.6980
128 73 1130.9582
129 269 12634.4759
130 226 3496.1222
131 57 159.5109
132 214 348.7275
133 148 325.7181
134 49 461.5030
135 122 4.7081
136 117 2773.0188
137 120 1850.1047
138 77 647.6923
139 96 1467.9799
140 167 4194.5214
141 51 162.9616
142 132 3164.6265
143 92 201.2104
144 219 5760.9549
145 99 2025.1681
146 65 531.7152
147 169 1660.4428
148 120 1684.8399
149 162 4534.9824
150 68 246.5754
151 206 9334.6592
152 55 109.8582
153 89 420.8434
154 82 1019.8962
155 129 3136.0730
156 166 1501.4135
157 101 1140.6828
158 57 562.8751
159 111 2457.7695
160 197 5738.5891
161 186 671.5817
162 117 2696.6122
163 97 2188.5568
164 58 310.0354
165 112 1374.8528
166 50 173.2161
167 280 18039.6672
168 89 1784.7287
169 30 4.7096
170 190 2913.6180
171 105 1968.1908
172 129 2508.3347
173 225 8795.1759
174 42 374.8944
175 203 1742.1759
176 88 188.3273
177 23 102.4793
178 132 2625.5152
179 25 35.1369
180 72 403.3878
181 107 1676.6721
182 261 7339.6945
183 177 3946.3635
184 151 4813.0284
185 23 131.9928
186 35 290.2673
187 186 3653.0226
188 110 2965.6252
189 289 272.9850
190 173 2451.7434
191 212 1615.4555
192 338 20882.8957
193 55 752.1706
194 164 2828.8383
195 28 186.3358
196 191 3882.8701
197 101 1347.5927
198 108 110.5886
199 135 1063.5925
200 102 1675.9739
201 204 93.6756
202 67 674.4647
203 83 48.8792
204 55 33.0653
205 152 3512.5562
206 155 4830.0355
207 244 5366.6216
208 203 1648.8392
209 79 1408.2254
210 307 10978.5008
211 115 2019.8475
212 133 1564.1389
213 165 6389.7606
214 339 23598.1746
215 82 1600.2968
216 193 9026.8406
217 322 18651.3279
218 55 256.8276
219 41 197.8904
220 123 2993.5334
221 301 3504.9019
222 186 8446.0577
223 218 11412.3643
224 311 16895.9053
225 89 246.1868
226 26 97.0502
227 129 1963.4557
228 36 33.2612
229 34 78.4276
230 195 2239.2342
231 105 1578.8773
232 21 90.0368
233 211 7228.2977
234 134 1723.8989
235 38 72.0161
236 329 5515.3058
237 186 2954.6275
238 51 23.8360
239 23 116.6103
240 30 188.1337
241 104 1487.1856
242 142 3611.5593
243 127 1598.8512
244 185 7725.3052
245 132 3006.4179
246 226 595.6625
247 39 119.4128
248 161 1190.2967
249 44 76.1926
250 210 7424.0533
251 47 477.4114
252 120 913.4163
253 233 3878.9227
254 218 7824.2757
255 130 2892.0609
256 161 3826.7258
257 114 3040.3124
258 252 8353.7319
259 140 2462.8524
260 134 2090.7404
261 78 344.6657
262 165 3580.8166
263 83 584.4139
264 186 760.1447
265 103 1991.4648
266 93 482.5876
267 149 841.6311
268 153 5615.0778
269 168 5508.3962
270 369 29626.2407
271 151 2281.5907
272 100 561.0778
273 219 5057.4489
274 83 1172.1128
275 131 2880.3861
276 20 94.3359
277 125 3311.6699
278 93 1360.2888
279 211 5823.9847
280 231 9042.9256
281 80 110.4119
282 139 2451.3680
283 292 3677.3041
284 392 26415.3701
285 213 1184.0107
286 84 1450.1002
287 234 10874.1026
288 94 625.6896
289 81 1112.6138
290 27 129.4383
291 51 367.1512
292 99 178.8459
293 238 2183.3468
294 124 2476.0553
295 52 531.9847
296 90 188.4357
297 31 184.0172
298 213 6558.1935
299 30 96.7642
300 102 2199.0720
301 179 5349.8873
302 227 6005.6824
303 241 5443.2270
304 71 886.0810
305 207 1310.0008
306 24 76.7018
307 93 1137.4285
308 364 26326.2882
309 122 3165.3791
310 217 11428.1264
311 34 39.7565
312 271 4753.7927
313 40 61.6688
314 412 13926.2085
315 51 590.6703
316 213 11061.1915
317 50 367.4585
318 169 228.3424
319 126 2170.8508
320 129 1495.1955
321 117 2715.4028
322 252 12957.8531
323 42 421.3706
324 279 9866.7877
325 120 1526.5336
326 330 2774.0504
327 53 171.8287
328 201 1230.0689
329 141 4592.5196
330 161 4309.3686
331 39 55.6171
332 115 1911.3094
333 81 1154.2428
334 27 72.9455
335 156 1281.1614
336 168 4737.4421
337 172 4799.4377
338 81 814.7646
339 233 193.1942
340 99 79.3541
341 216 4714.2149
342 34 70.3350
343 240 11936.9609
344 187 86.0573
345 304 7584.5884
346 103 389.0907
347 201 1503.1355
348 30 27.4611
349 34 48.3404
350 34 132.5808
351 158 3075.4909
352 51 254.6711
353 185 5969.9143
354 192 667.9699
355 127 2753.5737
356 126 997.5469
357 119 3531.5923
358 217 2611.0161
359 207 5243.4833
360 90 1240.0379
361 128 813.4850
362 24 86.3260
363 93 1950.9308
364 168 3235.5412
365 102 21.3271
366 138 4483.6961
367 36 113.2375
368 69 181.9099
369 159 1553.6397
370 97 1428.1956
371 86 962.1439
372 163 4755.2925
373 109 2816.0863
374 82 923.4327
375 65 232.1430
376 82 1191.3518
377 56 353.2370
378 262 9456.2779
379 206 447.1960
380 296 11935.3184
381 170 1316.0939
382 29 42.5469
383 127 1315.1084
384 121 751.3248
385 61 438.0836
386 126 1443.4728
387 127 3495.9427
388 213 2533.6273
389 96 1124.2561
390 40 121.9237
