<number of tasks>
148
<cycle time>
129
<order strength>
0.000
<z_alpha>
1.280
<task times>
1 16 2.9928
2 30 42.3356
3 7 1.0360
4 47 23.8358
5 29 50.2322
6 8 1.5616
7 39 17.9523
8 37 69.6480
9 32 17.9257
10 29 12.3399
11 17 9.7597
12 11 3.0737
13 32 59.5088
14 15 7.3038
15 53 46.8346
16 53 91.2853
17 8 2.4049
18 24 33.4762
19 24 18.0758
20 8 2.4729
21 7 0.7180
22 8 2.4862
23 14 3.8218
24 13 4.1549
25 10 4.5267
26 25 6.6678
27 11 3.2828
28 25 8.2398
29 11 7.3543
30 29 3.6947
31 25 29.8450
32 10 5.7018
33 14 4.4074
34 41 16.5848
35 42 102.0761
36 47 122.1561
37 7 1.1727
38 80 301.6209
39 7 2.5776
40 41 20.7238
41 47 136.0933
42 16 6.6966
43 32 10.4858
44 66 118.4359
45 80 140.5033
46 7 0.7022
47 41 61.9995
48 13 7.8135
49 47 86.3289
50 33 28.3508
51 34 40.0760
52 11 6.0408
53 18 14.7876
54 25 34.0816
55 7 1.5150
56 28 11.3434
57 12 4.6961
58 52 129.4461
59 14 9.9760
60 3 0.5446
61 3 0.2041
62 8 1.9739
63 16 7.7281
64 33 63.4036
65 8 1.4574
66 18 6.1590
67 10 5.5620
68 14 11.6075
69 28 1.7386
70 11 5.5516
71 18 6.3727
72 25 19.3512
73 40 58.4142
74 40 11.7559
75 1 0.0425
76 5 1.1540
77 28 12.7696
78 8 1.3279
79 81 404.8053
80 7 2.1144
81 26 23.5185
82 10 5.4925
83 21 16.6572
84 26 0.8747
85 20 10.2796
86 21 21.3714
87 47 128.6504
88 23 16.9899
89 13 8.8046
90 19 20.2972
91 15 8.3638
92 35 5.2281
93 26 34.6290
94 46 12.6177
95 20 15.3914
96 31 47.9532
97 19 0.9768
98 34 51.7125
99 51 146.8834
100 39 79.1670
101 30 0.0427
102 26 21.4927
103 13 1.8039
104 45 21.0668
105 58 59.1306
106 28 19.5646
107 8 0.2154
108 83 305.4364
109 40 51.4245
110 34 26.7134
111 23 24.9832
112 62 214.5094
113 11 0.3626
114 19 18.0966
115 14 0.7647
116 31 43.0792
117 32 49.9764
118 26 23.9504
119 55 44.7623
120 31 10.3165
121 32 23.4898
122 26 39.7073
123 19 15.5318
124 14 0.9608
125 19 1.2268
126 48 34.3659
127 55 148.2496
128 8 0.6932
129 11 0.5133
130 27 41.3103
131 18 2.2961
132 36 41.3540
133 23 25.4116
134 20 12.6924
135 46 94.0783
136 64 60.3957
137 22 11.6593
138 15 13.6063
139 34 31.8722
140 22 18.3065
141 51 34.0964
142 48 55.7153
143 64 6.3757
144 70 66.3340
145 37 37.5570
146 64 230.8513
147 78 71.1541
148 78 282.3799
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
