<number of tasks>
297
<cycle time>
2322
<order strength>
0.000
<z_alpha>
1.960
<task times>
1 270 2551.2445
2 270 2374.1535
3 130 989.8217
4 148 181.4656
5 190 1278.5076
6 293 4698.6287
7 348 651.4177
8 182 1753.2827
9 490 14197.6785
10 212 278.8303
11 248 2608.4244
12 248 1171.5366
13 248 3385.5398
14 248 1537.8248
15 248 1691.2541
16 268 915.8049
17 268 1540.2946
18 268 882.5598
19 288 923.9002
20 248 3620.8106
21 268 4434.1345
22 60 130.1001
23 268 1078.1175
24 240 663.4245
25 240 2770.0229
26 171 755.8306
27 490 6814.8478
28 182 675.9215
29 170 1731.1735
30 306 3416.6967
31 108 666.3440
32 248 2587.9113
33 190 1678.7565
34 240 816.3663
35 339 6372.4305
36 288 3459.7359
37 248 3718.4713
38 455 3587.3479
39 268 159.5004
40 270 3052.4184
41 180 682.1808
42 121 838.0533
43 270 3781.9992
44 440 5708.9652
45 249 2019.9212
46 194 307.1311
47 162 1230.3058
48 130 231.0323
49 388 8651.4469
50 90 166.0186
51 212 1417.4620
52 246 390.7770
53 188 1648.4219
54 270 1487.6202
55 160 319.2421
56 79 38.0406
57 466 2288.4119
58 240 2830.7862
59 137 402.2456
60 184 674.5276
61 110 178.6291
62 275 3786.5839
63 149 1370.0246
64 280 10.9517
65 119 799.2457
66 184 1077.2780
67 140 174.1848
68 150 27.3553
69 190 725.2917
70 150 1173.8302
71 150 481.1359
72 284 1873.0337
73 192 231.1179
74 347 6635.5070
75 232 1116.9511
76 140 377.8449
77 608 5559.8633
78 80 2.2001
79 40 43.2839
80 130 500.8593
81 110 201.4475
82 350 5812.5061
83 140 677.2461
84 240 2774.8639
85 240 1245.2602
86 90 397.9604
87 54 96.0858
88 294 4083.6930
89 203 1666.7761
90 150 489.8358
91 270 4281.4559
92 155 270.8051
93 190 1324.4589
94 78 338.4911
95 140 857.2296
96 241 2361.8260
97 430 6765.4463
98 90 495.9834
99 110 602.8389
100 9 0.5265
101 430 1047.6533
102 130 986.7838
103 289 1506.0750
104 110 464.5362
105 160 1430.5296
106 442 6459.0829
107 159 237.5702
108 250 324.0572
109 190 1.1120
110 184 1336.6541
111 690 17328.1481
112 72 80.7271
113 190 657.5445
114 190 520.6491
115 90 21.0562
116 889 17491.8370
117 170 33.6359
118 155 529.6959
119 190 1067.7222
120 130 932.3856
121 390 9325.9924
122 301 4382.2856
123 54 95.7472
124 227 1226.6578
125 142 149.7736
126 184 113.5350
127 741 25018.7628
128 868 26645.3523
129 230 1186.8780
130 121 134.2152
131 320 2383.8238
132 126 883.8010
133 440 9869.9771
134 127 987.1072
135 134 11.3972
136 150 399.9322
137 140 574.4574
138 110 61.6407
139 320 2900.1746
140 250 3461.3921
141 232 45.8166
142 188 51.9007
143 250 3243.2363
144 377 3261.0889
145 90 487.9952
146 140 925.3442
147 90 94.6826
148 90 341.4863
149 70 296.9344
150 90 450.3119
151 110 677.3572
152 150 776.3097
153 101 538.8407
154 377 3150.2854
155 118 813.7892
156 290 4086.8731
157 209 2488.6477
158 150 440.6156
159 150 152.8207
160 79 379.3140
161 150 1109.6976
162 91 1.1970
163 59 20.4185
164 218 2694.6229
165 351 5420.6991
166 873 12949.5555
167 130 753.0142
168 68 235.7594
169 126 989.2490
170 120 728.6325
171 227 1596.5217
172 198 1025.4657
173 132 1043.2610
174 121 89.8837
175 150 906.8506
176 100 282.1130
177 38 65.1245
178 70 170.9409
179 355 2089.7712
180 284 5040.7959
181 122 716.8589
182 75 295.9969
183 160 374.9144
184 140 919.6909
185 520 4757.5138
186 99 502.3979
187 182 1114.2749
188 80 368.7195
189 514 12527.2310
190 96 150.7732
191 50 71.4335
192 272 3752.2979
193 226 2329.2367
194 194 2136.7427
195 164 696.7684
196 96 243.9690
197 107 572.7844
198 108 713.0101
199 167 438.6930
200 98 333.4354
201 82 415.9539
202 482 7188.5462
203 72 18.5680
204 50 104.0737
205 130 899.6350
206 230 1384.8808
207 50 66.9562
208 240 2769.9789
209 190 1115.3366
210 190 494.0509
211 240 3226.2412
212 74 112.4974
213 139 504.4768
214 339 567.0949
215 260 3712.7429
216 132 954.3676
217 550 1659.8718
218 420 8199.6865
219 152 562.4469
220 12 5.0928
221 90 91.8376
222 5 0.6741
223 128 826.6875
224 100 337.9709
225 120 533.3776
226 100 34.8492
227 320 4129.7612
228 835 19977.4866
229 740 11128.3834
230 223 411.9958
231 100 395.5090
232 390 2658.9380
233 140 45.6292
234 304 1293.4136
235 120 539.5554
236 403 6091.9759
237 21 18.4043
238 246 3409.3715
239 160 536.5665
240 1019 106.4698
241 34 68.3872
242 120 790.6935
243 68 235.6962
244 910 22342.1910
245 302 4461.7962
246 778 21521.2155
247 101 571.8876
248 1310 93532.8142
249 20 16.6270
250 278 3298.5438
251 81 192.0674
252 290 2382.1522
253 100 440.9610
254 372 8160.3326
255 72 269.1424
256 28 15.5088
257 90 250.7751
258 250 3516.4644
259 144 951.5009
260 303 4084.3254
261 220 1492.7687
262 58 106.6717
263 224 1201.7794
264 211 1663.8312
265 99 474.3677
266 44 33.4817
267 120 307.3669
268 70 179.7269
269 421 7206.0696
270 231 49.0656
271 214 896.0417
272 196 166.2416
273 280 1936.3681
274 398 1808.8983
275 72 126.8356
276 280 3406.0664
277 356 7672.1178
278 193 1336.5710
279 140 643.9392
280 130 445.4387
281 300 3284.3196
282 456 8935.8516
283 7 2.1100
284 170 1182.1016
285 252 2816.7691
286 210 2588.1382
287 308 5890.5653
288 308 4763.0930
289 121 350.1977
290 52 34.3183
291 426 10664.2370
292 104 549.0685
293 1386 75879.5255
294 527 3947.3486
295 968 14030.7134
296 1047 15019.0051
297 538 9569.1188
<precedence relations>
1,2
2,3
3,4
4,5
4,22
4,26
4,27
4,40
4,48
4,56
4,83
4,86
4,94
4,105
4,109
4,111
4,134
4,221
4,247
4,259
5,6
6,7
6,8
6,9
6,10
7,11
7,12
7,13
7,14
7,15
7,20
8,11
8,12
8,13
8,14
8,15
8,20
9,11
9,12
9,13
9,14
9,15
9,20
10,11
10,12
10,13
10,14
10,15
10,20
11,16
12,17
13,18
14,19
15,21
16,23
17,23
18,23
19,23
20,23
21,23
22,24
22,25
23,28
24,29
25,29
26,30
27,31
28,32
28,37
29,33
29,44
29,121
30,34
30,297
31,34
31,82
31,172
31,179
32,36
33,38
34,35
35,42
36,39
37,39
38,41
39,43
40,44
40,84
40,97
41,45
42,46
43,47
44,49
45,50
46,51
46,138
47,52
48,52
49,53
50,54
51,55
51,81
52,57
53,58
54,58
54,296
55,59
56,60
56,61
57,62
57,63
57,71
57,76
58,64
59,64
59,99
59,100
60,68
61,65
62,66
63,67
64,72
65,69
66,69
67,70
68,73
69,74
70,75
71,77
72,78
73,84
73,97
74,84
74,97
75,84
75,97
76,84
76,97
77,84
77,97
78,79
78,80
78,125
78,192
79,85
80,85
81,87
82,88
82,89
83,90
84,91
85,92
86,93
87,99
87,100
88,99
88,100
89,99
89,100
90,95
91,96
92,98
93,98
94,101
95,101
96,101
97,101
98,102
99,103
100,104
101,106
102,107
103,108
104,108
105,110
106,112
107,113
108,114
108,115
108,292
109,119
109,120
110,119
110,120
110,162
111,116
112,117
113,118
114,119
115,120
116,122
117,123
117,124
117,257
118,126
119,127
120,127
120,150
121,128
122,129
123,130
123,145
123,146
123,147
123,148
123,149
124,130
125,130
126,130
127,130
127,157
128,130
129,130
129,141
130,131
130,144
131,132
131,133
132,135
133,135
133,170
134,136
135,137
136,139
137,140
138,140
138,191
139,142
139,253
140,143
140,200
141,151
142,152
143,153
143,169
144,154
145,155
146,156
147,158
148,159
149,160
150,161
151,163
152,164
153,165
154,166
155,166
156,166
157,166
158,166
159,166
160,166
161,166
162,167
163,166
164,167
165,168
165,176
166,170
167,171
168,173
169,174
170,174
171,174
172,175
173,177
174,178
174,287
174,288
175,180
176,181
177,181
178,181
179,181
180,181
180,252
181,182
181,183
181,184
181,185
181,186
181,187
181,188
