<number of tasks>
148
<cycle time>
513
<order strength>
0.000
<z_alpha>
1.645
<task times>
1 16 63.5303
2 30 30.6149
3 7 2.6044
4 47 380.8057
5 29 20.4005
6 8 9.6762
7 39 168.3482
8 37 134.9933
9 32 89.6552
10 29 91.2742
11 17 18.7859
12 11 6.1113
13 32 105.6627
14 15 40.0400
15 53 321.3187
16 53 63.8327
17 8 0.2875
18 24 137.3478
19 24 9.1251
20 8 6.5690
21 7 12.2194
22 8 0.5085
23 14 13.0780
24 13 16.1838
25 10 16.8896
26 25 155.6929
27 11 5.2677
28 25 57.3486
29 11 6.1112
30 29 63.1484
31 25 153.9744
32 10 11.1584
33 14 16.9987
34 41 208.8293
35 42 40.1449
36 47 64.2928
37 7 1.8838
38 80 54.2860
39 7 12.0694
40 41 163.2206
41 47 340.7226
42 16 56.7088
43 32 121.5247
44 66 903.2492
45 80 863.6343
46 7 3.7065
47 41 178.6622
48 13 19.3722
49 47 271.2739
50 33 199.7676
51 34 5.2025
52 11 13.0413
53 118 1970.0203
54 25 84.6449
55 7 9.9586
56 28 143.1148
57 12 4.0213
58 52 538.9318
59 14 42.9516
60 3 1.6480
61 3 0.6898
62 8 10.4943
63 16 59.0263
64 33 226.3880
65 8 8.9790
66 18 38.5618
67 10 16.5404
68 14 24.4651
69 28 180.2305
70 11 27.2787
71 118 949.2380
72 25 51.7395
73 40 82.3256
74 40 396.0718
75 101 548.5512
76 5 1.8502
77 28 60.6313
78 8 13.3713
79 281 6682.9244
80 7 5.8243
81 26 98.8023
82 10 3.8922
83 21 0.3383
84 26 108.8481
85 20 27.8004
86 21 78.6810
87 47 264.3601
88 23 119.8829
89 13 17.6007
90 19 65.8249
91 115 2709.3959
92 35 218.0345
93 26 59.7973
94 46 64.1095
95 20 69.6180
96 31 179.0641
97 19 52.3762
98 34 58.6489
99 51 648.9050
100 39 329.4518
101 30 182.2958
102 26 160.7337
103 13 0.5967
104 45 39.9921
105 58 29.0197
106 28 112.0443
107 8 12.4512
108 383 2153.1197
109 40 191.6929
110 34 120.5750
111 23 97.5223
112 162 4610.0714
113 11 10.4819
114 19 56.7689
115 14 20.3229
116 31 74.4877
117 32 56.8712
118 26 108.5514
119 55 651.1270
120 31 33.9194
121 32 217.9712
122 26 13.5891
123 19 73.3886
124 14 7.9959
125 19 43.0467
126 48 332.1869
127 55 162.3960
128 8 7.6540
129 11 23.1905
130 27 177.4105
131 18 29.5055
132 36 245.9765
133 23 60.0791
134 20 86.1232
135 46 434.9285
136 64 352.8391
137 22 24.3838
138 15 2.6590
139 34 135.9564
140 22 60.0532
141 151 2554.5019
142 148 5398.2185
143 64 820.4413
144 170 5965.6561
145 137 2788.9886
146 64 679.9703
147 78 454.7162
148 78 105.5481
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
