<number of tasks>
148
<cycle time>
93
<order strength>
0.000
<z_alpha>
1.280
<task times>
1 16 10.8309
2 30 187.8621
3 7 6.6989
4 47 146.2034
5 29 93.5864
6 8 13.2554
7 39 166.9026
8 37 2.7646
9 32 112.4545
10 29 78.8286
11 17 33.5164
12 11 25.8294
13 32 28.8322
14 15 36.9764
15 53 109.3628
16 53 383.1963
17 8 12.4747
18 24 59.9389
19 24 48.2157
20 8 14.7386
21 7 5.0365
22 8 14.2990
23 14 3.4735
24 13 30.8539
25 10 20.7084
26 25 117.0491
27 11 25.3559
28 25 44.3640
29 11 27.4697
30 29 139.9135
31 25 15.8806
32 10 15.0834
33 14 11.0474
34 41 384.7069
35 42 190.1427
36 47 54.8119
37 7 9.7827
38 80 26.4480
39 7 6.6569
40 41 190.4645
41 47 99.9334
42 16 22.9199
43 32 127.8785
44 66 166.2004
45 80 0.7258
46 7 0.8295
47 41 138.5027
48 13 15.7939
49 47 183.8892
50 33 1.2897
51 34 103.5860
52 11 22.2582
53 18 14.6837
54 25 25.1051
55 7 5.3907
56 28 37.4592
57 12 5.2797
58 52 366.0552
59 14 0.7368
60 3 2.1253
61 3 2.1207
62 8 4.1910
63 16 12.9312
64 33 226.0157
65 8 1.8331
66 18 34.3019
67 10 24.1330
68 14 34.0026
69 28 131.8164
70 11 11.0745
71 18 56.4538
72 25 90.8791
73 40 333.4411
74 40 394.4582
75 1 0.0372
76 5 0.7378
77 28 169.6533
78 8 6.0461
79 81 10.3352
80 7 6.0233
81 26 62.4219
82 10 14.3848
83 21 101.9924
84 26 30.9448
85 20 92.1328
86 21 50.3190
87 47 251.8156
88 23 55.7263
89 13 6.7245
90 19 47.3858
91 15 3.7487
92 35 149.9131
93 26 14.2654
94 46 265.7110
95 20 87.1345
96 31 100.3072
97 19 75.3717
98 34 135.0691
99 51 153.4533
100 39 300.9515
101 30 174.2327
102 26 9.5267
103 13 39.7549
104 45 157.9975
105 58 74.4760
106 28 73.4706
107 8 3.2712
108 83 21.6733
109 40 111.7096
110 34 193.0035
111 23 22.7074
112 62 177.3853
113 11 9.7314
114 19 20.1779
115 14 20.1552
116 31 139.3196
117 32 181.9459
118 26 153.4385
119 55 57.3515
120 31 159.5955
121 32 77.3372
122 26 150.2756
123 19 58.6894
124 14 32.1243
125 19 31.8857
126 48 84.6194
127 55 264.4888
128 8 14.3605
129 11 19.7936
130 27 19.6198
131 18 75.2055
132 36 311.8722
133 23 51.3208
134 20 86.0866
135 46 119.1812
136 64 147.4152
137 22 117.1507
138 15 49.2287
139 34 171.8516
140 22 49.1422
141 51 118.5914
142 48 322.1675
143 64 39.8924
144 70 84.9587
145 37 42.2750
146 64 0.2296
147 78 30.9273
148 78 26.8143
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
