<number of tasks>
148
<cycle time>
513
<order strength>
0.000
<z_alpha>
1.280
<task times>
1 16 13.6819
2 30 37.0866
3 7 2.6595
4 47 25.2737
5 29 16.8414
6 8 3.1046
7 39 22.9098
8 37 82.7289
9 32 10.6141
10 29 3.8981
11 17 5.3168
12 11 0.2908
13 32 28.2717
14 15 0.0382
15 53 106.1132
16 53 25.3320
17 8 2.8483
18 24 0.2291
19 24 20.9785
20 8 0.1436
21 7 0.9180
22 8 0.3311
23 14 1.6941
24 13 7.8107
25 10 5.6222
26 25 20.7433
27 11 0.5796
28 25 28.4814
29 11 5.2115
30 29 20.9234
31 25 37.8678
32 10 1.4404
33 14 7.2065
34 41 58.7136
35 42 75.1099
36 47 133.2497
37 7 2.0412
38 80 246.0173
39 7 0.7351
40 41 15.6615
41 47 91.2362
42 16 7.0741
43 32 17.5983
44 66 104.6078
45 80 91.4271
46 7 2.8756
47 41 34.1525
48 13 2.2558
49 47 34.6285
50 33 58.8242
51 34 28.2604
52 11 4.2055
53 118 706.4505
54 25 26.2575
55 7 2.4735
56 28 10.8243
57 12 0.8210
58 52 68.8368
59 14 1.8585
60 3 0.2284
61 3 0.5393
62 8 3.1158
63 16 9.3836
64 33 58.0430
65 8 3.0691
66 18 17.3601
67 10 2.1504
68 14 9.5798
69 28 26.7053
70 11 5.7734
71 118 99.6887
72 25 4.7049
73 40 35.1889
74 40 11.6796
75 101 603.5815
76 5 0.2119
77 28 19.6569
78 8 0.5440
79 281 3549.5155
80 7 2.7348
81 26 38.8930
82 10 5.3505
83 21 17.3899
84 26 24.4838
85 20 22.8406
86 21 11.3709
87 47 66.2053
88 23 14.9445
89 13 3.4235
90 19 12.0669
91 115 310.8066
92 35 72.7438
93 26 30.8758
94 46 108.5896
95 20 21.0280
96 31 42.0003
97 19 14.9167
98 34 62.5571
99 51 124.7728
100 39 22.3183
101 30 40.9444
102 26 3.7128
103 13 9.6795
104 45 45.8227
105 58 146.6763
106 28 46.3632
107 8 3.2096
108 383 1792.0310
109 40 78.1072
110 34 32.9736
111 23 4.1640
112 162 1022.3580
113 11 3.0203
114 19 17.3238
115 14 11.1388
116 31 45.9369
117 32 56.3926
118 26 30.7106
119 55 76.4131
120 31 44.0423
121 32 56.2312
122 26 13.4970
123 19 9.7607
124 14 11.6488
125 19 13.5083
126 48 67.1598
127 55 155.0816
128 8 0.4425
129 11 0.2550
130 27 33.0624
131 18 14.3358
132 36 17.5223
133 23 21.5416
134 20 3.9833
135 46 96.1468
136 64 58.7998
137 22 5.4017
138 15 12.9924
139 34 34.1345
140 22 19.3852
141 151 619.5972
142 148 1184.0979
143 64 69.6670
144 170 1757.4398
145 137 561.3415
146 64 198.9063
147 78 156.3647
148 78 227.9887
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
