<number of tasks>
1000
<cycle time>
1000
<order strength>
0.595
<z_alpha>
1.960
<task times>
1 358 16557.2074
2 214 2456.2063
3 98 422.3838
4 113 2874.5498
5 285 12692.9202
6 432 30717.6062
7 232 12651.6340
8 260 3798.9196
9 90 1052.4009
10 202 4990.2561
11 73 499.6046
12 463 23916.4993
13 159 4269.7459
14 238 7145.5406
15 195 2312.2545
16 193 2859.1344
17 216 10114.2735
18 24 56.7010
19 511 13381.6828
20 152 3026.9301
21 21 109.3261
22 55 584.7911
23 80 534.3570
24 332 24656.1621
25 254 6033.0513
26 170 1817.1308
27 145 4132.2953
28 486 12383.8309
29 102 903.5839
30 231 10434.2494
31 138 3311.2252
32 331 2767.0057
33 454 34357.7276
34 204 5061.5762
35 306 6641.8803
36 563 13329.9679
37 86 1531.2783
38 86 286.2214
39 96 115.6106
40 26 133.2108
41 512 22021.3116
42 226 1771.6697
43 168 2425.4260
44 55 717.4136
45 260 1866.5827
46 75 1010.3700
47 117 822.4388
48 265 14455.8529
49 454 48700.6668
50 179 1435.2380
51 52 570.9411
52 56 459.2830
53 106 2571.6042
54 74 886.3183
55 475 48846.7832
56 216 4651.0502
57 470 37095.4211
58 99 2393.9043
59 360 27886.6953
60 60 759.0265
61 53 92.0361
62 161 4545.4065
63 77 520.7663
64 129 2334.2982
65 566 14236.8827
66 256 5080.2590
67 168 5538.5154
68 185 5007.5604
69 239 2336.6523
70 191 3834.6685
71 151 213.5646
72 320 15038.1169
73 491 32479.4280
74 142 2379.6904
75 94 848.2917
76 367 18177.6046
77 225 8439.4934
78 87 521.7800
79 472 7271.1383
80 190 561.0704
81 116 2362.7172
82 449 49306.3670
83 424 28505.6623
84 42 171.8037
85 297 7096.5012
86 493 22560.7607
87 353 29856.4104
88 505 52946.1152
89 118 706.8988
90 26 48.8799
91 505 10003.8373
92 198 8350.6380
93 70 465.9894
94 140 39.1288
95 475 11418.2110
96 496 20258.9987
97 309 10067.2248
98 194 8658.8052
99 216 7336.9292
100 201 7155.5286
101 126 1067.6358
102 219 1136.5068
103 204 3984.0221
104 502 51333.5416
105 120 3223.2466
106 27 22.3375
107 326 22842.4413
108 273 6949.0898
109 130 2351.4166
110 345 21245.3695
111 63 754.6599
112 20 61.3353
113 492 6190.9094
114 392 32192.0254
115 196 5845.2575
116 65 22.2657
117 536 2461.6476
118 41 30.7895
119 77 1012.9217
120 337 19232.9405
121 427 28893.1427
122 113 3173.0128
123 184 7986.3870
124 247 11569.2052
125 253 12482.7476
126 56 620.1743
127 260 1687.0129
128 62 238.2451
129 479 3471.0167
130 122 1152.2715
131 543 9688.5547
132 389 8244.9221
133 116 1643.9757
134 65 914.4659
135 185 3673.9602
136 101 2035.1602
137 31 224.3738
138 485 57013.5792
139 479 29456.2131
140 182 7075.1897
141 174 4898.9546
142 44 85.2947
143 81 709.2344
144 145 1259.8002
145 57 547.8033
146 119 3226.0710
147 480 33853.0066
148 69 666.8774
149 61 54.3002
150 24 70.7949
151 177 404.1168
152 174 4037.2954
153 279 2798.3694
154 564 2229.8785
155 83 1291.2906
156 282 10114.3667
157 36 137.6246
158 144 685.6375
159 536 46538.3914
160 165 2348.7650
161 284 19959.9839
162 194 5903.5909
163 82 846.8113
164 185 6185.5058
165 97 2348.4519
166 378 7809.4294
167 286 11648.2401
168 503 1743.8815
169 78 357.8660
170 643 2736.6724
171 28 110.9685
172 68 691.1073
173 124 3585.8470
174 162 3638.8432
175 204 7997.6441
176 241 772.6393
177 171 2301.0902
178 104 666.0748
179 119 906.6974
180 191 7368.1842
181 311 17250.6664
182 81 998.5247
183 424 29394.1263
184 128 132.6111
185 136 4603.5188
186 169 1804.8965
187 236 2353.8437
188 517 46322.2622
189 87 162.2479
190 510 37674.6367
191 97 785.2386
192 248 3551.4859
193 65 697.4028
194 491 16574.0989
195 335 22698.0722
196 288 18477.1247
197 128 2985.5501
198 214 9415.4627
199 530 8273.8402
200 234 9755.8361
201 525 31872.0197
202 174 1553.0055
203 41 309.2192
204 201 8978.2121
205 22 70.9140
206 452 50111.4177
207 187 8732.3941
208 121 3010.0236
209 238 12459.8338
210 127 3353.3550
211 332 25201.5258
212 84 499.0243
213 37 270.4583
214 108 2810.6439
215 66 1042.6282
216 63 195.3081
217 564 29025.8935
218 97 23.5088
219 75 1175.6484
220 113 258.5423
221 167 3778.4007
222 541 21098.7042
223 135 1066.6110
224 24 10.5472
225 80 149.1865
226 129 1103.6103
227 166 467.0127
228 490 1716.6703
229 170 5948.5115
230 151 5382.1534
231 248 9541.3616
232 65 124.1546
233 49 459.4907
234 89 597.0424
235 318 12289.5075
236 536 32734.6422
237 492 2920.1296
238 104 1969.5485
239 153 5648.3974
240 475 39104.4048
241 143 2457.2959
242 154 590.9444
243 80 586.5746
244 264 4311.6136
245 222 3012.4259
246 255 8689.2605
247 321 23108.4175
248 77 1201.8175
249 32 48.0311
250 196 5954.6304
251 562 32157.3688
252 317 8369.7108
253 41 239.1814
254 601 9823.5385
255 97 1394.2533
256 199 4765.0770
257 175 3968.8095
258 165 1307.3877
259 116 3178.6331
260 368 24108.0779
261 548 34021.7430
262 379 11629.7975
263 283 15368.4787
264 326 1194.0665
265 245 3092.0656
266 189 4741.5474
267 44 363.1477
268 328 16825.1998
269 30 34.9236
270 205 1814.3026
271 111 581.1769
272 79 917.1636
273 464 31910.7060
274 290 11365.5549
275 585 40579.4295
276 193 6420.3625
277 349 12036.6680
278 144 2893.8627
279 206 5441.4738
280 127 3238.9775
281 520 38245.7032
282 23 25.3267
283 282 1943.0479
284 97 1421.3592
285 331 9642.0680
286 71 216.1374
287 416 12184.1497
288 580 12194.7786
289 274 12013.9380
290 83 708.4759
291 73 989.9021
292 30 109.3243
293 48 139.3223
294 60 181.3207
295 251 755.2507
296 148 1371.0506
297 428 37646.9953
298 354 22770.4131
299 214 7787.4098
300 140 2736.0677
301 240 3034.2416
302 330 1171.8336
303 357 4765.6223
304 74 648.1040
305 562 24591.8994
306 562 24903.5384
307 70 452.5734
308 477 21098.6552
309 116 1034.2656
310 200 9041.5755
311 145 1424.5751
312 145 1149.4818
313 56 640.7534
314 459 1009.3606
315 149 4956.3155
316 145 1159.4624
317 543 47726.2820
318 121 2378.4242
319 218 2249.6826
320 254 2530.8519
321 382 8883.4743
322 381 33260.1893
323 86 1379.6311
324 432 2277.7208
325 191 4126.3134
326 241 10654.9312
327 120 1354.0504
328 531 35393.3029
329 26 139.1911
330 194 5035.7493
331 81 1006.3612
332 488 43557.1715
333 227 10252.7694
334 327 2444.3262
335 75 608.1457
336 206 2477.3599
337 139 1787.8946
338 444 8151.2053
339 208 4602.5260
340 489 29491.4900
341 255 5576.9456
342 461 8054.7592
343 314 8849.8416
344 457 40681.4247
345 467 39997.9181
346 368 9223.8261
347 85 1589.1808
348 114 2990.5408
349 527 37670.5016
350 519 5273.3572
351 20 1.9455
352 134 4124.0089
353 461 11241.9399
354 92 1162.5964
355 571 24263.0406
356 552 25537.5013
357 326 21324.4418
358 28 114.4335
359 115 2468.8850
360 227 4265.3377
361 254 14234.0747
362 117 3325.7858
363 455 11078.9521
364 547 33769.7188
365 123 3607.5118
366 165 5962.9436
367 281 3862.4381
368 138 37.2372
369 207 3738.5528
370 83 1335.0708
371 476 1836.5162
372 277 7720.9580
373 265 6845.6820
374 89 1798.0881
375 250 11037.3349
376 93 196.9750
377 201 1257.5689
378 79 1233.8882
379 138 4368.9341
380 143 811.3923
381 260 16080.8177
382 293 14088.8021
383 74 120.2627
384 154 5835.3690
385 211 6712.1548
386 268 7132.0586
