<number of tasks>
297
<cycle time>
1452
<order strength>
0.000
<z_alpha>
1.645
<task times>
1 270 13106.9225
2 270 214.6255
3 130 2885.1435
4 148 5464.3337
5 190 6406.2131
6 293 3641.1759
7 348 3.6776
8 182 3556.5652
9 490 13804.4689
10 212 3019.0430
11 248 12139.5434
12 248 899.2169
13 248 2454.2507
14 248 6259.9464
15 248 13557.6173
16 268 2128.5659
17 268 7009.8030
18 268 14824.0930
19 288 5192.7299
20 248 12548.9543
21 268 685.9078
22 60 173.2760
23 268 753.7492
24 240 7648.6213
25 240 12784.4067
26 171 80.4054
27 490 3428.8964
28 182 1129.2805
29 170 6316.6391
30 306 12950.4516
31 108 2458.2634
32 248 12468.5250
33 190 2050.0314
34 240 7969.1884
35 339 13651.9908
36 288 5637.8835
37 248 14561.2569
38 455 21647.7783
39 268 2053.0773
40 270 1148.3834
41 180 1321.9010
42 121 524.7807
43 270 1060.2070
44 440 27576.3492
45 249 12735.6458
46 194 1395.2197
47 162 5087.3071
48 130 552.4303
49 388 37224.8704
50 90 692.8824
51 212 3428.1579
52 246 172.4800
53 188 280.2582
54 270 11289.5066
55 160 1479.7947
56 79 237.0946
57 466 34815.6821
58 240 1185.4389
59 137 235.4676
60 184 3686.6134
61 110 67.2096
62 275 9426.4323
63 149 274.8158
64 280 2883.3537
65 119 2479.1996
66 184 3364.0412
67 140 2104.4296
68 150 1310.8327
69 190 3130.6356
70 150 3833.8897
71 150 1408.4194
72 284 3542.6219
73 192 6555.7137
74 347 29440.6425
75 232 3428.2320
76 140 1547.5774
77 608 26530.1936
78 80 95.2726
79 40 93.2625
80 130 349.3247
81 110 1877.1850
82 350 24325.7818
83 140 2727.3760
84 240 3621.3343
85 240 711.3549
86 90 1871.5170
87 54 198.3648
88 294 4034.3611
89 203 1488.7757
90 150 1749.9678
91 270 4277.9555
92 155 5738.0509
93 190 7304.4131
94 78 818.4797
95 140 1043.8732
96 241 6865.5218
97 430 36534.4917
98 90 488.4678
99 110 122.8078
100 9 17.1305
101 430 1576.7095
102 130 2934.9504
103 289 12421.4896
104 110 1495.2202
105 160 1393.3831
106 442 17136.5669
107 159 4743.9144
108 250 11507.0875
109 190 5424.1105
110 184 2205.3954
111 690 47779.5555
112 72 116.4878
113 190 5477.9216
114 190 6037.8702
115 90 1552.3732
116 889 12216.8189
117 170 2668.0908
118 155 5014.8432
119 190 5906.7852
120 130 2798.3541
121 390 29385.5582
122 301 5860.7453
123 54 514.5399
124 227 3824.0584
125 142 4819.4456
126 184 6685.4566
127 741 5441.6095
128 868 83590.9164
129 230 5936.0611
130 121 1143.8645
131 320 843.2372
132 126 2478.0549
133 440 31889.6987
134 127 2048.8361
135 134 2495.1674
136 150 2751.7111
137 140 3692.4019
138 110 1278.9710
139 320 14706.5044
140 250 12897.7127
141 232 6686.8673
142 188 6483.9927
143 250 12297.2490
144 377 7882.3959
145 90 1300.2659
146 140 3203.2344
147 90 1211.8154
148 90 187.0262
149 70 502.6746
150 90 1655.8856
151 110 2948.9807
152 150 2705.4446
153 101 677.5986
154 377 16772.3860
155 118 1218.2488
156 290 703.6800
157 209 4978.8880
158 150 5352.2756
159 150 2969.5973
160 79 185.6387
161 150 2508.1725
162 91 15.8173
163 59 577.4196
164 218 7108.7317
165 351 29316.5900
166 873 7929.7521
167 130 509.6307
168 68 336.8600
169 126 960.5911
170 120 2680.4430
171 227 998.9309
172 198 3916.5091
173 132 3713.7737
174 121 813.9292
175 150 1092.6669
176 100 77.8787
177 38 60.8068
178 70 496.7794
179 355 8070.2305
180 284 3003.5991
181 122 2293.3628
182 75 948.4658
183 160 5695.6155
184 140 2965.7127
185 520 450.2238
186 99 1700.5028
187 182 1210.6241
188 80 469.1871
189 514 29797.0713
190 96 1352.0035
191 50 253.5938
192 272 11996.1170
193 226 6582.6452
194 194 2063.1553
195 164 4315.0991
196 96 1791.8819
197 107 2741.0987
198 108 1454.5364
199 167 4077.6602
200 98 2387.8611
201 82 146.5606
202 482 30985.9416
203 72 290.3259
204 50 299.5775
205 130 3649.6602
206 230 8865.2441
207 50 113.5504
208 240 6.3744
209 190 7689.5121
210 190 7520.6935
211 240 650.9653
212 74 1324.2735
213 139 3604.3467
214 339 27919.4261
215 260 3709.1167
216 132 3511.0716
217 550 1108.1381
218 420 25373.4724
219 152 4288.2389
220 12 1.6381
221 90 770.3837
222 5 4.0496
223 128 936.7914
224 100 1651.1431
225 120 1348.0701
226 100 1306.1877
227 320 18816.8268
228 835 57574.6633
229 740 4475.9714
230 223 9313.8242
231 100 806.0483
232 390 23921.1500
233 140 829.6337
234 304 4408.1871
235 120 2695.5603
236 403 30560.0900
237 21 26.0263
238 246 147.1832
239 160 1214.8218
240 1019 25432.5313
241 34 130.6777
242 120 52.6408
243 68 238.6838
244 910 45008.2650
245 302 12736.2049
246 778 101474.1907
247 101 209.5728
248 1310 3469.6409
249 20 52.3273
250 278 18213.1490
251 81 716.5720
252 290 19460.9800
253 100 2405.1262
254 372 972.7232
255 72 1220.5398
256 28 176.5469
257 90 1115.9591
258 250 2026.7594
259 144 3139.5058
260 303 8097.2344
261 220 895.3915
262 58 450.1236
263 224 7748.0049
264 211 8675.2757
265 99 852.5055
266 44 254.6577
267 120 1904.3046
268 70 653.9255
269 421 41854.4115
270 231 4863.0132
271 214 461.7469
272 196 2855.4347
273 280 11400.4312
274 398 2336.7118
275 72 1266.6189
276 280 10103.2414
277 356 27878.7540
278 193 2099.5703
279 140 162.3699
280 130 1273.5431
281 300 19658.4197
282 456 5305.2860
283 7 6.7065
284 170 5624.0405
285 252 1901.3912
286 210 6758.3986
287 308 14300.3825
288 308 8004.5228
289 121 722.2557
290 52 233.9145
291 426 15043.1255
292 104 532.2120
293 1386 975.4255
294 527 42694.4153
295 968 9600.8704
296 1047 31620.2544
297 538 18637.4569
<precedence relations>
1,2
2,3
3,4
4,5
4,22
4,26
4,27
4,40
4,48
4,56
4,83
4,86
4,94
4,105
4,109
4,111
4,134
4,221
4,247
4,259
5,6
6,7
6,8
6,9
6,10
7,11
7,12
7,13
7,14
7,15
7,20
8,11
8,12
8,13
8,14
8,15
8,20
9,11
9,12
9,13
9,14
9,15
9,20
10,11
10,12
10,13
10,14
10,15
10,20
11,16
12,17
13,18
14,19
15,21
16,23
17,23
18,23
19,23
20,23
21,23
22,24
22,25
23,28
24,29
25,29
26,30
27,31
28,32
28,37
29,33
29,44
29,121
30,34
30,297
31,34
31,82
31,172
31,179
32,36
33,38
34,35
35,42
36,39
37,39
38,41
39,43
40,44
40,84
40,97
41,45
42,46
43,47
44,49
45,50
46,51
46,138
47,52
48,52
49,53
50,54
51,55
51,81
52,57
53,58
54,58
54,296
55,59
56,60
56,61
57,62
57,63
57,71
57,76
58,64
59,64
59,99
59,100
60,68
61,65
62,66
63,67
64,72
65,69
66,69
67,70
68,73
69,74
70,75
71,77
72,78
73,84
73,97
74,84
74,97
75,84
75,97
76,84
76,97
77,84
77,97
78,79
78,80
78,125
78,192
79,85
80,85
81,87
82,88
82,89
83,90
84,91
85,92
86,93
87,99
87,100
88,99
88,100
89,99
89,100
90,95
91,96
92,98
93,98
94,101
95,101
96,101
97,101
98,102
99,103
100,104
101,106
102,107
103,108
104,108
105,110
106,112
107,113
108,114
108,115
108,292
109,119
109,120
110,119
110,120
110,162
111,116
112,117
113,118
114,119
115,120
116,122
117,123
117,124
117,257
118,126
119,127
120,127
120,150
121,128
122,129
123,130
123,145
123,146
123,147
123,148
123,149
124,130
125,130
126,130
127,130
127,157
128,130
129,130
129,141
130,131
130,144
131,132
131,133
132,135
133,135
133,170
134,136
135,137
136,139
137,140
138,140
138,191
139,142
139,253
140,143
140,200
141,151
142,152
143,153
143,169
144,154
145,155
146,156
147,158
148,159
149,160
150,161
151,163
152,164
153,165
154,166
155,166
156,166
157,166
158,166
159,166
160,166
161,166
162,167
163,166
164,167
165,168
165,176
166,170
167,171
168,173
169,174
170,174
171,174
