<number of tasks>
148
<cycle time>
112
<order strength>
0.000
<z_alpha>
1.960
<task times>
1 16 3.8300
2 30 37.9871
3 7 2.2955
4 47 76.9202
5 29 7.7433
6 8 3.0660
7 39 4.9821
8 37 55.2308
9 32 33.5298
10 29 46.5487
11 17 0.7173
12 11 5.6190
13 32 62.1644
14 15 4.4742
15 53 30.7710
16 53 112.9058
17 8 1.9867
18 24 12.7424
19 24 16.6872
20 8 1.9411
21 7 1.1298
22 8 1.9883
23 14 11.5724
24 13 5.3230
25 10 1.4273
26 25 25.6708
27 11 2.1451
28 25 20.9085
29 11 3.0220
30 29 13.5236
31 25 29.7084
32 10 6.0435
33 14 8.0546
34 41 44.7006
35 42 25.5516
36 47 6.8715
37 7 1.2322
38 80 208.1426
39 7 3.0544
40 41 0.4931
41 47 38.1836
42 16 3.4816
43 32 19.5227
44 66 78.1282
45 80 191.2798
46 7 1.9434
47 41 58.6829
48 13 7.0462
49 47 100.2345
50 33 59.4956
51 34 60.1835
52 11 3.2154
53 18 18.3908
54 25 27.9685
55 7 1.8994
56 28 5.0400
57 12 8.8883
58 52 108.5537
59 14 0.1007
60 3 0.2015
61 3 0.1492
62 8 1.5264
63 16 12.9209
64 33 13.5041
65 8 2.0709
66 18 4.6657
67 10 1.9609
68 14 2.1154
69 28 7.3264
70 11 0.4638
71 18 1.8288
72 25 34.1359
73 40 30.0733
74 40 54.7541
75 1 0.0496
76 5 0.7001
77 28 13.8925
78 8 3.1372
79 81 204.3600
80 7 2.7098
81 26 17.4850
82 10 0.0472
83 21 15.8824
84 26 7.0776
85 20 16.2160
86 21 27.2708
87 47 47.4703
88 23 11.1463
89 13 3.8178
90 19 9.1830
91 15 9.3396
92 35 11.9676
93 26 3.2847
94 46 87.6725
95 20 10.2167
96 31 46.4787
97 19 16.3468
98 34 17.3951
99 51 122.3170
100 39 29.3974
101 30 45.0862
102 26 34.5552
103 13 10.4338
104 45 90.4583
105 58 140.9304
106 28 15.1916
107 8 3.6610
108 83 123.4412
109 40 67.1905
110 34 14.0786
111 23 1.7363
112 62 20.1714
113 11 2.4166
114 19 11.0757
115 14 3.2043
116 31 1.7388
117 32 1.9101
118 26 0.3488
119 55 147.1743
120 31 26.8907
121 32 60.3316
122 26 13.3319
123 19 6.5315
124 14 11.0630
125 19 5.2848
126 48 73.7534
127 55 62.5441
128 8 2.8856
129 11 6.8215
130 27 34.6684
131 18 4.2475
132 36 64.7310
133 23 20.0762
134 20 20.0241
135 46 105.5622
136 64 225.4858
137 22 8.0802
138 15 1.3480
139 34 60.1686
140 22 8.4350
141 51 42.1796
142 48 123.4771
143 64 24.4294
144 70 227.1879
145 37 39.0086
146 64 59.6803
147 78 33.6786
148 78 196.1061
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
