<number of tasks>
53
<cycle time>
2806
<order strength>
0.000
<z_alpha>
1.645
<task times>
1 971 38850.1541
2 142 1195.7672
3 142 1109.9478
4 142 1171.3532
5 103 642.5440
6 96 497.4364
7 99 267.2307
8 1207 35751.0017
9 160 136.4317
10 180 1820.7780
11 82 95.7320
12 60 153.7322
13 112 501.6992
14 420 7521.7054
15 1556 20019.5374
16 236 1341.5672
17 259 3633.3731
18 125 786.6968
19 601 3749.3481
20 80 42.1750
21 80 328.2288
22 70 183.5046
23 89 451.6290
24 89 257.0747
25 105 574.7036
26 330 4511.8847
27 132 570.9870
28 69 121.5138
29 99 21.3374
30 70 184.1879
31 70 14.7413
32 158 553.9078
33 191 461.5986
34 70 263.2828
35 53 93.2828
36 50 92.3859
37 125 412.6713
38 353 5198.1954
39 70 114.9743
40 128 649.7046
41 65 260.3539
42 1775 32948.6398
43 91 471.1443
44 91 87.5980
45 113 493.9436
46 487 13299.2492
47 138 175.4648
48 80 244.1473
49 80 121.4820
50 65 186.3519
51 40 7.9202
52 742 25283.4572
53 1085 41393.1600
<precedence relations>
1,2
1,3
1,4
1,5
1,6
1,7
2,36
3,36
4,9
5,9
6,9
7,9
8,9
9,10
10,11
11,12
12,13
12,14
12,15
13,16
13,17
13,18
14,22
15,16
15,17
16,29
16,30
16,31
17,19
18,42
19,20
19,21
19,22
20,23
21,24
22,25
23,36
24,36
25,26
26,27
27,28
28,29
28,30
28,31
28,32
28,33
28,34
29,35
30,35
31,35
32,35
33,35
34,35
35,36
36,37
37,38
37,39
37,40
38,41
39,41
40,41
41,42
42,43
42,44
42,45
42,46
42,47
43,48
44,49
45,51
45,52
46,50
47,51
47,52
48,51
48,52
49,51
49,52
50,51
50,52
51,53
52,53
<end>
