<number of tasks>
148
<cycle time>
87
<order strength>
0.000
<z_alpha>
1.645
<task times>
1 16 0.0968
2 30 25.1223
3 7 0.1388
4 47 82.1327
5 29 40.7660
6 8 0.7019
7 39 82.1055
8 37 25.6878
9 32 27.8705
10 29 1.0624
11 17 5.1671
12 11 1.4612
13 32 48.8426
14 15 0.1411
15 53 71.8528
16 53 89.7513
17 8 3.3813
18 24 31.3457
19 24 33.3250
20 8 2.2509
21 7 1.8969
22 8 3.3403
23 14 1.2313
24 13 2.3813
25 10 2.8386
26 25 9.4373
27 11 0.6137
28 25 21.0874
29 11 7.1173
30 29 1.4349
31 25 7.9985
32 10 3.7886
33 14 2.4646
34 41 1.0496
35 42 31.2856
36 47 26.1283
37 7 0.6787
38 80 7.1176
39 7 0.5351
40 41 65.6586
41 47 96.9069
42 16 8.3704
43 32 20.3505
44 66 63.0832
45 80 10.1970
46 7 1.3041
47 41 3.0878
48 13 2.1803
49 47 8.2171
50 33 4.3342
51 34 23.9800
52 11 6.3719
53 18 6.8493
54 25 29.8879
55 7 0.2801
56 28 18.8545
57 12 3.3697
58 52 53.2952
59 14 0.7639
60 3 0.0118
61 3 0.5153
62 8 1.9343
63 16 9.9407
64 33 60.1749
65 8 1.7891
66 18 3.9855
67 10 5.5152
68 14 10.9430
69 28 9.2621
70 11 4.3306
71 18 19.2412
72 25 11.1101
73 40 16.3716
74 40 48.1571
75 1 0.0625
76 5 1.0861
77 28 10.3291
78 8 1.5836
79 81 1.9416
80 7 0.5518
81 26 21.6369
82 10 2.6829
83 21 7.8645
84 26 10.6734
85 20 3.1508
86 21 14.4559
87 47 43.4312
88 23 3.1186
89 13 9.7312
90 19 1.4726
91 15 5.5550
92 35 75.0346
93 26 26.2540
94 46 86.5984
95 20 17.6356
96 31 18.2302
97 19 17.2343
98 34 2.4076
99 51 93.3009
100 39 32.5412
101 30 10.9606
102 26 3.8282
103 13 1.6967
104 45 112.1744
105 58 21.4350
106 28 42.8259
107 8 1.0684
108 83 0.5100
109 40 58.5461
110 34 71.7693
111 23 25.9216
112 62 44.3142
113 11 7.3231
114 19 8.3709
115 14 6.9072
116 31 1.6105
117 32 41.6015
118 26 14.6403
119 55 119.8306
120 31 51.6234
121 32 63.2068
122 26 11.9030
123 19 12.0365
124 14 7.0258
125 19 11.3746
126 48 118.4645
127 55 3.3732
128 8 0.0428
129 11 3.3017
130 27 24.4206
131 18 4.1846
132 36 38.3828
133 23 0.1744
134 20 23.9493
135 46 14.7048
136 64 94.7227
137 22 25.0573
138 15 0.7227
139 34 41.2386
140 22 2.0430
141 51 112.5374
142 48 52.7394
143 64 36.5352
144 70 21.6228
145 37 60.3363
146 64 40.9991
147 78 8.3720
148 78 7.5333
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
