<number of tasks>
148
<cycle time>
705
<order strength>
0.000
<z_alpha>
1.280
<task times>
1 16 7.1968
2 30 32.9402
3 7 1.3760
4 47 81.4555
5 29 1.2000
6 8 1.6633
7 39 55.7786
8 37 12.4643
9 32 26.1258
10 29 44.1590
11 17 10.6242
12 11 2.2436
13 32 38.9923
14 15 3.4940
15 53 2.0732
16 53 129.0683
17 8 1.8137
18 24 34.0617
19 24 13.0160
20 8 0.6411
21 7 0.7081
22 8 3.4860
23 14 10.3202
24 13 3.6482
25 10 5.5975
26 25 20.7381
27 11 6.8091
28 25 11.3519
29 11 4.6607
30 29 35.4077
31 25 10.4198
32 10 2.9973
33 14 5.0650
34 41 9.7351
35 42 102.8125
36 47 112.4348
37 7 2.0810
38 80 8.4647
39 7 0.6528
40 41 52.0781
41 47 77.6821
42 16 9.6982
43 32 60.0696
44 66 160.2307
45 80 33.5896
46 7 2.9657
47 41 87.2420
48 13 1.6493
49 47 36.4387
50 33 12.5102
51 34 53.5979
52 11 2.0890
53 118 411.2494
54 25 37.7648
55 7 1.9296
56 28 44.0749
57 12 1.9422
58 52 62.2469
59 14 7.8298
60 3 0.2082
61 3 0.2565
62 8 2.6114
63 16 6.5748
64 33 51.3984
65 8 2.4028
66 18 8.1888
67 10 5.5130
68 14 12.2485
69 28 47.3137
70 11 1.5663
71 118 288.7472
72 25 21.9491
73 40 75.4517
74 40 59.0051
75 101 94.5592
76 5 0.8888
77 28 47.6902
78 8 1.6644
79 281 4642.0931
80 7 1.8915
81 26 3.0162
82 10 3.1040
83 21 20.6678
84 26 6.4720
85 20 23.8395
86 21 20.7032
87 47 137.1999
88 23 29.2455
89 13 1.9961
90 19 5.9260
91 115 355.2247
92 35 8.4368
93 26 21.7002
94 46 46.9604
95 20 4.4763
96 31 22.6345
97 19 13.4599
98 34 57.1212
99 51 105.3606
100 39 64.6777
101 30 55.8291
102 26 9.3536
103 13 0.8035
104 45 28.1718
105 58 87.8303
106 28 33.2636
107 8 1.2486
108 383 7427.6162
109 40 41.9305
110 34 62.1398
111 23 28.4259
112 162 423.8341
113 11 6.4944
114 19 6.5151
115 14 3.4034
116 31 41.8097
117 32 16.5498
118 26 11.3127
119 55 176.3311
120 31 7.3179
121 32 31.3920
122 26 12.0236
123 19 18.4032
124 14 2.6637
125 19 18.3058
126 48 101.3964
127 55 116.6072
128 8 2.4635
129 11 1.5384
130 27 38.0525
131 18 4.9995
132 36 32.9446
133 23 7.9084
134 20 3.9903
135 46 67.2208
136 64 35.2790
137 22 29.9301
138 15 8.6605
139 34 62.7485
140 22 1.3242
141 151 312.4812
142 148 143.9949
143 64 189.4771
144 170 608.5882
145 137 1153.9447
146 64 184.4501
147 78 198.2140
148 78 110.7196
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
