<number of tasks>
1000
<cycle time>
1000
<order strength>
0.196
<z_alpha>
1.645
<task times>
1 519 7560.4873
2 357 16938.0480
3 455 32812.2656
4 469 11390.6188
5 789 3542.0586
6 546 1751.6360
7 636 2701.4139
8 337 5614.8363
9 662 6556.3780
10 338 14165.3126
11 650 25955.9417
12 480 7962.6362
13 510 26149.9193
14 467 46112.2502
15 545 18587.3136
16 489 3404.6566
17 288 15038.2127
18 581 37840.4687
19 643 17614.0583
20 487 9943.0773
21 559 17315.2630
22 370 12317.3845
23 560 35012.3659
24 440 12646.4209
25 413 19915.2166
26 324 3541.2286
27 596 26422.4756
28 693 3283.5259
29 371 22740.2524
30 565 47148.5084
31 627 33689.5951
32 531 45190.4668
33 568 5372.4288
34 271 9443.4177
35 612 11704.9991
36 490 3017.2895
37 618 37721.5873
38 533 2437.0208
39 644 30408.9824
40 701 21062.5815
41 412 19952.0882
42 559 34222.8818
43 472 15660.7408
44 689 3457.7982
45 434 13444.6585
46 423 15137.8574
47 672 12788.5405
48 704 11415.7094
49 516 53395.8253
50 488 42471.4009
51 618 35164.1846
52 415 7986.6711
53 665 26657.6028
54 257 14914.2807
55 243 14437.4233
56 549 17080.2468
57 244 7660.0026
58 514 23574.3854
59 372 29186.6223
60 708 5359.4909
61 647 30043.9776
62 690 22484.8078
63 539 18143.0201
64 443 36781.2064
65 400 9051.1656
66 541 7864.7448
67 491 47386.0411
68 500 42389.8695
69 431 10742.6222
70 421 18191.1043
71 640 32288.6344
72 421 22898.4021
73 328 4018.6507
74 564 5590.3998
75 347 11505.3002
76 387 14433.0504
77 390 30574.3555
78 481 49387.0955
79 480 38884.1829
80 471 8675.5240
81 373 1901.0891
82 552 35312.9586
83 361 31130.4421
84 520 21663.6916
85 443 585.0630
86 581 28953.5893
87 338 22724.4410
88 572 41876.4597
89 481 55160.2813
90 552 3522.6387
91 769 10326.8421
92 625 5159.0504
93 755 14413.4215
94 410 20454.9923
95 557 12649.6941
96 511 13606.7161
97 500 61606.8867
98 424 21182.0896
99 476 37222.6112
100 412 17688.4379
101 581 38844.0242
102 366 17519.1339
103 495 3386.5764
104 521 38539.3949
105 415 12937.5333
106 529 23419.7970
107 534 38540.6372
108 484 40172.5133
109 685 23744.1508
110 522 9263.3747
111 390 35304.1911
112 487 58149.2252
113 619 2124.2063
114 405 30322.6521
115 524 48879.4808
116 804 6861.4931
117 437 7415.3614
118 654 18973.5020
119 523 39298.6771
120 731 17407.3594
121 453 42096.6254
122 550 42300.8305
123 363 1224.7067
124 661 5321.8625
125 709 10225.3158
126 569 22239.6673
127 549 15403.2316
128 424 26269.1662
129 454 2422.5941
130 554 21115.9999
131 490 56441.5835
132 508 15582.3600
133 394 33296.3122
134 466 50173.7425
135 402 20073.9289
136 760 1486.2603
137 547 34111.3047
138 665 24286.1030
139 370 20659.2680
140 522 22790.4369
141 421 16244.4784
142 502 21318.8969
143 454 41832.6687
144 549 26110.1568
145 369 25840.9876
146 423 39626.4601
147 243 2423.8195
148 477 10513.1575
149 460 21393.6369
150 446 18817.1699
151 774 3408.6499
152 248 204.0136
153 401 27589.1356
154 523 29216.3352
155 394 10327.2585
156 366 29559.3758
157 692 11458.9673
158 626 32180.6909
159 429 5853.0651
160 413 32032.9722
161 563 5329.6127
162 682 418.4508
163 482 55936.6907
164 666 3018.8322
165 547 25575.7302
166 383 9795.7221
167 497 8985.5679
168 377 22715.6273
169 409 16198.0821
170 842 3239.2664
171 454 36502.7128
172 337 15444.7506
173 469 18396.7575
174 477 55012.6691
175 550 4032.1434
176 343 28241.2693
177 394 9233.5449
178 729 5157.8083
179 607 27435.9274
180 583 39092.8326
181 552 14635.7188
182 704 1822.8506
183 676 20071.1051
184 241 13251.5717
185 681 24805.2902
186 389 22878.2010
187 554 18057.4334
188 591 28910.2719
189 361 1011.7413
190 614 7163.1145
191 661 22118.4452
192 617 36542.7148
193 566 17864.1157
194 578 41157.0926
195 328 6536.9857
196 475 6802.4186
197 655 8306.3989
198 638 8693.9745
199 442 43746.3366
200 501 41005.5993
201 462 49321.0191
202 348 8769.3701
203 585 20890.2626
204 693 6614.1574
205 401 22120.3473
206 661 24411.4867
207 493 21178.0916
208 289 6004.8454
209 489 16291.3804
210 571 33157.8492
211 436 35234.5904
212 329 10626.4954
213 618 18277.5250
214 431 7825.7402
215 694 19337.4234
216 176 151.4746
217 691 8927.4687
218 647 27681.3703
219 271 8420.2864
220 501 36129.6024
221 608 22194.1492
222 510 6386.8724
223 573 42255.3182
224 484 21161.4333
225 629 27994.8437
226 481 27501.0677
227 433 5116.1164
228 721 16572.2219
229 438 30847.7693
230 497 54212.6221
231 642 32892.6204
232 384 32176.1169
233 544 9030.4877
234 406 13157.0628
235 793 9524.2132
236 324 14127.0292
237 622 25316.5698
238 574 24049.7907
239 593 35246.9975
240 437 8056.3542
241 419 15252.0173
242 251 8009.9709
243 449 19793.8105
244 296 921.3294
245 504 43513.1607
246 427 18273.9895
247 600 10124.5088
248 581 22455.7032
249 495 46923.4992
250 353 1041.8334
251 409 19323.9207
252 510 9878.0965
253 468 38453.8287
254 498 48119.4660
255 393 247.1313
256 435 42100.8039
257 610 22103.1315
258 484 35952.6493
259 497 6533.7875
260 357 11577.2099
261 427 12953.6697
262 495 35757.6324
263 221 10169.5957
264 479 12021.8797
265 707 2480.1186
266 422 27817.8764
267 526 11229.3461
268 249 7091.9955
269 599 24304.9374
270 428 35667.2440
271 826 563.5816
272 577 3969.3014
273 306 6308.5937
274 580 10521.5851
275 397 38664.3244
276 653 20744.4390
277 528 49229.3527
278 428 15611.8988
279 440 41903.6568
280 568 29625.8006
281 390 35195.4349
282 520 6048.9534
283 610 14797.8864
284 568 26498.3640
285 521 51307.0483
286 534 7930.6499
287 421 41398.8550
288 385 18554.0504
289 462 51550.2279
290 283 12852.3105
291 555 38595.2071
292 613 23964.6648
293 347 11755.0927
294 493 57184.0255
295 410 21518.8240
296 447 35923.3557
297 490 30818.3428
298 644 1437.2213
299 455 2431.3413
300 524 20760.6716
301 583 26683.8039
302 584 34651.7835
303 330 15534.9576
304 481 1126.1709
305 484 25072.8115
306 596 8751.7490
307 436 16108.8823
308 681 16836.0017
309 598 18641.4494
310 707 3510.7558
311 583 40242.2506
312 670 7819.6201
313 411 22769.5196
314 339 18604.6051
315 440 39321.7124
316 639 9431.1269
317 369 7374.6399
318 511 4871.7109
319 597 30281.8234
320 482 16607.3962
321 456 25386.5549
322 449 23609.3221
323 531 22201.6734
324 505 14184.2746
325 529 43969.8394
326 502 617.7283
327 533 2089.9205
328 767 2043.5465
329 534 35237.8933
330 359 20211.9334
331 643 16488.1858
332 455 45745.4881
333 385 32977.7515
334 457 15076.3430
335 485 35039.8054
336 446 9538.7049
337 743 6383.4551
338 349 2052.1593
339 560 19417.7393
340 656 24013.2960
341 322 23075.6613
342 526 37471.1619
343 439 15144.1594
344 419 8308.1694
345 648 18408.9519
346 352 23656.4522
347 340 2684.1484
348 486 12096.9805
349 619 10811.9558
350 411 41970.6638
351 546 49238.2510
352 517 35099.8548
353 419 22215.1555
354 674 286.1414
355 511 41641.9904
356 520 28992.1909
357 593 30900.4731
358 579 3323.3001
359 594 19307.3796
360 694 6346.8403
361 475 41675.9020
362 430 45024.8317
363 518 10199.3846
364 405 7905.4198
365 432 44237.2694
366 386 14158.7926
367 571 37377.0069
368 295 4664.2206
369 463 1644.0100
370 622 14324.3076
371 551 20062.7080
372 345 21668.9789
373 257 2475.0692
374 748 4707.2972
375 588 11332.9452
376 532 35597.9940
377 519 28064.4174
