<number of tasks>
58
<cycle time>
104
<order strength>
0.000
<z_alpha>
1.960
<task times>
1 10 4.9771
2 53 72.7008
3 41 57.9134
4 36 69.8669
5 35 34.3596
6 17 3.3182
7 34 8.7457
8 23 32.6343
9 14 9.7561
10 52 96.5269
11 33 49.6045
12 34 65.8077
13 12 7.4323
14 52 121.4214
15 12 0.7098
16 33 9.3020
17 44 117.3781
18 7 1.2876
19 15 2.4987
20 13 8.0583
21 29 17.5234
22 37 8.0760
23 43 86.7137
24 23 28.9353
25 24 21.4294
26 9 0.8009
27 16 0.6694
28 12 0.6499
29 26 17.2851
30 22 28.7436
31 51 133.0424
32 47 59.6012
33 34 19.1155
34 23 6.2175
35 12 2.1857
36 52 124.1482
37 12 0.6441
38 33 7.8391
39 44 42.5163
40 7 1.4696
41 15 12.4877
42 13 2.2817
43 29 11.1495
44 37 76.1008
45 43 70.9466
46 23 16.0211
47 24 9.5652
48 9 2.4839
49 16 2.9620
50 12 7.8619
51 26 33.3218
52 12 3.5572
53 52 103.1334
54 12 7.8317
55 33 64.5769
56 44 17.0644
57 7 1.9849
58 15 12.1126
<precedence relations>
1,9
2,25
3,21
3,22
4,10
5,36
6,23
6,24
7,43
8,44
9,11
11,13
11,14
11,15
12,17
13,17
14,17
15,17
16,18
17,20
18,19
19,23
20,21
20,25
21,26
21,44
22,27
23,31
24,31
25,38
26,29
27,30
28,32
28,33
29,31
30,34
31,36
32,45
33,35
34,36
35,43
36,37
36,38
37,39
37,40
37,41
38,52
39,43
40,43
41,42
42,43
43,45
44,45
45,46
45,48
45,49
46,47
46,50
47,51
48,55
49,58
50,58
51,52
52,53
53,54
54,55
54,56
55,57
56,57
57,58
<end>
