<number of tasks>
297
<cycle time>
1515
<order strength>
0.000
<z_alpha>
1.645
<task times>
1 270 249.2123
2 270 2166.9731
3 130 210.6688
4 148 130.3421
5 190 1566.4534
6 293 2799.7443
7 348 1256.7679
8 182 1664.6319
9 490 7878.0246
10 212 1612.0201
11 248 3753.7633
12 248 3373.1167
13 248 511.0540
14 248 3276.3501
15 248 488.6697
16 268 3208.7986
17 268 3346.5288
18 268 4418.0223
19 288 3187.7732
20 248 2974.1486
21 268 3961.2865
22 60 92.1850
23 268 3800.1492
24 240 19.1321
25 240 3228.7550
26 171 1392.7264
27 490 12911.1834
28 182 1761.8334
29 170 956.4702
30 306 130.1086
31 108 22.2131
32 248 1924.4147
33 190 939.6463
34 240 1991.6839
35 339 569.3877
36 288 4244.5501
37 248 659.2371
38 455 11376.2062
39 268 1252.4032
40 270 1598.3218
41 180 293.3550
42 121 624.0676
43 270 1381.3993
44 440 10907.5473
45 249 3530.0025
46 194 402.1389
47 162 427.9991
48 130 1020.3916
49 388 6769.6177
50 90 297.7817
51 212 70.7578
52 246 869.2787
53 188 681.1136
54 270 3172.0659
55 160 1262.4577
56 79 331.1871
57 466 5779.6023
58 240 2600.5515
59 137 1114.8820
60 184 306.3108
61 110 264.8669
62 275 3610.3355
63 149 928.0835
64 280 4244.8639
65 119 380.3980
66 184 1655.2078
67 140 926.8683
68 150 860.3921
69 190 1690.0426
70 150 51.0384
71 150 1.5903
72 284 1713.4917
73 192 429.6575
74 347 6170.8577
75 232 1374.9268
76 140 572.0030
77 608 18638.7677
78 80 94.1261
79 40 77.1355
80 130 969.3339
81 110 438.0497
82 350 1204.2854
83 140 449.6878
84 240 2012.7965
85 240 2004.8758
86 90 187.3831
87 54 137.2290
88 294 3567.6893
89 203 983.2917
90 150 825.5874
91 270 3011.3871
92 155 989.6526
93 190 519.6199
94 78 176.0105
95 140 1205.1348
96 241 2252.6707
97 430 7845.3245
98 90 390.3351
99 110 314.5497
100 9 3.7309
101 430 1055.6940
102 130 455.4820
103 289 1441.4115
104 110 716.9190
105 160 1431.9244
106 442 1925.3641
107 159 938.7409
108 250 3018.5634
109 190 408.4035
110 184 396.6034
111 690 21879.1790
112 72 137.9525
113 190 104.6980
114 190 1440.7022
115 90 170.1453
116 889 41560.0583
117 170 665.3572
118 155 183.6399
119 190 2018.5717
120 130 686.9740
121 390 61.3297
122 301 3281.5664
123 54 34.2530
124 227 2987.3401
125 142 938.9564
126 184 582.9994
127 741 32057.3551
128 868 16276.4961
129 230 628.8789
130 121 599.4570
131 320 1649.6795
132 126 514.9754
133 440 4727.3852
134 127 692.9302
135 134 957.7073
136 150 1325.7334
137 140 574.7095
138 110 610.9178
139 320 5180.8205
140 250 2021.5696
141 232 2469.7185
142 188 1405.0879
143 250 2402.0590
144 377 7397.5681
145 90 361.9325
146 140 219.9082
147 90 34.7819
148 90 341.8056
149 70 106.9197
150 90 499.8887
151 110 118.8058
152 150 253.6168
153 101 324.4987
154 377 3071.8849
155 118 32.0002
156 290 3146.0216
157 209 2288.4612
158 150 1314.3278
159 150 1361.3339
160 79 190.4244
161 150 103.2888
162 91 243.1521
163 59 157.7985
164 218 403.5112
165 351 3806.4444
166 873 7909.1717
167 130 263.7574
168 68 108.1401
169 126 405.5802
170 120 366.3299
171 227 2974.9706
172 198 757.4528
173 132 520.5087
174 121 10.7293
175 150 289.8400
176 100 114.3573
177 38 87.6408
178 70 199.8985
179 355 7794.8759
180 284 3265.8633
181 122 831.0111
182 75 118.2118
183 160 1263.4249
184 140 445.8357
185 520 9896.9461
186 99 96.8461
187 182 1069.8996
188 80 16.1051
189 514 5759.8146
190 96 178.4503
191 50 14.0973
192 272 867.5747
193 226 1760.3192
194 194 2196.9328
195 164 1169.5117
196 96 425.2682
197 107 0.0097
198 108 172.3335
199 167 329.9426
200 98 195.8754
201 82 299.2824
202 482 1131.5408
203 72 2.5139
204 50 5.2450
205 130 189.1844
206 230 361.4191
207 50 64.5946
208 240 322.8225
209 190 493.3121
210 190 1653.3011
211 240 837.8470
212 74 111.1055
213 139 161.4795
214 339 5347.4379
215 260 3823.0180
216 132 93.6317
217 550 9797.0039
218 420 2991.1316
219 152 351.4613
220 12 5.2812
221 90 132.7866
222 5 0.5510
223 128 667.5165
224 100 502.9546
225 120 706.1302
226 100 73.8128
227 320 4186.4080
228 835 29482.5144
229 740 22935.5524
230 223 2216.5388
231 100 352.4564
232 390 6181.9821
233 140 590.1350
234 304 370.9181
235 120 819.3839
236 403 9893.2073
237 21 10.0965
238 246 603.8398
239 160 167.3082
240 1019 38398.8374
241 34 43.4017
242 120 702.9373
243 68 222.7777
244 910 13109.5189
245 302 1500.0045
246 778 11633.4270
247 101 352.1904
248 1310 1415.1693
249 20 14.8330
250 278 3563.9216
251 81 292.9333
252 290 1597.2167
253 100 607.3130
254 372 5033.1821
255 72 243.2063
256 28 43.7580
257 90 57.7837
258 250 2047.8854
259 144 50.2764
260 303 3881.2439
261 220 2027.3614
262 58 52.5476
263 224 95.7764
264 211 2723.9762
265 99 558.0883
266 44 71.5191
267 120 110.8410
268 70 266.1818
269 421 6555.4131
270 231 3237.3435
271 214 979.2398
272 196 1634.8079
273 280 3337.2352
274 398 5764.8760
275 72 78.7306
276 280 3064.3669
277 356 5525.2822
278 193 2022.4100
279 140 333.1778
280 130 633.6031
281 300 1998.4552
282 456 4907.8930
283 7 1.9887
284 170 1458.4609
285 252 616.7084
286 210 2524.3768
287 308 5070.9165
288 308 1999.5018
289 121 828.4018
290 52 150.4776
291 426 5174.3685
292 104 213.0854
293 1386 3450.6043
294 527 6597.0006
295 968 3346.7366
296 1047 53149.4458
297 538 12712.6001
<precedence relations>
1,2
2,3
3,4
4,5
4,22
4,26
4,27
4,40
4,48
4,56
4,83
4,86
4,94
4,105
4,109
4,111
4,134
4,221
4,247
4,259
5,6
6,7
6,8
6,9
6,10
7,11
7,12
7,13
7,14
7,15
7,20
8,11
8,12
8,13
8,14
8,15
8,20
9,11
9,12
9,13
9,14
9,15
9,20
10,11
10,12
10,13
10,14
10,15
10,20
11,16
12,17
13,18
14,19
15,21
16,23
17,23
18,23
19,23
20,23
21,23
22,24
22,25
23,28
24,29
25,29
26,30
27,31
28,32
28,37
29,33
29,44
29,121
30,34
30,297
31,34
31,82
31,172
31,179
32,36
33,38
34,35
35,42
36,39
37,39
38,41
39,43
40,44
40,84
40,97
41,45
42,46
43,47
44,49
45,50
46,51
46,138
47,52
48,52
49,53
50,54
51,55
51,81
52,57
53,58
54,58
54,296
55,59
56,60
56,61
57,62
57,63
57,71
57,76
58,64
59,64
59,99
59,100
60,68
61,65
62,66
63,67
64,72
65,69
66,69
67,70
68,73
69,74
70,75
71,77
72,78
73,84
73,97
74,84
74,97
75,84
75,97
76,84
76,97
77,84
77,97
78,79
78,80
78,125
78,192
79,85
80,85
81,87
82,88
82,89
83,90
84,91
85,92
86,93
87,99
87,100
88,99
88,100
89,99
89,100
90,95
91,96
92,98
93,98
94,101
95,101
96,101
97,101
98,102
99,103
100,104
101,106
102,107
103,108
104,108
105,110
106,112
107,113
108,114
108,115
108,292
109,119
109,120
110,119
110,120
110,162
111,116
112,117
113,118
114,119
115,120
116,122
117,123
117,124
117,257
118,126
119,127
120,127
120,150
121,128
122,129
123,130
123,145
123,146
123,147
123,148
123,149
124,130
125,130
126,130
127,130
127,157
128,130
129,130
129,141
130,131
130,144
131,132
131,133
132,135
133,135
133,170
134,136
135,137
136,139
137,140
138,140
138,191
139,142
139,253
140,143
140,200
141,151
142,152
143,153
143,169
144,154
145,155
146,156
147,158
148,159
149,160
150,161
151,163
152,164
153,165
154,166
155,166
156,166
157,166
158,166
159,166
160,166
161,166
162,167
163,166
164,167
165,168
165,176
166,170
167,171
168,173
169,174
170,174
171,174
172,175
173,177
174,178
174,287
174,288
175,180
176,181
177,181
178,181
179,181
180,181
180,252
181,182
181,183
181,184
181,185
181,186
181,187
181,188
181,189
