<number of tasks>
148
<cycle time>
118
<order strength>
0.000
<z_alpha>
1.645
<task times>
1 16 22.0001
2 30 106.5821
3 7 9.7096
4 47 192.8116
5 29 70.7977
6 8 8.9824
7 39 268.9896
8 37 251.6575
9 32 73.3043
10 29 95.2902
11 17 2.8499
12 11 5.6908
13 32 59.8231
14 15 54.2421
15 53 523.2785
16 53 517.9886
17 8 1.7624
18 24 69.6260
19 24 37.5134
20 8 3.5262
21 7 9.8200
22 8 11.6482
23 14 25.3368
24 13 12.0690
25 10 3.4213
26 25 28.4583
27 11 29.4676
28 25 3.9917
29 11 3.6071
30 29 156.1673
31 25 151.4211
32 10 21.2272
33 14 13.0945
34 41 390.1772
35 42 111.8758
36 47 512.6880
37 7 5.9598
38 80 266.5252
39 7 10.5466
40 41 62.4061
41 47 505.8937
42 16 0.4040
43 32 36.3378
44 66 392.8994
45 80 305.0981
46 7 2.9164
47 41 86.6590
48 13 41.7406
49 47 191.5552
50 33 174.4068
51 34 100.7334
52 11 18.5878
53 18 70.9383
54 25 148.0540
55 7 0.8419
56 28 122.8944
57 12 25.4211
58 52 596.2241
59 14 1.8172
60 3 1.0348
61 3 0.1732
62 8 0.8078
63 16 9.2681
64 33 251.3485
65 8 3.9293
66 18 35.1133
67 10 24.5892
68 14 1.7946
69 28 156.3820
70 11 28.3256
71 18 75.9948
72 25 78.5948
73 40 99.9067
74 40 234.1497
75 1 0.1484
76 5 0.4584
77 28 122.8366
78 8 3.9433
79 81 290.1301
80 7 5.8174
81 26 35.7086
82 10 24.9411
83 21 79.0642
84 26 119.4216
85 20 92.5601
86 21 96.1953
87 47 502.3540
88 23 38.2359
89 13 16.3664
90 19 30.4968
91 15 22.7898
92 35 104.0982
93 26 133.5625
94 46 170.4593
95 20 89.4433
96 31 177.1385
97 19 59.4833
98 34 244.9444
99 51 576.2649
100 39 317.9328
101 30 16.3677
102 26 65.6936
103 13 29.6078
104 45 159.9077
105 58 39.8828
106 28 5.7865
107 8 9.3324
108 83 62.3621
109 40 275.3640
110 34 227.2352
111 23 38.2692
112 62 118.4551
113 11 29.4683
114 19 28.1897
115 14 36.0712
116 31 133.2952
117 32 72.7496
118 26 79.4449
119 55 315.1379
120 31 46.8971
121 32 90.7308
122 26 70.6673
123 19 48.8665
124 14 4.5073
125 19 87.0030
126 48 196.9719
127 55 557.8576
128 8 12.9216
129 11 9.7065
130 27 173.6136
131 18 80.6112
132 36 65.4486
133 23 128.7043
134 20 0.5117
135 46 220.6903
136 64 481.4326
137 22 19.7500
138 15 38.5431
139 34 254.1930
140 22 82.6891
141 51 56.2447
142 48 537.4226
143 64 211.0497
144 70 290.5197
145 37 30.2421
146 64 164.1513
147 78 372.0575
148 78 282.3580
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
