<number of tasks>
148
<cycle time>
470
<order strength>
0.000
<z_alpha>
1.645
<task times>
1 16 61.5038
2 30 28.6616
3 7 5.3780
4 47 291.7004
5 29 141.4057
6 8 9.8400
7 39 66.7521
8 37 292.0993
9 32 73.2722
10 29 115.9684
11 17 67.0689
12 11 29.2491
13 32 157.5864
14 15 31.3871
15 53 67.0258
16 53 669.4170
17 8 8.9375
18 24 47.0534
19 24 122.3323
20 8 12.2146
21 7 9.4258
22 8 0.0226
23 14 18.8996
24 13 1.3228
25 10 8.0914
26 25 107.8376
27 11 21.7835
28 25 32.1341
29 11 9.9464
30 29 118.5726
31 25 70.2008
32 10 8.1120
33 14 48.6600
34 41 193.5812
35 42 347.9647
36 47 117.5036
37 7 8.6008
38 80 1061.6124
39 7 11.4106
40 41 36.6249
41 47 335.8280
42 16 57.5813
43 32 6.4542
44 66 564.7315
45 80 1316.3945
46 7 0.7727
47 41 132.1910
48 13 30.5654
49 47 431.1276
50 33 117.8143
51 34 33.9955
52 11 3.6475
53 118 896.3378
54 25 13.6509
55 7 9.1213
56 28 76.2390
57 12 9.4140
58 52 281.5953
59 14 32.6861
60 3 0.4142
61 3 1.2124
62 8 6.8830
63 16 27.8942
64 33 10.3658
65 8 10.1195
66 18 73.1532
67 10 4.4156
68 14 24.7176
69 28 72.1857
70 11 3.4918
71 118 2112.2488
72 25 37.2333
73 40 288.7444
74 40 211.2244
75 101 747.8051
76 5 5.0155
77 28 124.4922
78 8 5.7582
79 281 6061.5105
80 7 4.6904
81 26 165.9178
82 10 6.0957
83 21 19.5903
84 26 40.0285
85 20 58.2184
86 21 83.0538
87 47 481.9663
88 23 104.2045
89 13 2.6974
90 19 38.7003
91 115 2400.6130
92 35 1.1586
93 26 5.2759
94 46 278.0745
95 20 11.2964
96 31 170.5278
97 19 40.3582
98 34 202.2908
99 51 474.4826
100 39 244.1507
101 30 64.3476
102 26 104.6785
103 13 37.4620
104 45 82.3616
105 58 526.3570
106 28 90.4406
107 8 6.6993
108 383 1728.5479
109 40 278.0877
110 34 189.9553
111 23 102.7518
112 162 5636.6349
113 11 4.4196
114 19 84.5649
115 14 34.0339
116 31 43.3951
117 32 174.1943
118 26 119.8757
119 55 744.3079
120 31 90.5789
121 32 147.3069
122 26 12.4301
123 19 21.7586
124 14 35.1095
125 19 3.0935
126 48 152.7581
127 55 179.1982
128 8 5.8808
129 11 26.8074
130 27 161.6770
131 18 31.3525
132 36 152.2106
133 23 17.2642
134 20 89.3195
135 46 407.1104
136 64 980.3523
137 22 15.4842
138 15 1.4655
139 34 230.4770
140 22 93.7340
141 151 5418.9160
142 148 5401.7784
143 64 809.9984
144 170 5475.2928
145 137 3311.8603
146 64 458.4290
147 78 938.2056
148 78 537.2949
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
