<number of tasks>
45
<cycle time>
92
<order strength>
0.000
<z_alpha>
1.960
<task times>
1 9 1.7971
2 9 15.1773
3 10 5.4211
4 10 23.2702
5 17 19.4764
6 17 23.7971
7 13 37.1027
8 13 16.4087
9 20 23.8700
10 20 93.1127
11 10 8.0075
12 11 6.8879
13 6 5.1894
14 22 59.6638
15 11 22.5499
16 19 72.7140
17 12 22.8663
18 3 0.2394
19 7 3.2775
20 4 0.9497
21 55 267.7487
22 14 38.1838
23 27 156.3805
24 29 51.1857
25 26 93.9215
26 6 7.5144
27 5 4.4694
28 24 88.7939
29 4 1.6000
30 5 1.0872
31 7 8.8106
32 4 2.3144
33 15 54.1594
34 3 1.3029
35 7 10.4415
36 9 10.1522
37 4 2.0532
38 7 3.3455
39 5 5.4614
40 4 0.6206
41 21 5.7856
42 12 12.7702
43 6 7.7050
44 5 4.8310
45 5 5.5152
<precedence relations>
1,3
1,7
2,4
2,8
3,5
4,6
5,9
6,10
7,9
7,14
8,10
8,14
9,41
10,41
11,13
12,13
12,37
13,14
13,15
14,17
14,25
14,29
14,30
14,31
14,32
15,16
15,18
15,23
15,24
16,19
17,26
17,27
18,19
19,20
19,33
20,21
21,22
22,28
23,33
24,33
25,26
26,38
27,28
27,33
28,38
29,41
30,41
31,41
32,41
33,34
33,35
33,36
34,38
35,40
36,38
37,43
38,40
39,41
40,41
41,42
42,44
42,45
<end>
