<number of tasks>
1000
<cycle time>
1000
<order strength>
0.197
<z_alpha>
1.645
<task times>
1 416 25457.7123
2 575 42185.6229
3 511 1313.7096
4 657 21683.8292
5 677 14112.5846
6 526 47972.1655
7 488 44264.1262
8 399 988.8536
9 580 21459.5979
10 486 42601.3917
11 683 14316.2165
12 538 32306.9658
13 552 460.4131
14 520 42809.7298
15 297 9486.8838
16 505 30076.1680
17 310 23301.6673
18 819 4570.9662
19 481 52536.3953
20 547 43664.1205
21 600 8168.3289
22 449 42732.6353
23 552 19168.4209
24 510 56226.9365
25 391 34000.9587
26 453 44748.1360
27 491 51763.6587
28 616 4007.4322
29 577 21983.7340
30 517 14022.7213
31 476 28853.1692
32 343 17922.0481
33 576 25501.5586
34 410 6409.2830
35 469 34899.7153
36 548 8741.7145
37 471 42207.1875
38 332 15743.8745
39 383 19233.9045
40 309 22143.2023
41 525 21653.7217
42 378 1889.4035
43 386 19290.5518
44 466 16230.3524
45 609 25616.0306
46 640 32067.4605
47 481 33429.4745
48 579 36530.3693
49 376 15346.3795
50 403 11910.9197
51 676 25776.2465
52 449 40366.9132
53 430 19777.2399
54 465 25931.1052
55 706 5969.2556
56 521 58458.8033
57 551 15727.9182
58 674 18804.2345
59 306 11534.7926
60 432 14490.4285
61 343 11458.8145
62 603 28597.0099
63 577 25720.9357
64 745 5419.3241
65 642 11049.9894
66 495 50240.3592
67 765 2670.4600
68 593 21698.7031
69 510 35122.4448
70 593 22570.8014
71 629 16473.4521
72 670 21529.5050
73 560 34435.1835
74 554 50067.3019
75 546 33677.2801
76 531 55954.6314
77 679 20689.8444
78 407 29401.1890
79 514 46685.0493
80 617 4671.0253
81 329 23571.2001
82 422 8098.5756
83 448 30097.1781
84 520 30738.9048
85 557 28566.0944
86 347 27431.5160
87 525 52226.4076
88 491 42244.3665
89 581 30433.8329
90 534 42052.3549
91 415 41695.8102
92 384 383.8477
93 575 14400.3106
94 433 11540.6623
95 523 6450.6294
96 211 837.1136
97 337 26521.5323
98 453 11017.8886
99 656 21722.4562
100 431 12395.2637
101 458 50614.0417
102 352 17888.7441
103 575 13976.5873
104 292 11419.9258
105 537 33206.3556
106 525 2633.7056
107 425 17574.8425
108 674 18896.4452
109 391 24627.9884
110 572 10094.6384
111 423 8567.9781
112 611 21921.1402
113 373 34780.2266
114 656 8166.1062
115 476 31881.8425
116 489 31190.5980
117 513 22702.1087
118 310 20883.8568
119 717 15691.2196
120 416 25953.6053
121 452 10494.7913
122 604 19848.7031
123 479 26656.1377
124 444 156.3841
125 466 583.4587
126 346 23708.6344
127 390 16986.0392
128 423 31006.7892
129 328 13984.4525
130 433 28199.0881
131 380 21784.0443
132 607 24777.3972
133 440 24880.0305
134 599 39711.6032
135 429 25454.4661
136 646 29110.5944
137 320 6785.8728
138 439 9915.9497
139 459 40312.2370
140 480 43757.1185
141 561 32900.2095
142 542 33720.5691
143 499 13726.7351
144 616 20618.4728
145 368 6213.4273
146 450 14558.2314
147 339 698.9165
148 547 8467.5350
149 470 22295.1843
150 299 13005.1115
151 379 12746.0266
152 619 18944.7186
153 729 10198.6319
154 539 2832.5142
155 409 40622.3928
156 451 46989.9883
157 304 15157.1177
158 511 33739.4694
159 444 10918.1528
160 731 17911.0759
161 471 9112.9681
162 473 12697.7577
163 413 20886.0720
164 336 17903.4578
165 559 46796.8344
166 738 11297.6444
167 499 16650.8795
168 587 4870.1268
169 679 13951.3011
170 345 6454.6842
171 284 20154.2395
172 404 39269.1199
173 521 46458.0721
174 585 16345.4208
175 339 21787.1873
176 454 3295.8057
177 499 3181.1144
178 416 30721.6910
179 362 24976.8118
180 362 7942.2958
181 560 48472.2249
182 482 53540.2634
183 479 46302.9606
184 565 35701.3433
185 844 1598.0540
186 457 28469.2103
187 574 38888.0658
188 440 10174.8909
189 499 21517.5655
190 251 3926.6171
191 301 9336.6183
192 449 38786.4391
193 375 23668.6052
194 415 19873.4245
195 449 24056.1490
196 429 18596.5367
197 632 3529.4525
198 423 34056.1819
199 212 5347.0694
200 434 37723.2875
201 586 19641.1538
202 538 45711.6783
203 517 25418.2447
204 526 13226.2523
205 382 10117.2653
206 510 26564.0746
207 515 15619.8274
208 702 17765.6325
209 366 9636.0669
210 511 40178.1465
211 300 9412.9386
212 466 4226.6724
213 673 17488.2500
214 357 30969.3217
215 330 100.3849
216 583 1333.6585
217 555 13386.0424
218 605 27748.6653
219 710 11492.4077
220 138 4142.9346
221 653 20903.1724
222 690 20891.4167
223 348 8773.1508
224 276 2680.8644
225 497 20248.2572
226 338 4855.1590
227 622 11487.1335
228 599 17661.2071
229 518 28767.9376
230 460 50246.4140
231 513 19266.1593
232 559 42738.9354
233 613 19361.7203
234 436 17063.3649
235 407 7840.8180
236 476 6412.5295
237 619 35150.7950
238 653 9687.3443
239 627 17780.8505
240 350 12429.6463
241 697 12512.8734
242 423 16537.0932
243 451 41286.1644
244 517 21773.6229
245 473 3938.2437
246 317 20977.9960
247 503 36556.1201
248 307 657.1966
249 512 34908.3906
250 465 50099.2521
251 451 43572.9199
252 588 34687.4216
253 360 5747.7930
254 499 38748.4398
255 501 10799.6257
256 419 9489.2907
257 381 20600.7882
258 505 47492.6246
259 562 10254.2862
260 428 33113.2416
261 493 3166.4208
262 489 45320.3884
263 520 17773.6656
264 471 22851.6160
265 472 16587.1827
266 658 7902.8577
267 735 15123.1691
268 380 18982.4691
269 430 12470.3734
270 689 10251.5105
271 567 15553.0835
272 656 13755.3419
273 673 24806.8247
274 569 39761.3154
275 434 45908.0501
276 432 20194.0494
277 510 32581.0001
278 295 20657.7569
279 485 26130.5048
280 745 2813.6814
281 440 29621.8669
282 753 5051.7200
283 641 19211.8574
284 642 24696.2210
285 428 10106.8250
286 434 14279.7428
287 385 12367.0284
288 462 33113.6055
289 490 39163.1908
290 557 20574.9403
291 514 11602.2673
292 464 2785.8519
293 528 25188.3735
294 460 12114.9924
295 637 19776.2844
296 569 40522.9852
297 421 36908.8923
298 407 33829.7738
299 512 33185.3316
300 408 4299.5670
301 485 8641.6660
302 712 14458.2524
303 283 13192.1488
304 684 11903.9356
305 373 28253.1928
306 477 21053.7298
307 421 32492.9614
308 483 6845.6948
309 462 8340.2489
310 828 6442.7184
311 288 3695.8521
312 688 14433.5149
313 361 6061.7825
314 612 28332.1787
315 602 30543.1243
316 414 39438.3112
317 498 28773.3272
318 542 20306.2046
319 685 22392.1818
320 369 20974.1387
321 534 48773.4669
322 676 203.9491
323 408 23143.5064
324 438 17987.4962
325 442 26373.1048
326 524 54250.0898
327 381 12280.9280
328 483 5662.0516
329 525 43097.7811
330 325 4503.8845
331 509 41659.7845
332 429 19225.5911
333 610 21233.5762
334 441 6989.1117
335 594 17926.3084
336 690 9883.9203
337 576 40551.3993
338 475 32994.1845
339 772 13134.4197
340 403 22828.2627
341 488 41501.8596
342 515 24759.4956
343 576 4892.3732
344 611 26040.7070
345 555 44681.3462
346 485 28461.5714
347 514 6348.7818
348 483 19683.9444
349 500 19344.5104
350 430 23204.7163
351 570 32480.9098
352 422 15190.6947
353 421 6324.6356
354 422 22826.9351
355 557 365.1881
356 418 2013.1675
357 491 57560.5175
358 256 696.2746
359 401 24094.6520
360 466 48400.1278
361 480 4668.5906
362 540 27631.2359
363 428 2829.5069
364 287 11944.2857
365 526 6734.5384
366 600 1160.6495
367 178 2566.2178
368 439 46036.8111
369 691 15920.7933
370 633 298.1299
371 665 12080.8857
372 808 3996.9934
373 579 17799.7752
374 638 26448.9649
375 447 42561.1116
376 446 36651.3533
377 641 23239.2102
