<number of tasks>
148
<cycle time>
112
<order strength>
0.000
<z_alpha>
1.645
<task times>
1 16 9.4348
2 30 43.7730
3 7 9.1396
4 47 475.8264
5 29 194.6725
6 8 12.3159
7 39 318.3866
8 37 330.5109
9 32 62.6617
10 29 17.0762
11 17 31.5736
12 11 25.1528
13 32 244.3221
14 15 21.7884
15 53 548.8490
16 53 512.2408
17 8 10.1304
18 24 131.4264
19 24 87.5334
20 8 3.3713
21 7 3.5251
22 8 2.4161
23 14 15.3980
24 13 37.7106
25 10 7.4101
26 25 14.0035
27 11 11.0610
28 25 11.1319
29 11 3.5228
30 29 42.3673
31 25 51.1688
32 10 15.1896
33 14 46.1703
34 41 347.1427
35 42 90.9722
36 47 278.2576
37 7 2.0514
38 80 54.5484
39 7 4.6035
40 41 370.0980
41 47 150.7283
42 16 12.9139
43 32 217.2853
44 66 157.9998
45 80 155.4242
46 7 5.9501
47 41 248.5360
48 13 39.3333
49 47 9.1633
50 33 142.9338
51 34 13.6087
52 11 1.4757
53 18 76.1069
54 25 112.2358
55 7 11.0066
56 28 139.1485
57 12 13.9134
58 52 427.2314
59 14 6.1964
60 3 2.1170
61 3 0.9959
62 8 10.8086
63 16 35.9096
64 33 175.4069
65 8 4.2880
66 18 32.2627
67 10 5.1216
68 14 15.2570
69 28 186.9512
70 11 23.5943
71 18 70.6135
72 25 43.4092
73 40 167.0625
74 40 209.0746
75 1 0.2271
76 5 1.1417
77 28 27.7526
78 8 14.8609
79 81 148.7209
80 7 2.3895
81 26 83.8213
82 10 22.7815
83 21 83.6316
84 26 77.5130
85 20 69.3460
86 21 14.5781
87 47 432.8210
88 23 12.7030
89 13 34.7221
90 19 42.0866
91 15 16.8986
92 35 41.3279
93 26 111.8421
94 46 461.0269
95 20 49.7398
96 31 221.8203
97 19 77.8202
98 34 146.2411
99 51 68.9175
100 39 167.7562
101 30 81.9679
102 26 2.8154
103 13 9.3256
104 45 254.2446
105 58 607.2348
106 28 139.1477
107 8 9.3233
108 83 131.2332
109 40 284.0054
110 34 3.1992
111 23 82.7090
112 62 109.2293
113 11 17.4090
114 19 32.9128
115 14 14.0555
116 31 132.4117
117 32 155.3944
118 26 129.6412
119 55 212.7619
120 31 168.9332
121 32 167.3560
122 26 68.6607
123 19 32.2504
124 14 21.0357
125 19 59.6396
126 48 87.0608
127 55 718.2157
128 8 8.3317
129 11 6.9578
130 27 73.0996
131 18 27.5276
132 36 94.9350
133 23 74.7515
134 20 78.5554
135 46 197.6277
136 64 34.6837
137 22 47.3438
138 15 7.4160
139 34 168.0708
140 22 64.6451
141 51 563.1937
142 48 380.6218
143 64 71.3298
144 70 90.6309
145 37 147.3757
146 64 155.4911
147 78 168.8255
148 78 20.6744
<precedence relations>
1,5
1,6
1,7
1,8
2,3
3,4
3,5
3,6
3,7
4,8
5,14
6,9
7,14
8,10
9,14
10,14
11,12
12,13
14,15
14,16
15,17
16,17
17,18
17,19
18,20
19,20
20,21
20,22
20,23
20,24
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
23,28
24,25
24,26
24,27
24,28
25,29
26,29
27,29
28,29
29,31
31,36
32,34
33,35
34,36
35,36
36,37
37,38
37,45
38,39
39,40
40,41
40,48
40,54
42,43
43,44
45,46
46,47
47,48
47,49
47,54
50,51
51,53
51,69
52,53
54,55
54,72
54,76
54,89
54,90
55,133
56,73
57,82
58,86
58,88
59,75
59,89
61,62
62,63
63,67
64,65
64,71
64,72
65,66
65,99
66,67
67,68
68,95
68,98
69,79
70,71
72,134
73,86
73,88
73,89
73,90
73,96
74,75
75,90
75,97
76,77
77,78
78,82
79,80
79,85
79,143
79,146
80,81
81,82
82,83
83,84
84,106
86,87
90,111
91,105
92,135
95,101
96,104
98,101
99,100
100,101
101,102
101,103
102,127
103,127
105,119
106,107
107,108
108,109
109,110
111,112
112,113
113,114
113,116
113,120
113,123
113,128
114,115
115,125
116,117
117,118
118,126
120,121
121,122
122,126
123,124
124,125
128,129
129,130
130,131
130,137
132,135
133,135
134,135
135,136
138,139
139,140
141,142
142,143
142,146
142,147
142,148
144,145
145,147
145,148
<end>
